databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	number	rarity	element	power	cost	playRequired	keywords	traits	text
c11de2e1-d83b-45b5-9d14-555ec552e6e6	Berry Dreams	mlp-ccg/premier/MlpCcg-Premier-BerryDreams.jpg	default	Friend	Premier	Premier	playerNDeck	PR37	C	Laughter	1	2			Earth Pony	When you play this card, draw a card.
7b846d4a-b904-481a-9e51-2a321cf9a097	Big Top	mlp-ccg/premier/MlpCcg-Premier-BigTop.jpg	default	Friend	Premier	Premier	playerNDeck	PR38	F	Laughter	3	4	2		Earth Pony	When you win a Problem faceoff involving this card, dismiss an opponent's Friend involved in that faceoff.
94de3f47-ba94-489a-9296-fa52e62c4f19	Charged Up	mlp-ccg/premier/MlpCcg-Premier-ChargedUp.jpg	default	Friend	Premier	Premier	playerNDeck	PR39	R	Laughter	2	3			Earth Pony	When you move this card to a Problem, you may look at the top 2 cards of that Problem's deck and put them back in any order.
62237676-b22e-4b14-8ebb-2f6fa3ce46df	Dance Fever	mlp-ccg/premier/MlpCcg-Premier-DanceFever.jpg	default	Friend	Premier	Premier	playerNDeck	PR40	C	Laughter	1	1	2	Random	Earth Pony	
75c78bef-8f7b-4261-a8d0-a79db82b585f	Lucky Streak	mlp-ccg/premier/MlpCcg-Premier-LuckyStreak.jpg	default	Friend	Premier	Premier	playerNDeck	PR41	R	Laughter	1	1	1		Earth Pony	When you play this card, you may uncover a face-down Troublemaker. Main Phase: Exhaust this card to look at a face-down Troublemaker.
c470fd94-4e06-4508-aa07-3e42d3b194f9	Flitter	mlp-ccg/premier/MlpCcg-Premier-Flitter.jpg	default	Friend	Premier	Premier	playerNDeck	PR42	C	Laughter	1	1			Pegasus	While involved in a Troublemaker faceoff, this card gets +1 power.
58c52f1a-0263-4415-81cb-77544343de7a	Goldengrape	mlp-ccg/premier/MlpCcg-Premier-Goldengrape.jpg	default	Friend	Premier	Premier	playerNDeck	PR43	R	Laughter	1	2			Earth Pony	When you win a Problem faceoff involving this card, you may search your deck for a Friend, reveal it, put it into your hand, and shuffle your deck.
d1d1e799-c57b-4da7-8154-81b0b82edb16	High Spirits	mlp-ccg/premier/MlpCcg-Premier-HighSpirits.jpg	default	Friend	Premier	Premier	playerNDeck	PR44	C	Laughter	1	1			Pegasus	
565034aa-2540-4a36-9056-3189fb14209d	Pinkie Pie	mlp-ccg/premier/MlpCcg-Premier-PinkiePie-2.jpg	default	Friend	Premier	Premier	playerNDeck	PR45	R	Laughter	2	4	2		Earth Pony	When you play this card to a Problem, dismiss an opponent's Friend at that Problem.
94a6378d-a98a-47c2-bedd-c7f43bcd5881	Pinkie Pie	mlp-ccg/premier/MlpCcg-Premier-PinkiePie-3.jpg	default	Friend	Premier	Premier	playerNDeck	PR46	C	Laughter	3	4	1	Random	Earth Pony	When your opponent confronts this card's Problem, draw a card.
81252740-83ac-4fd3-a30a-ffda0c359cbe	Pinprick	mlp-ccg/premier/MlpCcg-Premier-Pinprick.jpg	default	Friend	Premier	Premier	playerNDeck	PR47	R	Laughter	1	2	4	Random	Unicorn	When you win a Problem faceoff involving this card, dismiss an opponent's Friend involved in that faceoff.
870fafc3-f161-4dd6-b5d1-0c145f724837	Ol' Salt	mlp-ccg/premier/MlpCcg-Premier-OlSalt.jpg	default	Friend	Premier	Premier	playerNDeck	PR48	U	Laughter	1	2			Earth Pony, Elder	Your opponent needs +1 power to confront this card's Problem.
96f0920d-42a1-403c-a75c-b48087353b33	Snips & Snails	mlp-ccg/premier/MlpCcg-Premier-SnipsSnails.jpg	default	Friend	Premier	Premier	playerNDeck	PR49	R	Laughter	3	4	3		Unicorn, Foal	Your opponent needs +1 power to confront this card's Problem.
8295c638-635c-4272-8bcf-58e901ca898c	Surprise	mlp-ccg/premier/MlpCcg-Premier-Surprise.jpg	default	Friend	Premier	Premier	playerNDeck	PR50	R	Laughter	1	3	3		Pegasus	When you play this card to a Problem with a face-up Troublemaker, turn that Troublemaker face-down.
04e39fe7-8a12-42b9-b891-65e133e6f515	Apple Stars	mlp-ccg/premier/MlpCcg-Premier-AppleStars.jpg	default	Friend	Premier	Premier	playerNDeck	PR51	R	Magic	3	4	2	Studious	Unicorn	
619c1a9c-9048-438d-b610-60bd93a60587	Professor Neigh	mlp-ccg/premier/MlpCcg-Premier-ProfessorNeigh.jpg	default	Friend	Premier	Premier	playerNDeck	PR52	C	Magic	1	1	1		Earth Pony	While at a Problem with a Report Resource, this card gets +1 power.
21c57a8f-bb39-4588-989e-8540ba2f5120	Bright Bulb	mlp-ccg/premier/MlpCcg-Premier-BrightBulb.jpg	default	Friend	Premier	Premier	playerNDeck	PR53	R	Magic	2	3			Unicorn	Reaction: When an opponent's character is played to this card's Problem, you may exhaust this card. If you do, move that character.
7e24094f-ffbc-447d-a68d-59920b6e870f	Comet Tail	mlp-ccg/premier/MlpCcg-Premier-CometTail.jpg	default	Friend	Premier	Premier	playerNDeck	PR54	C	Magic	1	1			Unicorn	
648ac353-332d-45e4-9e3f-0503da86f030	Mint Jewelup	mlp-ccg/premier/MlpCcg-Premier-MintJewelup.jpg	default	Friend	Premier	Premier	playerNDeck	PR55	C	Magic	1	2	2	Studious	Unicorn	
5bef172e-2803-4400-bfe7-67c0c666980d	Gyro	mlp-ccg/premier/MlpCcg-Premier-Gyro.jpg	default	Friend	Premier	Premier	playerNDeck	PR56	R	Magic	1	1	3		Earth Pony	When you play this card, you may search your deck for an Event, reveal it, put it into your hand, and shuffle your deck.
20ad51f7-3ce6-4085-8eba-ef8643d6ae1e	Lemony Gem	mlp-ccg/premier/MlpCcg-Premier-LemonyGem.jpg	default	Friend	Premier	Premier	playerNDeck	PR57	R	Magic	1	2	1		Unicorn	When you move this card to a Problem, you may move an opponent's character at that Problem to another Problem.
2a3eb827-36a0-48de-b336-ef31d2a12b0d	Mayor Mare	mlp-ccg/premier/MlpCcg-Premier-MayorMare.jpg	default	Friend	Premier	Premier	playerNDeck	PR58	C	Magic	1	2	2		Earth Pony	Main Phase: Pay [3] to move an opponent's character.
720c5688-a66b-4b71-9bce-4551b94a39c3	Rare Find	mlp-ccg/premier/MlpCcg-Premier-RareFind.jpg	default	Friend	Premier	Premier	playerNDeck	PR59	R	Magic	1	1	2		Unicorn	This card gets +1 power for each of your opponent's characters at its Problem.
0814999a-9f07-4227-bb73-49b245826b07	Blue Moon	mlp-ccg/premier/MlpCcg-Premier-BlueMoon.jpg	default	Friend	Premier	Premier	playerNDeck	PR60	C	Magic	2	2			Unicorn	
10eaedc2-7bbf-4508-b79c-6aafb10d8ad6	Spring Forward	mlp-ccg/premier/MlpCcg-Premier-SpringForward.jpg	default	Friend	Premier	Premier	playerNDeck	PR61	R	Magic	2	3	3	Studious	Earth Pony	This card gets +2 power for each of your opponent's characters at its Problem.
25a26431-521b-4b3f-b865-479dc86c4083	Sunny Rays	mlp-ccg/premier/MlpCcg-Premier-SunnyRays.jpg	default	Friend	Premier	Premier	playerNDeck	PR62	R	Magic	2	2	2		Pegasus	When you play this card, you may look at the top 2 cards of your deck and put them back in any order.
931e27f3-02a9-44d6-941c-64662e1290a8	Lady Justice	mlp-ccg/premier/MlpCcg-Premier-LadyJustice.jpg	default	Friend	Premier	Premier	playerNDeck	PR63	F	Magic	3	4			Earth Pony	Your opponent's characters at this card's Problem each get -1 power during faceoffs.
13f34928-2ea5-4e76-9e8a-bde67b7d3fb3	Twilight Sparkle	mlp-ccg/premier/MlpCcg-Premier-TwilightSparkle-2.jpg	default	Friend	Premier	Premier	playerNDeck	PR64	C	Magic	2	3	2		Unicorn	Main Phase: Exhaust this card to gain [1] until the end of the phase.
de169691-ed6b-4356-a7c7-7e6cfd85e8ab	Action Shot	mlp-ccg/premier/MlpCcg-Premier-ActionShot.jpg	default	Friend	Premier	Premier	playerNDeck	PR65	R	Generosity	3	4			Earth Pony	When you play this card to a Problem, choose another one of your characters at that Problem. It gets +4 power until the end of the turn.
f3172f7a-e7ee-472d-bd77-b464c047aeb8	Big Shot	mlp-ccg/premier/MlpCcg-Premier-BigShot.jpg	default	Friend	Premier	Premier	playerNDeck	PR66	R	Generosity	2	2	1		Pegasus	When a Troublemaker at this card's Problem is uncovered, you may exhaust this card to score a point.
48c30760-383e-47bf-b5db-95833d0ad967	Featherweight	mlp-ccg/premier/MlpCcg-Premier-Featherweight.jpg	default	Friend	Premier	Premier	playerNDeck	PR67	R	Generosity	2	3			Pegasus, Foal	During Problem faceoffs involving this card, your opponent flips an additional card. During Problem faceoffs involving this card, your opponent ignores one of their flipped cards with the highest power.
4798fa26-96e0-4665-840c-d66ffe6b4c1c	Fiddly Faddle	mlp-ccg/premier/MlpCcg-Premier-FiddlyFaddle.jpg	default	Friend	Premier	Premier	playerNDeck	PR68	R	Generosity	2	2	2		Earth Pony	When you play this card, you may look at the top 2 cards of your opponent's deck and put them back in any order.
4c342179-be44-45a9-94ad-c77f3c2e6b47	Eff Stop	mlp-ccg/premier/MlpCcg-Premier-EffStop.jpg	default	Friend	Premier	Premier	playerNDeck	PR69	R	Generosity	1	2	2		Pegasus	Main Phase: Exhaust this card and pay [1] to search your discard pile for an Event and put it into your hand.
6b0dac67-8fe0-441d-b4cf-02700addcf9f	Vidala Swoon	mlp-ccg/premier/MlpCcg-Premier-VidalaSwoon.jpg	default	Friend	Premier	Premier	playerNDeck	PR70	F	Generosity	3	4	3		Earth Pony	Main Phase: Exhaust this card and pay [1] to search your discard pile for a Friend and put it into your hand.
4c00ffdb-29fb-4fa2-8e04-301f8f5b8e70	Hoity Toity	mlp-ccg/premier/MlpCcg-Premier-HoityToity.jpg	default	Friend	Premier	Premier	playerNDeck	PR71	C	Generosity	2	3	2	Inspired	Earth Pony	
003dfc53-90d4-4935-95ae-362225f4bb1d	Savoir Fare	mlp-ccg/premier/MlpCcg-Premier-SavoirFare.jpg	default	Friend	Premier	Premier	playerNDeck	PR72	R	Generosity	2	2	2	Inspired	Earth Pony	When you play this card to a Problem, choose another one of your characters at that Problem. It gets +2 power until the end of the turn.
77d5d1db-da82-4284-82ef-246392b44044	Pearly Stitch	mlp-ccg/premier/MlpCcg-Premier-PearlyStitch.jpg	default	Friend	Premier	Premier	playerNDeck	PR73	C	Generosity	1	1	1		Earth Pony, Elder	Your opponents can't move this card.
d9e6bacb-388f-4323-873c-e16e9bef6ad8	Lotus Blossom	mlp-ccg/premier/MlpCcg-Premier-LotusBlossom.jpg	default	Friend	Premier	Premier	playerNDeck	PR74	R	Generosity	2	4	3		Earth Pony	When you confront this card's Problem, you may search your discard pile for a card and put it on the top of your deck.
9cebb3dc-54af-4dde-a792-61f1a95c2ed2	Rising Star	mlp-ccg/premier/MlpCcg-Premier-RisingStar.jpg	default	Friend	Premier	Premier	playerNDeck	PR75	C	Generosity	1	1	1		Unicorn	Main Phase: Exhaust this card to uncover a Troublemaker at its Problem.
28fe67de-d8d6-47de-8f41-b4a8f772fe71	Noteworthy	mlp-ccg/premier/MlpCcg-Premier-Noteworthy.jpg	default	Friend	Premier	Premier	playerNDeck	PR76	C	Generosity	1	1			Earth Pony	
349c9be3-873b-4193-8359-53dad26ed6e2	Rarity	mlp-ccg/premier/MlpCcg-Premier-Rarity-2.jpg	default	Friend	Premier	Premier	playerNDeck	PR77	U	Generosity	2	3	3	Inspired	Unicorn	When you play this card, you may search your discard pile for a card and put it into your hand.
2dfb36bc-a296-42b2-ba23-c9bb32a3c24b	Royal Riff	mlp-ccg/premier/MlpCcg-Premier-RoyalRiff.jpg	default	Friend	Premier	Premier	playerNDeck	PR78	C	Generosity	1	1	3	Inspired	Earth Pony	
ea6d0440-e9de-4889-a578-3f094b136e3d	Sugar Twist	mlp-ccg/premier/MlpCcg-Premier-SugarTwist.jpg	default	Friend	Premier	Premier	playerNDeck	PR79	C	Generosity	2	2			Pegasus	
ca44c784-bac3-42af-aad0-5036fd83a2d5	Amethyst Star	mlp-ccg/premier/MlpCcg-Premier-AmethystStar.jpg	default	Friend	Premier	Premier	playerNDeck	PR80	C	Kindness	2	2	2	Caretaker	Unicorn	
1c0a77ea-95dc-4ab1-90d1-9a182930df23	Blue Jay	mlp-ccg/premier/MlpCcg-Premier-BlueJay.jpg	default	Friend	Premier	Premier	playerNDeck	PR81	C	Kindness	2	2			Critter	
52c3da72-778b-43ff-90f0-63a59b6fae88	Falcon	mlp-ccg/premier/MlpCcg-Premier-Falcon.jpg	default	Friend	Premier	Premier	playerNDeck	PR82	R	Kindness	1	1	1		Critter	When you move this card to a Problem, you may move one of your Critter Friends to that Problem.
68fc8e5f-4273-464d-8653-56076fc790d1	Fluttershy	mlp-ccg/premier/MlpCcg-Premier-Fluttershy-2.jpg	default	Friend	Premier	Premier	playerNDeck	PR83	R	Kindness	3	3	3		Pegasus	Reaction: When an opponent receives at least [1], you may exhaust this card. If you do, that opponent loses [1].
53d8fd18-6407-4dee-94b1-61a00cf8de68	Fluttershy	mlp-ccg/premier/MlpCcg-Premier-Fluttershy-3.jpg	default	Friend	Premier	Premier	playerNDeck	PR84	U	Kindness	2	3	2	Caretaker	Pegasus	When you play this card, the cost of your next [Kindness] Friend this turn is reduced by [1].
6003a6a8-f078-464b-a80b-ee65c3b128a4	Forest Owl	mlp-ccg/premier/MlpCcg-Premier-ForestOwl.jpg	default	Friend	Premier	Premier	playerNDeck	PR85	C	Kindness	0	1			Critter	Each of your other characters at a Problem with this card gets +1 power.
b8a568c7-b045-4322-a484-3802ebdfffab	House Mouse	mlp-ccg/premier/MlpCcg-Premier-HouseMouse.jpg	default	Friend	Premier	Premier	playerNDeck	PR86	C	Kindness	1	1			Critter	
b9ae30a0-7ed0-439e-8e59-a1c6be28ef8b	Hummingway	mlp-ccg/premier/MlpCcg-Premier-Hummingway.jpg	default	Friend	Premier	Premier	playerNDeck	PR87	F	Kindness	1	1	4		Critter	During Troublemaker faceoffs involving this card and at least 2 of your other Critter Friends, flip an additional card.
b2190c97-7ba2-4568-9f1b-35fe56b32d8e	Lilac Links	mlp-ccg/premier/MlpCcg-Premier-LilacLinks.jpg	default	Friend	Premier	Premier	playerNDeck	PR88	R	Kindness	1	2	1		Earth Pony	Problem Faceoff: Exhaust this card and choose a Friend involved in the faceoff with a Resource attached to it to give that Friend -5 power until the end of the faceoff.
4172fe65-9df7-4d73-99c2-46ecdab6eb50	Mane Cureall	mlp-ccg/premier/MlpCcg-Premier-ManeCureall.jpg	default	Friend	Premier	Premier	playerNDeck	PR89	R	Kindness	1	2	3	Caretaker	Earth Pony	When you play this card to a Problem, you may move one of your Critter Friends to the same Problem.
36b888bb-6e12-4e61-aa43-c43a95aa8c9f	Mr. Beaverton Beaverteeth	mlp-ccg/premier/MlpCcg-Premier-MrBeavertonBeaverteeth.jpg	default	Friend	Premier	Premier	playerNDeck	PR90	R	Kindness	3	3	3		Critter	Main Phase: Exhaust this card to dismiss a Resource in your opponent's home.
b18bd2cc-5f12-4c0e-89a5-07b97b41ea1c	Mr. Breezy	mlp-ccg/premier/MlpCcg-Premier-MrBreezy.jpg	default	Friend	Premier	Premier	playerNDeck	PR91	R	Kindness	3	3	3		Earth Pony	When you play this card, an opponent loses [1].
398e0a29-722f-4258-9173-87264a59de2b	Opalescence	mlp-ccg/premier/MlpCcg-Premier-Opalescence.jpg	default	Friend	Premier	Premier	playerNDeck	PR92	C	Kindness	1	2			Critter	When you move this card to a Problem, you may dismiss a Resource on an opponent's character at that Problem.
df0bc647-30c6-40a3-9d4c-b3c4d108ff9b	Sea Swirl	mlp-ccg/premier/MlpCcg-Premier-SeaSwirl.jpg	default	Friend	Premier	Premier	playerNDeck	PR93	R	Kindness	2	3	1		Unicorn	Main Phase: Exhaust this card at a Problem to move up to 3 of your Critter Friends to that Problem.
da738623-5739-43c8-beeb-3014d7b835a6	Winona	mlp-ccg/premier/MlpCcg-Premier-Winona.jpg	default	Friend	Premier	Premier	playerNDeck	PR94	C	Kindness	1	1			Critter	Main Phase: Exhaust this card to look at a face-down Troublemaker at its Problem.
e085f06d-becd-4268-8065-8d6af9633cdd	Spread Your Wings	mlp-ccg/premier/MlpCcg-Premier-SpreadYourWings.jpg	default	Event	Premier	Premier	playerNDeck	PR95	C		4	1				Main Phase: Choose a [Loyalty] or [Laughter] character. That character gets +1 [Loyalty] and +1 [Laughter] until the end of the phase.
d919632e-5123-4aef-a624-fe2adf7b6367	Getting Hooves Dirty	mlp-ccg/premier/MlpCcg-Premier-GettingHoovesDirty.jpg	default	Event	Premier	Premier	playerNDeck	PR96	F		4	1				Main Phase: Choose a [Generosity] or [Laughter] character. That character gets +1 [Generosity] and +1 [Laughter] until the end of the phase.
9d065d26-842b-4c8f-80ff-809b350f84ae	Dig Deep	mlp-ccg/premier/MlpCcg-Premier-DigDeep.jpg	default	Event	Premier	Premier	playerNDeck	PR97	F		4	1				Main Phase: Choose a [Loyalty] or [Generosity] character. That character gets +1 [Loyalty] and +1 [Generosity] until the end of the phase.
32de64d0-4da4-4abd-a860-8db3f621c790	Apples and Oranges	mlp-ccg/premier/MlpCcg-Premier-ApplesAndOranges.jpg	default	Event	Premier	Premier	playerNDeck	PR98	F		4	1				Main Phase: Choose a [Honesty] or [Magic] character. That character gets +1 [Honesty] and +1 [Magic] until the end of the phase.
7280bcab-240b-4039-bba6-41d2dbabe054	Royal Guidance	mlp-ccg/premier/MlpCcg-Premier-RoyalGuidance.jpg	default	Event	Premier	Premier	playerNDeck	PR99	C		4	1				Main Phase: Choose a [Kindness] or [Magic] character. That character gets +1 [Kindness] and +1 [Magic] until the end of the phase.
8a98e8f9-f337-4c61-8131-7eabd1939486	Sweet and Kind	mlp-ccg/premier/MlpCcg-Premier-SweetAndKind.jpg	default	Event	Premier	Premier	playerNDeck	PR100	F		4	1				Main Phase: Choose a [Honesty] or [Kindness] character. That character gets +1 [Honesty] and +1 [Kindness] until the end of the phase.
