databaseId	name	imageUrl	cardBack	type	subtype	battleType	keyword	protoCost	basic	solo	transform	packName	set	loadGroupId
robotech_MS038Azonia.png	Azonia	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Azonia.png	default	Character	Officer/Pilot - Zentraedi	F-L	Azonia's Forces	2				Macross Saga	robotech	playerNDeck
robotech_MS039FemaleZentraediOfficer.png	Female Zentraedi Officer	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-FemaleZentraediOfficer.png	default	Character	Officer/Pilot - Zentraedi	F-L	Azonia's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS040FemaleZentraediPilot.png	Female Zentraedi Pilot	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-FemaleZentraediPilot.png	default	Character	Pilot - Zentraedi	F-L	Azonia's Forces	0	Y			Macross Saga	robotech	playerNDeck
robotech_MS041FemaleZentraediWarrior.png	Female Zentraedi Warrior	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-FemaleZentraediWarrior.png	default	Character	Pilot - Zentraedi	F-L	Azonia's Forces	0	Y			Macross Saga	robotech	playerNDeck
robotech_MS042Miriya.png	Miriya	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Miriya.png	default	Character	Pilot - Zentraedi	F-L	Azonia's Forces	3				Macross Saga	robotech	playerNDeck
robotech_MS043Quadrano.png	Quadrano	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Quadrano.png	default	Mecha	Armor - Zentraedi	LS	Azonia's Forces	3				Macross Saga	robotech	playerNDeck
robotech_MS044QuadranoAce.png	Quadrano - Ace	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoAce.png	default	Mecha	Armor - Zentraedi	LS	Azonia's Forces	3				Macross Saga	robotech	playerNDeck
robotech_MS045QuadranoBasher.png	Quadrano - Basher	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoBasher.png	default	Mecha	Armor - Zentraedi	LS	Azonia's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS046QuadranoBlitz.png	Quadrano - Blitz	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoBlitz.png	default	Mecha	Armor - Zentraedi	LS	Azonia's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS047QuadranoBurn.png	Quadrano - Burn	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoBurn.png	default	Mecha	Armor - Zentraedi	LS		2				Macross Saga	robotech	playerNDeck
robotech_MS048QuadranoCounterStrike.png	Quadrano - Counter Strike	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoCounterStrike.png	default	Mecha	Armor - Zentraedi	LS	Azonia's Forces	2				Macross Saga	robotech	playerNDeck
robotech_MS049QuadranoFirstStrike.png	Quadrano - First Strike	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoFirstStrike.png	default	Mecha	Armor - Zentraedi	LS	Azonia's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS050QuadranoKamikaze.png	Quadrano - Kamikaze	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoKamikaze.png	default	Mecha	Armor - Zentraedi	LS		2				Macross Saga	robotech	playerNDeck
robotech_MS051QuadranoMiriya.png	Quadrano - Miriya	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoMiriya.png	default	Mecha	Armor - Zentraedi	LS	Azonia's Forces	4		Y		Macross Saga	robotech	playerNDeck
robotech_MS052QuadranoOverkill.png	Quadrano - Overkill	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoOverkill.png	default	Mecha	Armor - Zentraedi	LS	Azonia's Forces	3				Macross Saga	robotech	playerNDeck
robotech_MS053QuadranoRecall.png	Quadrano - Recall	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoRecall.png	default	Mecha	Armor - Zentraedi	LS	Azonia's Forces	3				Macross Saga	robotech	playerNDeck
robotech_MS054QuadranoSmasher.png	Quadrano - Smasher	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoSmasher.png	default	Mecha	Armor - Zentraedi	LS	Azonia's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS055QuadranoThrasher.png	Quadrano - Thrasher	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoThrasher.png	default	Mecha	Armor - Zentraedi	LS	Azonia's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS056QuadranoVX.png	Quadrano - VX	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-QuadranoVX.png	default	Mecha	Armor - Zentraedi	LS	Azonia's Forces	2				Macross Saga	robotech	playerNDeck
robotech_MS057CommandShipAzonia.png	Command Ship - Azonia	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-CommandShipAzonia.png	default	Mecha	Vessel - Zentraedi	LS	Azonia's Forces	5		Y		Macross Saga	robotech	playerNDeck
robotech_MS058DestroyerResupply.png	Destroyer - Resupply	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DestroyerResupply.png	default	Mecha	Vessel - Zentraedi	LS	Azonia's Forces	2				Macross Saga	robotech	playerNDeck
robotech_MS059DestroyerSupport.png	Destroyer - Support	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DestroyerSupport.png	default	Mecha	Vessel - Zentraedi	LS	Azonia's Forces	3				Macross Saga	robotech	playerNDeck
robotech_MS060DisableMecha.png	Disable Mecha	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DisableMecha.png	default	Action				3				Macross Saga	robotech	playerNDeck
robotech_MS061EvasiveManeuver.png	Evasive Maneuver	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-EvasiveManeuver.png	default	Action				3				Macross Saga	robotech	playerNDeck
robotech_MS062FokkersFeint.png	Fokker's Feint	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-FokkersFeint.png	default	Action				3				Macross Saga	robotech	playerNDeck
robotech_MS063InDisguise.png	In Disguise	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-InDisguise.png	default	Action				1				Macross Saga	robotech	playerNDeck
robotech_MS064Mutiny.png	Mutiny	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Mutiny.png	default	Action				3				Macross Saga	robotech	playerNDeck
robotech_MS065Repair.png	Repair	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Repair.png	default	Action				2				Macross Saga	robotech	playerNDeck
robotech_MS066ReturntoCarrierBay.png	Return to Carrier Bay	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-ReturnToCarrierBay.png	default	Action				2				Macross Saga	robotech	playerNDeck
robotech_MS067WeddingBells.png	Wedding Bells	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-WeddingBells.png	default	Action				4				Macross Saga	robotech	playerNDeck
robotech_MS068Bobby.png	Bobby	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Bobby.png	default	Character	Pilot - Earth	M	Blue Squadron	1		Y		Macross Saga	robotech	playerNDeck
robotech_MS069DanaSterling.png	Dana Sterling	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DanaSterling.png	default	Character	Civilian - Earth/Zentraedi			0				Macross Saga	robotech	playerNDeck
robotech_MS070MaxSterlingCommander.png	Max Sterling - Commander	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-MaxSterlingCommander.png	default	Character	Pilot - Earth	M		2				Macross Saga	robotech	playerNDeck
robotech_MS071MiriyaMrsSterling.png	Miriya - Mrs. Sterling	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-MiriyaMrsSterling.png	default	Character	Pilot - Earth/Zentraedi	F		2				Macross Saga	robotech	playerNDeck
robotech_MS072PilotBlueSquadron.png	Pilot - Blue Squadron	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-PilotBlueSquadron.png	default	Character	Pilot - Earth	M	Blue Squadron	0	Y			Macross Saga	robotech	playerNDeck
robotech_MS073ArmoredBattloidUpgrade.png	Armored Battloid - Upgrade	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-ArmoredBattloidUpgrade.png	default	Mecha	Veritech - Earth	LS	Blue Squadron	4				Macross Saga	robotech	playerNDeck
robotech_MS074VF1A.png	VF-1A	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1A.png	default	Mecha	Veritech - Earth	LS	Blue Squadron	2	Y		Y	Macross Saga	robotech	playerNDeck
robotech_MS075VF1ACollateralDamage.png	VF-1A Collateral Damage	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1ACollateralDamage.png	default	Mecha	Veritech - Earth	LS	Blue Squadron	2			Y	Macross Saga	robotech	playerNDeck
robotech_MS076VF1AImmobilize.png	VF-1A Immobilize	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1AImmobilize.png	default	Mecha	Veritech - Earth	LS	Blue Squadron	2			Y	Macross Saga	robotech	playerNDeck
robotech_MS077VF1ARefuel.png	VF-1A Refuel	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1ARefuel.png	default	Mecha	Veritech - Earth	LS	Blue Squadron	2			Y	Macross Saga	robotech	playerNDeck
robotech_MS078VF1AUnlockable.png	VF-1A Unblockable	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1AUnblockable.png	default	Mecha	Veritech - Earth	LS	Blue Squadron	2			Y	Macross Saga	robotech	playerNDeck
robotech_MS079VF1D.png	VF-1D	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1D.png	default	Mecha	Veritech - Earth	LS	Blue Squadron	1	Y		Y	Macross Saga	robotech	playerNDeck
robotech_MS080VF1J.png	VF-1J	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1J.png	default	Mecha	Veritech - Earth	LS	Blue Squadron	3			Y	Macross Saga	robotech	playerNDeck
robotech_MS081VF1JBattloidIntercept.png	VF-1J Battloid Intercept	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1JBattloidIntercept.png	default	Mecha	Veritech - Earth	LS	Blue Squadron	3			Y	Macross Saga	robotech	playerNDeck
robotech_MS082VF1JBlitzkrieg.png	VF-1J Blitzkrieg	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1JBlitzkrieg.png	default	Mecha	Veritech - Earth	LS	Blue Squadron	3			Y	Macross Saga	robotech	playerNDeck
robotech_MS083VF1JMaxSterlingBooster.png	VF-1J Max Sterling Booster	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1JMaxSterlingBooster.png	default	Mecha	Veritech - Earth	LS	Blue Squadron	5		Y	Y	Macross Saga	robotech	playerNDeck
robotech_MS084VF1JMiriyaBooster.png	VF-1J Miriya Booster	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1JMiriyaBooster.png	default	Mecha	Veritech - Earth	LS	Blue Squadron	5		Y	Y	Macross Saga	robotech	playerNDeck
robotech_MS085EscapeCapsule.png	Escape Capsule	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-EscapeCapsule.png	default	Action				3				Macross Saga	robotech	playerNDeck
robotech_MS086Infiltrate.png	Infiltrate	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Infiltrate.png	default	Action				3				Macross Saga	robotech	playerNDeck
robotech_MS087ManualOverideBeam.png	Manual Overide Beam	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-ManualOverideBeam.png	default	Action				3				Macross Saga	robotech	playerNDeck
robotech_MS088MassiveBombardment.png	Massive Bombardment	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-MassiveBombardment.png	default	Action				3				Macross Saga	robotech	playerNDeck
robotech_MS089Breetai.png	Breetai	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Breetai.png	default	Character	Officer - Zentraedi	M-L	Breetai's Forces	3				Macross Saga	robotech	playerNDeck
robotech_MS090Bron.png	Bron	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Bron.png	default	Character	Pilot - Zentraedi	M-L	Breetai's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS091Exedore.png	Exedore	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Exedore.png	default	Character	Officer - Zentraedi	M-L	Breetai's Forces	2				Macross Saga	robotech	playerNDeck
robotech_MS092Khonda.png	Khonda	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Khonda.png	default	Character	Pilot - Zentraedi	M-L	Breetai's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS093Rico.png	Rico	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Rico.png	default	Character	Pilot - Zentraedi	M-L	Breetai's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS094ZentraediGuard.png	Zentraedi Guard	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-ZentraediGuard.png	default	Character	Pilot - Zentraedi	M-L	Breetai's Forces	0	Y			Macross Saga	robotech	playerNDeck
robotech_MS095Battlepod5DP.png	Battlepod	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Battlepod.png	default	Mecha	Battlepod - Zentraedi	LS	Breetai's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS096Battlepod7DP.png	Battlepod - 7DP	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Battlepod7DP.png	default	Mecha	Battlepod - Zentraedi	LS	Breetai's Forces	2				Macross Saga	robotech	playerNDeck
robotech_MS097Battlepod9DP.png	Battlepod - 9DP	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Battlepod9DP.png	default	Mecha	Battlepod - Zentraedi	LS	Breetai's Forces	3				Macross Saga	robotech	playerNDeck
robotech_MS098BattlepodBlockable.png	Battlepod - Blockable	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-BattlepodBlockable.png	default	Mecha	Battlepod - Zentraedi	LS	Breetai's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS099BattlepodDestructible.png	Battlepod - Destructible	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-BattlepodDestructible.png	default	Mecha	Battlepod - Zentraedi	LS	Breetai's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS100FighterPodBlockable.png	Fighter Pod - Blockable	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-FighterPodBlockable.png	default	Mecha	Battlepod - Zentraedi	LS	Breetai's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS101FighterPodDestruction.png	Fighter Pod - Destruction	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-FighterPodDestruction.png	default	Mecha	Battlepod - Zentraedi	LS	Breetai's Forces	1				Macross Saga	robotech	playerNDeck
robotech_MS102HeavyArtilleryDestructive.png	Heavy Artillery - Destructive	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-HeavyArtilleryDestructive.png	default	Mecha	Battlepod - Zentraedi	LS	Breetai's Forces	2				Macross Saga	robotech	playerNDeck
robotech_MS103LightArtilleryCounterStrike.png	Light Artillery - Counter Strike	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-LightArtilleryCounterStrike.png	default	Mecha	Battlepod - Zentraedi	LS	Breetai's Forces	2				Macross Saga	robotech	playerNDeck
robotech_MS104OfficersBattlepodDestruction.png	Officer's Battlepod - Destruction	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-OfficersBattlepodDestruction.png	default	Mecha	Battlepod - Zentraedi	LS	Breetai's Forces	3				Macross Saga	robotech	playerNDeck
robotech_MS105OfficersBattlepodDestroyer.png	Officer's Battlepod - Destroyer	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-OfficersBattlepodDestroyer.png	default	Mecha	Battlepod - Zentraedi	LS	Breetai's Forces	4				Macross Saga	robotech	playerNDeck
robotech_MS106PoweredArmorMaleCannon.png	Powered Armor - Male (Cannon)	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-PoweredArmorMaleCannon.png	default	Mecha	Armor - Zentraedi	LS		3				Macross Saga	robotech	playerNDeck
robotech_MS107PoweredArmorMaleDefender.png	Powered Armor - Male (Defender)	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-PoweredArmorMaleDefender.png	default	Mecha	Armor - Zentraedi	LS		3				Macross Saga	robotech	playerNDeck
robotech_MS108Carrier.png	Carrier	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Carrier.png	default	Mecha	Vessel - Zentraedi	S		4				Macross Saga	robotech	playerNDeck
robotech_MS109Destroyer.png	Destroyer	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Destroyer.png	default	Mecha	Vessel - Zentraedi	S		3				Macross Saga	robotech	playerNDeck
robotech_MS110FlagshipBreetai.png	Flagship - Breetai	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-FlagshipBreetai.png	default	Mecha	Vessel - Zentraedi	S		5				Macross Saga	robotech	playerNDeck
robotech_MS111ReconPod.png	Recon Pod	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-ReconPod.png	default	Mecha	Vessel - Zentraedi	LS		2				Macross Saga	robotech	playerNDeck
robotech_MS112ReEntryPod.png	Re-Entry Pod	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-ReEntryPod.png	default	Mecha	Vessel - Zentraedi	LS		3				Macross Saga	robotech	playerNDeck
robotech_MS113Scoutship.png	Scoutship	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Scoutship.png	default	Mecha	Vessel - Zentraedi	S		2				Macross Saga	robotech	playerNDeck
robotech_MS114DaedelusAttack.png	Daedelus Attack	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DaedelusAttack.png	default	Action				4				Macross Saga	robotech	playerNDeck
robotech_MS115Homecoming.png	Homecoming	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Homecoming.png	default	Action				3				Macross Saga	robotech	playerNDeck
robotech_MS116IWantYou.png	I Want You	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-IWantYou.png	default	Action				1				Macross Saga	robotech	playerNDeck
robotech_MS117MinmeiSings.png	Minmei Sings	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-MinmeiSings.png	default	Action				4				Macross Saga	robotech	playerNDeck
robotech_MS118OmniDirectionalBarrierOverload.png	Omni Directional Barrier Overload	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-OmniDirectionalBarrierOverload.png	default	Action				8				Macross Saga	robotech	playerNDeck
robotech_MS119OmniDirectionalBarrierSystem.png	Omni Directional Barrier System	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-OmniDirectionalBarrierSystem.png	default	Action				5				Macross Saga	robotech	playerNDeck
robotech_MS120RickHunterSpaceWalk.png	Rick Hunter Space Walk	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-RickHunterSpaceWalk.png	default	Action				2				Macross Saga	robotech	playerNDeck
robotech_MS121SDF1SpaceFold.png	SDF-1 Space Fold	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-SDF1SpaceFold.png	default	Action				3				Macross Saga	robotech	playerNDeck
robotech_MS122AdmiralHAyes.png	Admiral Hayes	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-AdmiralHayes.png	default	Character	Officer - Earth			2				Macross Saga	robotech	playerNDeck
robotech_MS123ClaudiaGrant.png	Claudia Grant	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-ClaudiaGrant.png	default	Character	Officer - Earth			0				Macross Saga	robotech	playerNDeck
