databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	title	tags	emblem	color	strength	defense	blast	destiny	requiredPower	requiredColor	requiredEmblem	text	help	number
PowerUp_1c41datascan.jpg	Data Scan	mmtcg/power-up/Mmtcg-PowerUp-DataScan.jpg	default	Resource	Power Up	PowerUp	playerNDeck			Roll	Blue				1			1x Roll	SPEND: Place all of your resources in play (including this one) in your power gauge.		1C41
PowerUp_1c42dan.jpg	Delicious and Nutritious	mmtcg/power-up/Mmtcg-PowerUp-DeliciousAndNutritious.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Green				1				SPEND: Recharge and energy.	(Recharge an energy by placing a random card from your discard pile beneath your deck.)	1C42
PowerUp_1c43determined.jpg	Determined	mmtcg/power-up/Mmtcg-PowerUp-Determined.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Red				1				SPEND: Lose an energy to make your opponent lose an energy.		1C43
PowerUp_1c44dip.jpg	Difference in Power	mmtcg/power-up/Mmtcg-PowerUp-DifferenceInPower.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Blue				1	2			SPEND: Make a NetNavi blast +1 until end of next turn.		1C44
PowerUp_1c45doublezap.jpg	Double Zap	mmtcg/power-up/Mmtcg-PowerUp-DoubleZap.jpg	default	Resource	Power Up	PowerUp	playerNDeck			ElecMan	Yellow				3			1x ElecMan	SPEND: Blast. This does not count against your blast limit.		1C45
PowerUp_1c46EMF.jpg	Eat More Fish	mmtcg/power-up/Mmtcg-PowerUp-EatMoreFish.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Green				3	2			SPEND: Burn a power to draw 2 cards.		1C46
PowerUp_1c47fierynetnavi.jpg	Fiery NetNavi	mmtcg/power-up/Mmtcg-PowerUp-FieryNetNavi.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Red				2	3			SPEND: Add your NetNavi's defense to its strength.		1C47
PowerUp_1c48focus.jpg	Focus	mmtcg/power-up/Mmtcg-PowerUp-Focus.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Yellow				2				SPEND: Lose 2 energy to power up.		1C48
PowerUp_1c49greatsurprise.jpg	Great Surprise	mmtcg/power-up/Mmtcg-PowerUp-GreatSurprise.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Blue				2				SPEND: Discard a card to make your opponent discard a card.		1C49
PowerUp_1c5roll.jpg	Roll	mmtcg/power-up/Mmtcg-PowerUp-Roll.jpg	default	NetNavi	Power Up	PowerUp	playerNNetNavi	Hip and Cool		Roll		1	2	2					Whenever you play a BattleChip, your Roll is defense +2.		1C5
PowerUp_1c50gutshammer.jpg	GutsHammer	mmtcg/power-up/Mmtcg-PowerUp-GutsHammer.jpg	default	Resource	Power Up	PowerUp	playerNDeck			GutsMan	Red				2	3		1x GutsMan	SPEND: Add your GutsMan blast to your blast destiny.		1C50
PowerUp_1c51handywork.jpg	Handy Work	mmtcg/power-up/Mmtcg-PowerUp-HandyWork.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Blue				3	3			SPEND: Play a resource.		1C51
PowerUp_1c52IaE.jpg	It's an Emergency	mmtcg/power-up/Mmtcg-PowerUp-ItsAnEmergency.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Yellow				3	2			SPEND: Burn 1 power to place a card from your discard pile in your power gauge.		1C52
PowerUp_1c53inoy.jpg	It's Not Over Yet	mmtcg/power-up/Mmtcg-PowerUp-ItsNotOverYet.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Green				1				SPEND: Draw a card.		1C53
PowerUp_1c54letemhaveit.JPG	Let 'em Have It	mmtcg/power-up/Mmtcg-PowerUp-LetEmHaveIt.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Yellow				2				SPEND: Burn a power to burn an opponent's power.		1C54
PowerUp_1c55LookingHot.jpg	Looking Hot	mmtcg/power-up/Mmtcg-PowerUp-LookingHot.jpg	default	Resource	Power Up	PowerUp	playerNDeck			TorchMan	Blue				2	3		1x TorchMan	SPEND: Opponent can't play events and BattleChips.		1C55
PowerUp_1c56mindtricks.jpg	Mind Tricks	mmtcg/power-up/Mmtcg-PowerUp-MindTricks.jpg	default	Resource	Power Up	PowerUp	playerNDeck			MagicMan	Green				3	4		1x MagicMan	SPEND: Burn a power to take any card from your deck into hand. Shuffle your deck, then place this card beneath your deck.		1C56
PowerUp_1c57NOCE.jpg	No One Can Escape	mmtcg/power-up/Mmtcg-PowerUp-NoOneCanEscape.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Blue				3	2			SPEND: Discard a card to cancel a green blast destiny.		1C57
PowerUp_1c58oaay.jpg	Odds Are Against You	mmtcg/power-up/Mmtcg-PowerUp-OddsAreAgainstYou.jpg	default	Resource	Power Up	PowerUp	playerNDeck			MagicMan	Blue				2			1x MagicMan	SPEND: Burn a power to make a NetNavi blast +2 until end of next turn. Place this card beneath your deck.		1C58
PowerUp_1c59PoPa.jpg	Power Pastries	mmtcg/power-up/Mmtcg-PowerUp-PowerPastries.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Red				1				SPEND: Add 1 to your blast destiny.		1C59
PowerUp_1c6wackoman.jpg	WackoMan	mmtcg/power-up/Mmtcg-PowerUp-WackoMan.jpg	default	NetNavi	Power Up	PowerUp	playerNNetNavi	Whimsical		WackoMan		1	3	3					Whenever you play a BattleChip, you may recharge an energy.		1C6
PowerUp_1c60rfa.jpg	Ready For Action	mmtcg/power-up/Mmtcg-PowerUp-ReadyForAction.jpg	default	Resource	Power Up	PowerUp	playerNDeck			NumberMan	Red				2			1x NumberMan	SPEND: Lose 2 energy to add 3 to your blast destiny.		1C60
PowerUp_1c61readyforbattle.jpg	Ready For Battle	mmtcg/power-up/Mmtcg-PowerUp-ReadyForBattle.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Yellow				3	2			SPEND: Discard a yellow card to power up twice.		1C61
PowerUp_1c62rata.JPG	Recharge and Try Again	mmtcg/power-up/Mmtcg-PowerUp-RechargeAndTryAgain.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Green				4				SPEND: Burn 2 power to recharge 3 energy.	(Recharge an energy by placing a random card from your discard pile beneath your deck.)	1C62
PowerUp_1c63rival.JPG	Rival	mmtcg/power-up/Mmtcg-PowerUp-Rival.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Red				1	2			SPEND: Make your NetNavi defense +1.		1C63
PowerUp_1c64RoutineDefense.jpg	Routine Defense	mmtcg/power-up/Mmtcg-PowerUp-RoutineDefense.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Blue				3	2			SPEND: Discard a card to cancel a yellow blast destiny.		1C64
PowerUp_1c65sendintheclowns.jpg	Send in the Clowns	mmtcg/power-up/Mmtcg-PowerUp-SendInTheClowns.jpg	default	Resource	Power Up	PowerUp	playerNDeck			WackoMan	Blue				1			1x WackoMan	SPEND: Your opponent discards down to 3 cards.		1C65
PowerUp_1c66SNM.jpg	Show No Mercy	mmtcg/power-up/Mmtcg-PowerUp-ShowNoMercy.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Blue				3	2			SPEND: Discard a card to cancel a red blast destiny.		1C66
PowerUp_1c67smackdown.jpg	SmackDown	mmtcg/power-up/Mmtcg-PowerUp-SmackDown.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Yellow				5	3			SPEND: Discard 2 cards to destroy 2 of your opponent's resources.		1C67
PowerUp_1c68sup.jpg	Strength Under Pressure	mmtcg/power-up/Mmtcg-PowerUp-StrengthUnderPressure.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Red				3	3			SPEND: Discard a card to make your NetNavi defense +3.		1C68
PowerUp_1c69takecontrol.jpg	Take Control	mmtcg/power-up/Mmtcg-PowerUp-TakeControl.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Green				1				SPEND: Draw a card to make your opponent draw a card.		1C69
PowerUp_1c7airshot.jpg	AirShot	mmtcg/power-up/Mmtcg-PowerUp-AirShot.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck								3	2			Burn 1 power to make your NetNavi defense +3.		1C7
PowerUp_1c70tfo.jpg	Two for One	mmtcg/power-up/Mmtcg-PowerUp-TwoForOne.jpg	default	Resource	Power Up	PowerUp	playerNDeck			MegaMan	Green				4	2		1x MegaMan	SPEND: Take the next 3 cards you draw randomly from your discard pile instead of your deck.		1C70
PowerUp_1c71uselessone.jpg	Useless One	mmtcg/power-up/Mmtcg-PowerUp-UselessOne.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Blue				3	2			SPEND: Discard a card to cancel a blue blast destiny.		1C71
PowerUp_1c72winninghand.jpg	Winning Hand	mmtcg/power-up/Mmtcg-PowerUp-WinningHand.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Yellow				2	2			SPEND: If you played a BattleChip this turn, power up.		1C72
PowerUp_1c73WOpp.jpg	Worthy Opponent	mmtcg/power-up/Mmtcg-PowerUp-WorthyOpponent.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Red				1	2			SPEND: Add 2 to your blast destiny.		1C73
PowerUp_1c8Areasteal.jpg	AreaSteal	mmtcg/power-up/Mmtcg-PowerUp-AreaSteal.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck								4				Burn 1 power to make your NetNavi strength +2. You may play an additional BattleChip.		1C8
PowerUp_1c9boomer2.jpg	Boomer2	mmtcg/power-up/Mmtcg-PowerUp-Boomer2.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck								4		1x Yellow		Burn 1 power to make your NetNavi strength +4.		1C9
Promo_1p1megaman3.jpg	MegaMan	mmtcg/promo/Mmtcg-Promo-MegaMan.jpg	default	NetNavi	Promo	Promo	playerNNetNavi	CyberHero		MegaMan		2	1	2					Whenever you discard down, you may place discarded cards beneath your deck instead of your discard pile.		1P1
Promo_1p2energybomb.jpg	EnergyBomb	mmtcg/promo/Mmtcg-Promo-EnergyBomb.jpg	default	BattleChip	Promo	Promo	playerNDeck								5		3x Yellow		When you lose energy during battle, place the lost cards first in your power gauge (until it is full).		1P2
Promo_1p3guardian.jpg	Guardian	mmtcg/promo/Mmtcg-Promo-Guardian.jpg	default	BattleChip	Promo	Promo	playerNDeck								5		2x Green		Discard 2 cards. When you lose energy during battle, take the lost cards into hand.		1P3
Promo_1p4BB.JPG	Blue Battler	mmtcg/promo/Mmtcg-Promo-BlueBattler.jpg	default	Resource	Promo	Promo	playerNDeck				Green				1	3			SPEND: Burn 3 power to take 2 cards from your discard pile into hand.		1P4
Promo_1p5.jpg	Dish a Little Dirt	mmtcg/promo/Mmtcg-Promo-DishALittleDirt.jpg	default	Resource	Promo	Promo	playerNDeck				Blue				4	3			SPEND: Discard a card and note its destiny. Cancel a blast destiny of that value.		1P5
Promo_1p6msmari.JPG	Friendly Ms. Mari	mmtcg/promo/Mmtcg-Promo-FriendlyMsMari.jpg	default	Resource	Promo	Promo	playerNDeck				Yellow				3	3			SPEND: Burn 2 power to place 2 cards from your discard pile in your power gauge.		1P6
Promo_1p7RockSolid.jpg	Rock Solid	mmtcg/promo/Mmtcg-Promo-RockSolid.jpg	default	Resource	Promo	Promo	playerNDeck				Red				2	2			SPEND: Lose 2 energy and note which has the smaller destiny. Your opponent loses that much energy.		1P7
PowerUp_1r100upload.jpg	Upload	mmtcg/power-up/Mmtcg-PowerUp-Upload.jpg	default	Resource	Power Up	PowerUp	playerNDeck				Green				4	2			SPEND: Burn 2 power to take a card from your discard pile into hand.		1R100
PowerUp_1r74barrier.JPG	Barrier	mmtcg/power-up/Mmtcg-PowerUp-Barrier.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck								3	3	1x Red		Add your NetNavi's strength to defense.		1R74
PowerUp_1r75BH1.JPG	BigHammer1	mmtcg/power-up/Mmtcg-PowerUp-BigHammer1.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck			GutsMan					3		2x Yellow	1x GutsMan	Make your GutsMan strength +5.		1R75
PowerUp_1r76bubbler.jpg	Bubbler	mmtcg/power-up/Mmtcg-PowerUp-Bubbler.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck			Roll					4		2x Blue	1x Roll	Make your Roll defense +4.		1R76
PowerUp_1r77Discord.jpg	Discord	mmtcg/power-up/Mmtcg-PowerUp-Discord.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck			WackoMan					3		2x Green	1x WackoMan	Discard 2 green cards to make your WackoMan strength +2 for each card in your opponent's hand.		1R77
PowerUp_1r78HeatShot.jpg	HeatShot	mmtcg/power-up/Mmtcg-PowerUp-HeatShot.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck			TorchMan					1		2x Red	1x TorchMan	Burn 2 power to make your TorchMan strength +3 for each TorchMan card you have in play.		1R78
PowerUp_1r79Invisible.JPG	Invisible	mmtcg/power-up/Mmtcg-PowerUp-Invisible.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck			MagicMan					4		2x Blue	1x MagicMan	Make your MagicMan strength +4. Place this card beneath your deck.		1R79
PowerUp_1r80lightning1.JPG	Lightning1	mmtcg/power-up/Mmtcg-PowerUp-Lightning1.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck								4		2x Yellow		When your opponent loses energy during battle, lost cards come first from his or her power gauge.		1R80
PowerUp_1r81longsword.jpg	LongSword	mmtcg/power-up/Mmtcg-PowerUp-LongSword.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck								3	3	1x Green		Your NetNavi is strength +1 for each card in our hand.		1R81
PowerUp_1r82Miniboomer.jpg	MiniBoomer	mmtcg/power-up/Mmtcg-PowerUp-MiniBoomer.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck			NumberMan					3		2x Red	1x NumberMan	Lose 2 energy and note their destinies. Add them to your NumberMan's strength.		1R82
PowerUp_1r83spreader.jpg	Spreader	mmtcg/power-up/Mmtcg-PowerUp-Spreader.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck			MegaMan					5		2x Green	1x MegaMan	Discard a card. Whenever your opponent loses an energy, you may draw a card.		1R83
PowerUp_1r84thunder1.jpg	Thunder1	mmtcg/power-up/Mmtcg-PowerUp-Thunder1.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck			ElecMan					5		2x Yellow	1x ElecMan	Discard 2 yellow cards to make your ElecMan strength +2 for each card in your power gauge.		1R84
PowerUp_1r85widesword.jpg	WideSword	mmtcg/power-up/Mmtcg-PowerUp-WideSword.jpg	default	BattleChip	Power Up	PowerUp	playerNDeck								5		1x Blue		Discard a card to reduce a NetNavi's strength to 0.		1R85
PowerUp_1r86DS.jpg	Disaster Strikes	mmtcg/power-up/Mmtcg-PowerUp-DisasterStrikes.jpg	default	Event	Power Up	PowerUp	playerNDeck				Red				3	2	3x Red		If your blast destiny is greater than 7, burn 2 power to make your opponent lose 10 energy.		1R86
PowerUp_1r87drowning.jpg	Drowning	mmtcg/power-up/Mmtcg-PowerUp-Drowning.jpg	default	Event	Power Up	PowerUp	playerNDeck				Green				3	2	1x Green		All players count their cards in hand, shuffle those hands into their decks, and draw that number of cards.		1R87
PowerUp_1r88foyo.jpg	Flush Out Your Opponent	mmtcg/power-up/Mmtcg-PowerUp-FlushOutYourOpponent.jpg	default	Event	Power Up	PowerUp	playerNDeck				Blue				3	2	1x Blue		Return up to 2 resources to their owner's hands		1R88
PowerUp_1r89IP.jpg	Intense Power	mmtcg/power-up/Mmtcg-PowerUp-IntensePower.jpg	default	Event	Power Up	PowerUp	playerNDeck				Yellow				5	3	2x Yellow		Reveal the cards in your power gauge. If their total destiny is 12 or greater, search your opponent's deck and place 4 cards from it in his or her discard pile. Then the opponent shuffles that deck.		1R89
PowerUp_1r90calculated.jpg	Calculated	mmtcg/power-up/Mmtcg-PowerUp-Calculated.jpg	default	Resource	Power Up	PowerUp	playerNDeck			NumberMan	Yellow				4			1x NumberMan	SPEND: Whenever you lose an energy, you may place that card in your power gauge. You may do this twice.		1R90
PowerUp_1r91energized.jpg	Energized	mmtcg/power-up/Mmtcg-PowerUp-Energized.jpg	default	Resource	Power Up	PowerUp	playerNDeck			ElecMan	Yellow				4	3		1x ElecMan	SPEND: Place this resource in your power gauge.		1R91
PowerUp_1r92FlameBrain.jpg	Flame Brain	mmtcg/power-up/Mmtcg-PowerUp-FlameBrain.jpg	default	Resource	Power Up	PowerUp	playerNDeck			TorchMan	Blue				1			1x TorchMan	SPEND: Opponent discards a card.		1R92
PowerUp_1r93gutsthump.jpg	GutsThump	mmtcg/power-up/Mmtcg-PowerUp-GutsThump.jpg	default	Resource	Power Up	PowerUp	playerNDeck			GutsMan	Red				5			1x GutsMan	SPEND: Spend a resource for no effect to make your opponent's NetNavi defense 0.		1R93
PowerUp_1r94HeDe.jpg	Heightened Defenses	mmtcg/power-up/Mmtcg-PowerUp-HeightenedDefenses.jpg	default	Resource	Power Up	PowerUp	playerNDeck			MegaMan	Red				4			1x MegaMan	SPEND: Discard 2 cards to make your MegaMan defense +4.		1R94
PowerUp_1r95Magicblock.jpg	Magic Block	mmtcg/power-up/Mmtcg-PowerUp-MagicBlock.jpg	default	Resource	Power Up	PowerUp	playerNDeck			MagicMan	Blue				4			1x MagicMan	SPEND: Discard 2 cards to cancel a blast destiny. Place this card beneath your deck.		1R95
PowerUp_1r96rollblast.jpg	RollBlast	mmtcg/power-up/Mmtcg-PowerUp-RollBlast.jpg	default	Resource	Power Up	PowerUp	playerNDeck			Roll	Yellow				2			1x Roll	SPEND: Burn 2 power and note which has the smaller destiny. Place that many cards from the bottom of your discard pile in your power gauge.		1R96
PowerUp_1r97steamroll.jpg	SteamRoll	mmtcg/power-up/Mmtcg-PowerUp-SteamRoll.jpg	default	Resource	Power Up	PowerUp	playerNDeck			WackoMan	Green				3			1x WackoMan	SPEND: Burn 4 power to recharge 2 energy for each card in your opponent's hand.	(Recharge an energy by placing a random card from your discard pile beneath your deck.)	1R97
PowerUp_1r98ST.jpg	Superior Technique	mmtcg/power-up/Mmtcg-PowerUp-SuperiorTechnique.jpg	default	Resource	Power Up	PowerUp	playerNDeck			MegaMan	Red				4			1x MegaMan	SPEND: Discard 2 cards to add 5 to your blast destiny.		1R98
PowerUp_1r99ToweringInferno.jpg	Towering Inferno	mmtcg/power-up/Mmtcg-PowerUp-ToweringInferno.jpg	default	Resource	Power Up	PowerUp	playerNDeck			TorchMan	Red				4			1x TorchMan	SPEND: Burn a power to make opponent lose 2 energy.		1R99
PowerUp_1sr105InSp.jpg	Incredible Speed	mmtcg/power-up/Mmtcg-PowerUp-IncredibleSpeed.jpg	default	Event	Power Up	PowerUp	playerNDeck				Red				5		4x Red		Add 8 to your blast destiny.		1SR105
PowerUp_1sr106MFWB.jpg	Method For Well-Being	mmtcg/power-up/Mmtcg-PowerUp-MethodForWellBeing.jpg	default	Event	Power Up	PowerUp	playerNDeck				Yellow				5		4x Yellow		Power up until your power gauge is full and burn all of your opponent's power.		1SR106
