databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId
Premiere_Booby_Trap.jpg	Booby Trap	rifts-ccg/premiere/RiftsCcg-Premiere-BoobyTrap.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Bountiful_Resources.jpg	Bountiful Resources	rifts-ccg/premiere/RiftsCcg-Premiere-BountifulResources.jpg	default	Asset	Premiere	Premiere	playerNDeck
Premiere_Brains_Over_Brawn.jpg	Brains Over Brawn	rifts-ccg/premiere/RiftsCcg-Premiere-BrainsOverBrawn.jpg	default	Asset	Premiere	Premiere	playerNDeck
Premiere_Brethan_D'zir.jpg	Brethan D'zir	rifts-ccg/premiere/RiftsCcg-Premiere-BrethanDzir.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Brodkil_Miscreants.jpg	Brodkil Miscreants	rifts-ccg/premiere/RiftsCcg-Premiere-BrodkilMiscreants.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Brok_Redman.jpg	Brok Redman	rifts-ccg/premiere/RiftsCcg-Premiere-BrokRedman.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Burleson_the_War_Mage.jpg	Burleson the War Mage	rifts-ccg/premiere/RiftsCcg-Premiere-BurlesonTheWarMage.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Bursters.jpg	Bursters	rifts-ccg/premiere/RiftsCcg-Premiere-Bursters.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Central_War_Chief.jpg	Central War Chief	rifts-ccg/premiere/RiftsCcg-Premiere-CentralWarChief.jpg	default	Asset	Premiere	Premiere	playerNDeck
Premiere_Charge_of_the_Cyber-Knights.jpg	Charge of the Cyber-Knights	rifts-ccg/premiere/RiftsCcg-Premiere-ChargeOfTheCyberKnights.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Chi-Town_&_Burbs.jpg	Chi-Town & Burbs	rifts-ccg/premiere/RiftsCcg-Premiere-ChiTownBurbs.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_City_of_Brass.jpg	City of Brass	rifts-ccg/premiere/RiftsCcg-Premiere-CityOfBrass.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_City_of_Free_Quebec.jpg	City of Free Quebec	rifts-ccg/premiere/RiftsCcg-Premiere-CityOfFreeQuebec.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_City_of_Lazlo.jpg	City of Lazlo	rifts-ccg/premiere/RiftsCcg-Premiere-CityOfLazlo.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_City_of_Tolkeen.jpg	City of Tolkeen	rifts-ccg/premiere/RiftsCcg-Premiere-CityOfTolkeen.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_City_Rats.jpg	City Rats	rifts-ccg/premiere/RiftsCcg-Premiere-CityRats.jpg	default	Asset	Premiere	Premiere	playerNDeck
Premiere_Coalition_Armored_Group.jpg	Coalition Armored Group	rifts-ccg/premiere/RiftsCcg-Premiere-CoalitionArmoredGroup.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Coalition_Juicers.jpg	Coalition Juicers	rifts-ccg/premiere/RiftsCcg-Premiere-CoalitionJuicers.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Coalition_State_of_Iron_Heart.jpg	Coalition State of Iron Heart	rifts-ccg/premiere/RiftsCcg-Premiere-CoalitionStateOfIronHeart.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Coalition_State_of_Lone_Star.jpg	Coalition State of Lone Star	rifts-ccg/premiere/RiftsCcg-Premiere-CoalitionStateOfLoneStar.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Coalition_States.jpg	Coalition States	rifts-ccg/premiere/RiftsCcg-Premiere-CoalitionStates.jpg	default	Nation Card	Premiere	Premiere	playerNNation
Premiere_Colonel_Marcus_Larsen.jpg	Colonel Marcus Larsen	rifts-ccg/premiere/RiftsCcg-Premiere-ColonelMarcusLarsen.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Colonel_Rolf_Ziechen,_Triax_Advisor.jpg	Colonel Rolf Ziechen, Triax Advisor	rifts-ccg/premiere/RiftsCcg-Premiere-ColonelRolfZiechenTriaxAdvisor.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Colossus_Automatons.jpg	Colossus Automatons	rifts-ccg/premiere/RiftsCcg-Premiere-ColossusAutomatons.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Commando_Strike.jpg	Commando Strike	rifts-ccg/premiere/RiftsCcg-Premiere-CommandoStrike.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Complacency.jpg	Complacency	rifts-ccg/premiere/RiftsCcg-Premiere-Complacency.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Coran_D'zir.jpg	Coran D'zir	rifts-ccg/premiere/RiftsCcg-Premiere-CoranDzir.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Corrigal_of_the_Nine.jpg	Corrigal of the Nine	rifts-ccg/premiere/RiftsCcg-Premiere-CorrigalOfTheNine.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Cracius_the_Cunning.jpg	Cracius the Cunning	rifts-ccg/premiere/RiftsCcg-Premiere-CraciusTheCunning.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Crescent_Wing_Boards.jpg	Crescent Wing Boards	rifts-ccg/premiere/RiftsCcg-Premiere-CrescentWingBoards.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Cross-Fire.jpg	Cross-Fire	rifts-ccg/premiere/RiftsCcg-Premiere-CrossFire.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Crush_Your_Enemies.jpg	Crush Your Enemies	rifts-ccg/premiere/RiftsCcg-Premiere-CrushYourEnemies.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_CTX-50_Line_Backer_Tanks.jpg	CTX-50 Line Backer Tanks	rifts-ccg/premiere/RiftsCcg-Premiere-CTX50LineBackerTanks.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Cyber-Doc.jpg	Cyber-Doc	rifts-ccg/premiere/RiftsCcg-Premiere-CyberDoc.jpg	default	Asset	Premiere	Premiere	playerNDeck
Premiere_Cyber-Snatchers.jpg	Cyber-Snatchers	rifts-ccg/premiere/RiftsCcg-Premiere-CyberSnatchers.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Cyberworks.jpg	Cyberworks	rifts-ccg/premiere/RiftsCcg-Premiere-Cyberworks.jpg	default	Nation Card	Premiere	Premiere	playerNNation
Premiere_Cyborg_Enforcers.jpg	Cyborg Enforcers	rifts-ccg/premiere/RiftsCcg-Premiere-CyborgEnforcers.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Daring_Rescue.jpg	Daring Rescue	rifts-ccg/premiere/RiftsCcg-Premiere-DaringRescue.jpg	default	Asset	Premiere	Premiere	playerNDeck
Premiere_Dead_Boy_Heavy_Infantry.jpg	Dead Boy Heavy Infantry	rifts-ccg/premiere/RiftsCcg-Premiere-DeadBoyHeavyInfantry.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Death's_Head_Squadron.jpg	Death's Head Squadron	rifts-ccg/premiere/RiftsCcg-Premiere-DeathsHeadSquadron.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Defensive_Perimeter.jpg	Defensive Perimeter	rifts-ccg/premiere/RiftsCcg-Premiere-DefensivePerimeter.jpg	default	Asset	Premiere	Premiere	playerNDeck
Premiere_Demonbusters,_Inc..jpg	Demonbusters, Inc.	rifts-ccg/premiere/RiftsCcg-Premiere-DemonbustersInc.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Dervish_Cyborg_Troopers.jpg	Dervish Cyborg Troopers	rifts-ccg/premiere/RiftsCcg-Premiere-DervishCyborgTroopers.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Devouring_Swarm.jpg	Devouring Swarm	rifts-ccg/premiere/RiftsCcg-Premiere-DevouringSwarm.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Discreet_Observation.jpg	Discreet Observation	rifts-ccg/premiere/RiftsCcg-Premiere-DiscreetObservation.jpg	default	Asset	Premiere	Premiere	playerNDeck
Premiere_Dispersal.jpg	Dispersal	rifts-ccg/premiere/RiftsCcg-Premiere-Dispersal.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Dog_Pack_Seek-and-Destroy_Squads.jpg	Dog Pack Seek-and-Destroy Squads	rifts-ccg/premiere/RiftsCcg-Premiere-DogPackSeekAndDestroySquads.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Dr._Desmond_Bradford.jpg	Dr. Desmond Bradford	rifts-ccg/premiere/RiftsCcg-Premiere-DrDesmondBradford.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Dragon_Juicers.jpg	Dragon Juicers	rifts-ccg/premiere/RiftsCcg-Premiere-DragonJuicers.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Duluth_Hive.jpg	Duluth Hive	rifts-ccg/premiere/RiftsCcg-Premiere-DuluthHive.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Duluth_Xiticix.jpg	Duluth Xiticix	rifts-ccg/premiere/RiftsCcg-Premiere-DuluthXiticix.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Dweomer.jpg	Dweomer	rifts-ccg/premiere/RiftsCcg-Premiere-Dweomer.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Earth_Elementals.jpg	Earth Elementals	rifts-ccg/premiere/RiftsCcg-Premiere-EarthElementals.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Earthwake_Iron_Juggernauts.jpg	Earthwake Iron Juggernauts	rifts-ccg/premiere/RiftsCcg-Premiere-EarthwakeIronJuggernauts.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Elemental_Warlocks.jpg	Elemental Warlocks	rifts-ccg/premiere/RiftsCcg-Premiere-ElementalWarlocks.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Emperor_Karl_Prosek.jpg	Emperor Karl Prosek	rifts-ccg/premiere/RiftsCcg-Premiere-EmperorKarlProsek.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Emperor_Sabre_Lasar.jpg	Emperor Sabre Lasar	rifts-ccg/premiere/RiftsCcg-Premiere-EmperorSabreLasar.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Endless_Horde_of_Minions.jpg	Endless Horde of Minions	rifts-ccg/premiere/RiftsCcg-Premiere-EndlessHordeOfMinions.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Engineers.jpg	Engineers	rifts-ccg/premiere/RiftsCcg-Premiere-Engineers.jpg	default	Asset	Premiere	Premiere	playerNDeck
Premiere_Erin_Tarn.jpg	Erin Tarn	rifts-ccg/premiere/RiftsCcg-Premiere-ErinTarn.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Experiments.jpg	Experiments	rifts-ccg/premiere/RiftsCcg-Premiere-Experiments.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Extermination.jpg	Extermination	rifts-ccg/premiere/RiftsCcg-Premiere-Extermination.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Fargo_Hive.jpg	Fargo Hive	rifts-ccg/premiere/RiftsCcg-Premiere-FargoHive.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Fargo_Xiticix.jpg	Fargo Xiticix	rifts-ccg/premiere/RiftsCcg-Premiere-FargoXiticix.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Feculence_Daemonix.jpg	Feculence Daemonix	rifts-ccg/premiere/RiftsCcg-Premiere-FeculenceDaemonix.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Federation_of_Magic.jpg	Federation of Magic	rifts-ccg/premiere/RiftsCcg-Premiere-FederationOfMagic.jpg	default	Nation Card	Premiere	Premiere	playerNNation
Premiere_Fire_Demon_Automatons.jpg	Fire Demon Automatons	rifts-ccg/premiere/RiftsCcg-Premiere-FireDemonAutomatons.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_First_Calgary_Volunteers.jpg	First Calgary Volunteers	rifts-ccg/premiere/RiftsCcg-Premiere-FirstCalgaryVolunteers.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Fleet_Admiral_Jacques_LeFevre.jpg	Fleet Admiral Jacques LeFevre	rifts-ccg/premiere/RiftsCcg-Premiere-FleetAdmiralJacquesLeFevre.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Flying_Titan_Power_Armor_Troops.jpg	Flying Titan Power Armor Troops	rifts-ccg/premiere/RiftsCcg-Premiere-FlyingTitanPowerArmorTroops.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Force_Field.jpg	Force Field	rifts-ccg/premiere/RiftsCcg-Premiere-ForceField.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Fort_Caldera.jpg	Fort Caldera	rifts-ccg/premiere/RiftsCcg-Premiere-FortCaldera.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Fortifications.jpg	Fortifications	rifts-ccg/premiere/RiftsCcg-Premiere-Fortifications.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Frank_Mire,_Coalition_Grunt.jpg	Frank Mire, Coalition Grunt	rifts-ccg/premiere/RiftsCcg-Premiere-FrankMireCoalitionGrunt.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Free_Quebec.jpg	Free Quebec	rifts-ccg/premiere/RiftsCcg-Premiere-FreeQuebec.jpg	default	Nation Card	Premiere	Premiere	playerNNation
Premiere_Freehold,_City_of_Dragons.jpg	Freehold, City of Dragons	rifts-ccg/premiere/RiftsCcg-Premiere-FreeholdCityOfDragons.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Full_Mobilization.jpg	Full Mobilization	rifts-ccg/premiere/RiftsCcg-Premiere-FullMobilization.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Fury_Iron_Juggernauts.jpg	Fury Iron Juggernauts	rifts-ccg/premiere/RiftsCcg-Premiere-FuryIronJuggernauts.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_GB_6-96_Glitter_Boy_Transport.jpg	GB 6-96 Glitter Boy Transport	rifts-ccg/premiere/RiftsCcg-Premiere-GB696GlitterBoyTransport.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_General_Genius_Godfrey.jpg	General "Genius" Godfrey	rifts-ccg/premiere/RiftsCcg-Premiere-GeneralGeniusGodfrey.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_General_Marshall_Cabot.jpg	General Marshall Cabot	rifts-ccg/premiere/RiftsCcg-Premiere-GeneralMarshallCabot.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_General_Ross_Underhill.jpg	General Ross Underhill	rifts-ccg/premiere/RiftsCcg-Premiere-GeneralRossUnderhill.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Geometric_Growth.jpg	Geometric Growth	rifts-ccg/premiere/RiftsCcg-Premiere-GeometricGrowth.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Glitter_Boy_Killers.jpg	Glitter Boy Killers	rifts-ccg/premiere/RiftsCcg-Premiere-GlitterBoyKillers.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Glitter_Boy_Sidekicks.jpg	Glitter Boy Sidekicks	rifts-ccg/premiere/RiftsCcg-Premiere-GlitterBoySidekicks.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Glitter_Boy_Squadron.jpg	Glitter Boy Squadron	rifts-ccg/premiere/RiftsCcg-Premiere-GlitterBoySquadron.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Glitter_Girls.jpg	Glitter Girls	rifts-ccg/premiere/RiftsCcg-Premiere-GlitterGirls.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Golden_Age_Weaponsmiths.jpg	Golden Age Weaponsmiths	rifts-ccg/premiere/RiftsCcg-Premiere-GoldenAgeWeaponsmiths.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Grahmzin_LaMoore.jpg	Grahmzin LaMoore	rifts-ccg/premiere/RiftsCcg-Premiere-GrahmzinLaMoore.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Gray_Fox.jpg	Gray Fox	rifts-ccg/premiere/RiftsCcg-Premiere-GrayFox.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Grind_Them_to_Dust.jpg	Grind Them to Dust	rifts-ccg/premiere/RiftsCcg-Premiere-GrindThemToDust.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Ground_Assault.jpg	Ground Assault	rifts-ccg/premiere/RiftsCcg-Premiere-GroundAssault.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Hagan_Lonovich.jpg	Hagan Lonovich	rifts-ccg/premiere/RiftsCcg-Premiere-HaganLonovich.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Hangdog_Daemonix.jpg	Hangdog Daemonix	rifts-ccg/premiere/RiftsCcg-Premiere-HangdogDaemonix.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Head_Shot.jpg	Head Shot	rifts-ccg/premiere/RiftsCcg-Premiere-HeadShot.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Heavy_Duty_Cyborgs.jpg	Heavy Duty Cyborgs	rifts-ccg/premiere/RiftsCcg-Premiere-HeavyDutyCyborgs.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Heavy_Fire.jpg	Heavy Fire	rifts-ccg/premiere/RiftsCcg-Premiere-HeavyFire.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Heroism.jpg	Heroism	rifts-ccg/premiere/RiftsCcg-Premiere-Heroism.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Hidden_Arts.jpg	Hidden Arts	rifts-ccg/premiere/RiftsCcg-Premiere-HiddenArts.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_High_Magi.jpg	High Magi	rifts-ccg/premiere/RiftsCcg-Premiere-HighMagi.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Hit_and_Run.jpg	Hit and Run	rifts-ccg/premiere/RiftsCcg-Premiere-HitAndRun.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Houstown.jpg	Houstown	rifts-ccg/premiere/RiftsCcg-Premiere-Houstown.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_IAR-4_Hellraisers.jpg	IAR-4 Hellraisers	rifts-ccg/premiere/RiftsCcg-Premiere-IAR4Hellraisers.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_IAR-5_Hellfires.jpg	IAR-5 Hellfires	rifts-ccg/premiere/RiftsCcg-Premiere-IAR5Hellfires.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Immolator_Daemonix.jpg	Immolator Daemonix	rifts-ccg/premiere/RiftsCcg-Premiere-ImmolatorDaemonix.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Imprimer_Cyborgs.jpg	Imprimer Cyborgs	rifts-ccg/premiere/RiftsCcg-Premiere-ImprimerCyborgs.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Invulnerability.jpg	Invulnerability	rifts-ccg/premiere/RiftsCcg-Premiere-Invulnerability.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Iron_Dragonfly_Heavy_Air_Juggernauts.jpg	Iron Dragonfly Heavy Air Juggernauts	rifts-ccg/premiere/RiftsCcg-Premiere-IronDragonflyHeavyAirJuggernauts.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Ironbane.jpg	Ironbane	rifts-ccg/premiere/RiftsCcg-Premiere-Ironbane.jpg	default	Asset	Premiere	Premiere	playerNDeck
Premiere_Joseph_Prosek_II.jpg	Joseph Prosek II	rifts-ccg/premiere/RiftsCcg-Premiere-JosephProsekII.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Juicer_Army_of_Liberation.jpg	Juicer Army of Liberation	rifts-ccg/premiere/RiftsCcg-Premiere-JuicerArmyOfLiberation.jpg	default	Asset	Premiere	Premiere	playerNDeck
Premiere_Juicer_Assassins.jpg	Juicer Assassins	rifts-ccg/premiere/RiftsCcg-Premiere-JuicerAssassins.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_K'zaa.jpg	K'zaa	rifts-ccg/premiere/RiftsCcg-Premiere-Kzaa.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Khosrou.jpg	Khosrou	rifts-ccg/premiere/RiftsCcg-Premiere-Khosrou.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Kill_Hounds.jpg	Kill Hounds	rifts-ccg/premiere/RiftsCcg-Premiere-KillHounds.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_King_Victor_Macklin.jpg	King Victor Macklin	rifts-ccg/premiere/RiftsCcg-Premiere-KingVictorMacklin.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
Premiere_Know_Thy_Enemy.jpg	Know Thy Enemy	rifts-ccg/premiere/RiftsCcg-Premiere-KnowThyEnemy.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Large-Scale_Tactics.jpg	Large-Scale Tactics	rifts-ccg/premiere/RiftsCcg-Premiere-LargeScaleTactics.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Last_Stand.jpg	Last Stand	rifts-ccg/premiere/RiftsCcg-Premiere-LastStand.jpg	default	Event	Premiere	Premiere	playerNDeck
Premiere_Lazlo.jpg	Lazlo	rifts-ccg/premiere/RiftsCcg-Premiere-Lazlo.jpg	default	Nation Card	Premiere	Premiere	playerNNation
Premiere_Le_Baron_Epouvantable.jpg	Le Baron Epouvantable	rifts-ccg/premiere/RiftsCcg-Premiere-LeBaronEpouvantable.jpg	default	Field Unit	Premiere	Premiere	playerNDeck
Premiere_Le_Surete_du_Quebec.jpg	Le Surete du Quebec	rifts-ccg/premiere/RiftsCcg-Premiere-LeSureteDuQuebec.jpg	default	Base Unit	Premiere	Premiere	playerNDeck
