databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	klass	vp	flying	size	vitality	vitRed	ocb	babes	gold	beer	channeling	channeler	ranged	command	powerStones	basicDraw	ldl	mdl	luc	effect	bonus	script
RE_DarknessElementalElementalElementRare2.png	Darkness Elemental	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-DarknessElemental.png	default	elemental	Revised Edition	RE	playerNDeck	Element			L	13		3							Y						Opponent must reveal his Combat Hand. You may choose to retreat before melee, but discard the Darkness Elemental to do so.		
RE_DeathElementalManifestationRare2.png	Death	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-Death.png	default	elemental	Revised Edition	RE	playerNDeck	Manifestation			M	7	13	0			B										Destroys any Mortal affected by fear.		
RE_DemonHordeofKabodElementalDemonUncommon1.png	Demon Horde of Kabod	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-DemonHordeOfKabod.png	default	elemental	Revised Edition	RE	playerNDeck	Demon			M	6		1	L												Can heal one Demon Horde of Kabod regardless of who controls the space.		
RE_DevilDogElementalDevilCommon1.png	Devil Dog	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-DevilDog.png	default	elemental	Revised Edition	RE	playerNDeck	Devil			M	6		0			B										Immune to fire. +3 Vitality when used as secondary attacker.		
RE_DevilHedgehogElementalDevilCommon1.png	Devil Hedgehog	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-DevilHedgehog.png	default	elemental	Revised Edition	RE	playerNDeck	Devil			S	4		2			B										Immune to fire.		
RE_DjinnElementalForceUncommon1.png	Djinn	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-Djinn.png	default	elemental	Revised Edition	RE	playerNDeck	Force		F	M	6		0		G											Ranged attack -- forces a push, no further modification allowed by either side.		
RE_DoomwingElementalDemonUncommon1.png	Doomwing	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-Doomwing.png	default	elemental	Revised Edition	RE	playerNDeck	Demon		F	L	14		0	L				6								6 pt. ranged attack.		
RE_DreadedDoomDogElementalDevilCommon1.png	Dreaded Doom Dog	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-DreadedDoomDog.png	default	elemental	Revised Edition	RE	playerNDeck	Devil			L	7		4			B										Immune to fire.		
RE_EarthElementalElementalElementCommon1.png	Earth Elemental	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-EarthElemental.png	default	elemental	Revised Edition	RE	playerNDeck	Element			L	18		9													+2 in Dry Heaps		
RE_EarthMotherElementalSpiritRare2.png	Earth Mother	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-EarthMother.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit			M	6		0				C									When on a space with no Terrain card, no Creature need be lost if you show your opponent Earth Mother during Terrain Settlement Phase.		
RE_EnergyLeachElementalForceRare2.png	Energy Leech	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-EnergyLeech.png	default	elemental	Revised Edition	RE	playerNDeck	Force			S	2	5	0							Y						Dispels opponents command card. If played in a match-up, no channeling allowed after the Leach is played by either player.		
RE_EnergyToadElementalForceUncommon1.png	Energy Toad	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-EnergyToad.png	default	elemental	Revised Edition	RE	playerNDeck	Force			S	5		0						2							No channeling vs. Energy Toad.+2 in the swamp. 2 pt. ranged attack.		
RE_EnergyWellElementalWellRare2.png	Energy Well	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-EnergyWell.png	default	elemental	Revised Edition	RE	playerNDeck	Well			M	4	7	1				C	3								Can only channel to Elementals.		
RE_FireElementalElementalElementRare2.png	Fire Elemental	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-FireElemental.png	default	elemental	Revised Edition	RE	playerNDeck	Element		F	M	14		0													4 pt. AOE fireball, has fire-based attack.+2 in the woods		
RE_FireWalkerElementalForceCommon1.png	Fire Walker	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-FireWalker.png	default	elemental	Revised Edition	RE	playerNDeck	Force			S	9		4													Immune to fire. Has a fire-based attack.		
RE_GorgalSkagElementalDemonCommon1.png	Gorgal Skag	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-GorgalSkag.png	default	elemental	Revised Edition	RE	playerNDeck	Demon		F	S	4		1													From the fetid cracks of the world's end come the minions of evil incarnate.		
RE_GreaterAirElementalElementalElementUncommon1.png	Greater Air Elemental	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-GreaterAirElemental.png	default	elemental	Revised Edition	RE	playerNDeck	Element		F	L	16		0													+6 Vitality vs. Creatures with the ability to fly.		
RE_GreaterEnergyElementalElementalElementRare1.png	Greater Energy Elemental	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-GreaterEnergyElemental.png	default	elemental	Revised Edition	RE	playerNDeck	Element		F	L	12		0				C	2								Unlimited channeling		
RE_IceElementalElementalElementCommon1.png	Ice Elemental	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-IceElemental.png	default	elemental	Revised Edition	RE	playerNDeck	Element			M	15		6													+4 in the mountains		
RE_IceSpiritElementalSpiritCommon1.png	Ice Spirit	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-IceSpirit.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit			L	5		2													Immune to Undead.+1 in the mountains		
RE_IronLordElementalElementalLordUncommon1.png	Iron Lord	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-IronLord.png	default	elemental	Revised Edition	RE	playerNDeck	Elemental Lord			M	10		1	L												3 pt. AOE fear attack. When played, +3 pts. to the AOE attack for each different type of Elemental Lord in play.		
RE_LawyerElementalDevilRare1.png	Lawyer	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-Lawyer.png	default	elemental	Revised Edition	RE	playerNDeck	Devil			M	7		0	L	G	B										Must play as first melee Creature. If it survives, Lawyer counts as 21 Vitality for control of the space. Only one Lawyer per space per player.		
RE_LightElementalElementalElementRare2.png	Light Elemental	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-LightElemental.png	default	elemental	Revised Edition	RE	playerNDeck	Element		F	L	13		2				C									Destroys Darkness Elemental.		
RE_LorgMoleElementalDemonUncommon1.png	Lorg Mole	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-LorgMole.png	default	elemental	Revised Edition	RE	playerNDeck	Demon		F	M	9		1	L												No channeling vs. Lorg Mole.  Immune to fire.		
RE_MagmaElementalElementalElementCommon1.png	Magma Elemental	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-MagmaElemental.png	default	elemental	Revised Edition	RE	playerNDeck	Element			L	9		0						4							4 pt. ranged attack		
RE_MistVeilerElementalForceRare2.png	Mist Veiler	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-MistVeiler.png	default	elemental	Revised Edition	RE	playerNDeck	Force			M	10		0			B										No secondary attacks against Mist Veiler.+1 in the swamp		
RE_MoonSpiritElementalSpiritUncommon1.png	Moon Spirit	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-MoonSpirit.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit			L	8		0													No channeling vs. Moon Spirits. Immune to fear.		
RE_MudElementalElementalElementCommon1.png	Mud Elemental	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-MudElemental.png	default	elemental	Revised Edition	RE	playerNDeck	Element			M	8		2													+4 in the swamp		
RE_OldNickElementalDevilRare1.png	Old Nick	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-OldNick.png	default	elemental	Revised Edition	RE	playerNDeck	Devil		F	L	20		0	L			C	5								Can only channel to Demons and Devils. Can only accept channeling from your Guardian.		
RE_PrimordialGooElementalForceCommon1.png	Primordial Goo	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-PrimordialGoo.png	default	elemental	Revised Edition	RE	playerNDeck	Force			M	12		5													+3 in the swamp		
RE_RainSpiritElementalSpiritUncommon2.png	Rain Spirit	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-RainSpirit.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit		F	L	6		0						2							2 pt. ranged attack		
RE_RockLordElementalElementalLordUncommon1.png	Rock Lord	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-RockLord.png	default	elemental	Revised Edition	RE	playerNDeck	Elemental Lord			M	12		1	L												3 pt. AOE fear attack. When played, +3 pts. to the AOE attack for each different type of Elemental Lord in play.		
RE_RockSpiritElementalSpiritCommon1.png	Rock Spirit	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-RockSpirit.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit			S	5		1							Y						All your Creatures are +5 Vitality vs. Creatures defending in Strongholds.		
RE_RovingForceInfernoElementalForceRare1.png	Roving Force Inferno	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-RovingForceInferno.png	default	elemental	Revised Edition	RE	playerNDeck	Force			M	12		1													No secondary attacks vs. the Roving Force Inferno.		
RE_SandLordElementalElementalLordCommon1.png	Sand Lord	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-SandLord.png	default	elemental	Revised Edition	RE	playerNDeck	Elemental Lord			M	11		3	L												-6 Vitality in Woods +6 in Dry Heaps		
RE_SleepingSpiritElementalSpiritCommon1.png	Sleeping Spirit	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-SleepingSpirit.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit		F	S	5		1													If the Sleeping Spirit wins a match-up, opponent is destroyed.		
RE_SmokeSpiritElementalSpiritUncommon1.png	Smoke Spirit	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-SmokeSpirit.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit		F	M	7		1				C									Once played, no ranged attacks allowed by either player.		
RE_SnowDaughtersElementalSpiritCommon1.png	Snow Daughters	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-SnowDaughters.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit			M	6		2													+3 in the mountains		
RE_SpiritoftheForgeElementalSpiritRare2.png	Spirit of the Forge	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-SpiritOfTheForge.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit			M	6	8	0						5							5 pt. ranged attack		
RE_SpiritoftheHuntElementalSpiritRare1.png	Spirit of the Hunt	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-SpiritOfTheHunt.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit			M	5		0													You may ignore your first opponent in melee and randomly pick a new one from opponent's combat hand. One per space per player.		
RE_StinkingSpiritElementalSpiritUncommon1.png	Stinking Spirit	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-StinkingSpirit.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit			L	5		0			B				Y						Any Creatures with a Base Vitality less than 5 can't fight and don't count towards control of space (both sides). They can be attacked by secondary attackers.		
RE_SuccubusElementalDevilUncommon1.png	Succubus	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-Succubus.png	default	elemental	Revised Edition	RE	playerNDeck	Devil		F	M	9		0		G											Immune to fire; +7 vs bribable by Babes.		
RE_SunSpiritElementalSpiritCommon2.png	Sun Spirit	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-SunSpirit.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit			S	12		6													Immune to fire.  Has a fire-based attack.		
RE_TangleWebElementalForceUncommon1.png	Tangle Web	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-TangleWeb.png	default	elemental	Revised Edition	RE	playerNDeck	Force			L	8		2													Creatures who beat the Tangle web are destroyed if they don't get to stay in the space.+4 in the Spires		
RE_ThunderHawkElementalSpiritRare2.png	Thunder Hawk	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-ThunderHawk.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit		F	L	1	7	1	L					13							13 pt. ranged attack. When used as a ranged attack, Thunder Hawk is beaten as well.		
RE_TrumpeterElementalAngelUncommon1.png	Trumpeter	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-Trumpeter.png	default	elemental	Revised Edition	RE	playerNDeck	Angel		F	S	2		0				C			Y						Opponent must show you all Demons and Devils in their Combat Hand. Opponent must play these in match-ups before any others.		
RE_VaporElementalElementalElementUncommon1.png	Vapor Elemental	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-VaporElemental.png	default	elemental	Revised Edition	RE	playerNDeck	Element		F	L	11		0				C									When played in a match-up, opponent must discard items travelling as creatures on this space		
RE_WarriorSpiritElementalSpiritUncommon1.png	Warrior Spirit	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-WarriorSpirit.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit		F	M	10		3													The cunnin beast is awakened. Pretenders and false prophets stand wary, your time is nigh.		
RE_WaterSpoutElementalForceCommon1.png	Water Spout	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-WaterSpout.png	default	elemental	Revised Edition	RE	playerNDeck	Force			S	4		1													+3 in rivers and lakes		
RE_WhisperingSpiritsElementalSpiritCommon1.png	Whispering Spirits	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-WhisperingSpirits.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit		F	S	3		0													+2 in the swamp		
RE_WindSpiritElementalSpiritCommon1.png	Wind Spirit	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-WindSpirit.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit		F	M	5		1													+4 Vitality vs. Creatures with the ability to fly.		
RE_WoodSpiritElementalSpiritCommon1.png	Wood Spirit	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-WoodSpirit.png	default	elemental	Revised Edition	RE	playerNDeck	Spirit			M	6		1													+4 in the woods		
RE_YandraxElementalDemonUncommon1.png	Yandrax	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-Yandrax.png	default	elemental	Revised Edition	RE	playerNDeck	Demon			S	1	2	0							Y						All Demons and Devils are +2 Vitality (both sides).		
DI_AngelofDeathElementalAngelCommon1.png	Angel of Death	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-AngelOfDeath.png	default	elemental	Dagger Isle	DI	playerNDeck	Angel		F	M	13		0													You gain 1 Power Stone for each Creature you beat after the Angel of Death is in play, as long as it is unbeaten.		
DI_ArwyddynElementalSpiritCommon4.png	Arwyddyn	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-Arwyddyn.png	default	elemental	Dagger Isle	DI	playerNDeck	Spirit		F	S	3		1		G											Can heal any one Spirit for 1 Power Stone.		
DI_CaptainRedNoseoidElementalEvilTwinCommon2.png	Captain Red Noseoid	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-CaptainRedNoseoid.png	default	elemental	Dagger Isle	DI	playerNDeck	Evil Twin			M	15		7	L	G	B										Opponent gets no Vitality bonus for Creature Class when Captain Red Noseoid is in play.		
DI_CastellanKeirElementalMediumCommon1.png	Castellan Keir	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-CastellanKeir.png	default	elemental	Dagger Isle	DI	playerNDeck	Medium			M	1		0			B										If Keir is on one of your rubble spaces during the Terrain Settlement Phase, you may restore it back into a working Stronghold. Discard Castellan Keir when used in this fashion.		
DI_ChephrosElementalDevilCommon3.png	Chephros	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-Chephros.png	default	elemental	Dagger Isle	DI	playerNDeck	Devil			L	9		2	L												Chephros is +2 Vitality for each Demon or Devil that has been beaten so far in this combat.		
DI_DrukElementalDevilCommon3.png	Druk	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-Druk.png	default	elemental	Dagger Isle	DI	playerNDeck	Devil		F	M	8		2	L												Immune to fire.		
DI_DustGeyserElementalGeyserCommon1.png	Dust Geyser	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-DustGeyser.png	default	elemental	Dagger Isle	DI	playerNDeck	Geyser			S	1	7	0			B										When played as a primary attacker, the initial result is a push.  Either player may then modify the match-up.		
DI_FlameGeyserElementalGeyserCommon3.png	Flame Geyser	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-FlameGeyser.png	default	elemental	Dagger Isle	DI	playerNDeck	Geyser		F	L	6		1													Fire-based attack. Immune to fire. +2 Vitality to all your Creatures with fire-based attacks when the Flame Geyser is in play.		
DI_HackthornStranglerElementalPlantCommon2.png	Hackthorn Strangler	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-HackthornStrangler.png	default	elemental	Dagger Isle	DI	playerNDeck	Plant			L	11		0			B										When played as a primary attacker, the Strangler may ignore its match-up opponent and instead attack your opponent's Command Card if that card is a Creature.		
DI_HolyAvengerElementalAngelRare2.png	Holy Avenger	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-HolyAvenger.png	default	elemental	Dagger Isle	DI	playerNDeck	Angel		F	M	5		0													+10 Vitality as a secondary attacker if your primary attacker in the match-up was a Paladin or an Angel other than a Holy Avenger.		
DI_KazarianSquawkerElementalDemonCommon4.png	Kazarian Squawker	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-KazarianSquawker.png	default	elemental	Dagger Isle	DI	playerNDeck	Demon		F	S	5		1							Y						The Squawker attacks your opponent's Command Card, if that card is a Creature. If the Squawker wins the match-up, your opponent's Command Card ability doesn't take affect.		
DI_KosetoftheLightElementalSpiritCommon3.png	Koset of the Light	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-KosetOfTheLight.png	default	elemental	Dagger Isle	DI	playerNDeck	Spirit		F	M	4		0			B										You gain 1 Power Stone every time an opponent channels while Koset is in play.		
DI_LizardSkinLynnElementalSaurianCommon4.png	Lizard Skin Lynn	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-LizardSkinLynn.png	default	elemental	Dagger Isle	DI	playerNDeck	Saurian			M	8		1		G											+5 Vitality vs. Large Creatures.		
DI_MagnateJusticeElementalManifestationCommon4.png	Magnate Justice	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-MagnateJustice.png	default	elemental	Dagger Isle	DI	playerNDeck	Manifestation			M	16		7													Destroys any Wanderer.		
DI_MonolithofChaosElementalMonolithCommon2.png	Monolith of Chaos	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-MonolithOfChaos.png	default	elemental	Dagger Isle	DI	playerNDeck	Monolith			L	11		4													If the Monolith beats an External in the primary attack round, it may not be attacked by secondary attackers.		
DI_ReverendSmilinJackoidElementalEvilTwinCommon2.png	Reverend Smilin' Jackoid	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-ReverendSmilinJackoid.png	default	elemental	Dagger Isle	DI	playerNDeck	Evil Twin			M	2		0	L	G	B				Y						When fighting over a space with an opponent's face-down Terrain or Shield/Terrain card, that card is discarded after combat.		
DI_RoamingSteamGeyserElementalGeyserRare3.png	Roaming Steam Geyser	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-RoamingSteamGeyser.png	default	elemental	Dagger Isle	DI	playerNDeck	Geyser			M	6		0													No secondary attacks vs. the Geyser.		
DI_SpiritGuideElementalSpiritCommon3.png	Spirit Guide	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-SpiritGuide.png	default	elemental	Dagger Isle	DI	playerNDeck	Spirit			M	3		0				C			Y						Opponent must tell you the total number of cards and total Vitality in his/her combat hand.  You may then discard the Spirit Guide and retreat before primary attacks begin.		
DI_SupermodeloidElementalEvilTwinCommon2.png	Supermodeloid	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-Supermodeloid.png	default	elemental	Dagger Isle	DI	playerNDeck	Evil Twin			M	1	3	0		G											+3 Vitality to all your Creatures bribable by Babes when the Supermodeloid is in play.		
DI_VensuniInfernoSwarmElementalElementRare1.png	Vensuni Inferno Swarm	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-VensuniInfernoSwarm.png	default	elemental	Dagger Isle	DI	playerNDeck	Element			L	6	14	4							Y						11-pt AOE fire attack. Discard your entire combat hand when the Swarm is used as a Command Card.		
DN_AngelofRighteousnessElementalCreatureC1.png	Angel of Righteousness	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-AngelOfRighteousness.png	default	elemental	Drifter's Nexus	DN	playerNDeck	Angel		F	M	8		1													+3 Vitality for each bribery icon on the Angel's match-up opponent.		
DN_BaezhuOverlordofTwistedWaysElementalCreatureC4.png	Baezhu, Overlord of Twisted Ways	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-BaezhuOverlordOfTwistedWays.png	default	elemental	Drifter's Nexus	DN	playerNDeck	Element			L	2		2			B				Y						For the remainder of combat, the disputed land space being fought upon is considered to be Spires.		
DN_BobSnappingGobElementalCreatureR4.png	Bob, Snapping Gob	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-BobSnappingGob.png	default	elemental	Drifter's Nexus	DN	playerNDeck	Gob			S	3		0	L												Destroys Mortals when used as a secondary attacker.		
DN_DemorgantheInciterElementalCreatureR2.png	Demorgan the Inciter	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-DemorganTheInciter.png	default	elemental	Drifter's Nexus	DN	playerNDeck	Disciple of Entropy		F	L	6	11	4			B										When played as a primary attacker, add 2d6 to the Inciter's Vitality.		
DN_GarudaKahnFirstDiscipleElementalCreatureR4.png	Garuda Kahn, First Disciple	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-GarudaKahnFirstDisciple.png	default	elemental	Drifter's Nexus	DN	playerNDeck	Disciple of Entropy		F	L	9	11	2			B										Garuda gains 1d6 Vitality for every other Disciple that is in play.		
DN_GnorgOverlordofSwampsElementalCreatureU2.png	Gnorg, Overlord of Swamps	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-GnorgOverlordOfSwamps.png	default	elemental	Drifter's Nexus	DN	playerNDeck	Element			L	6		1			B				Y						For the remainder of combat, the disputed land space being fought upon is considered to be Swamps.		
DN_InitiateofEntropyElementalCreatureU4.png	Initiate of Entropy	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-InitiateOfEntropy.png	default	elemental	Drifter's Nexus	DN	playerNDeck	Disciple of Entropy			M	2	5	1			B	C									When played as a primary attacker, add 1d6 to the Initiate's Vitality.		
DN_IxOverlordoftheWatersElementalCreatureC3.png	Ix, Overlord of the Waters	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-IxOverlordOfTheWaters.png	default	elemental	Drifter's Nexus	DN	playerNDeck	Element			L	5		1			B				Y						For the remainder of combat, the disputed land space being fought upon is considered to be Rivers and Lakes.		
DN_MedicineManElementalCreatureC3.png	Medicine Man	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-MedicineMan.png	default	elemental	Drifter's Nexus	DN	playerNDeck	Spirit			M	3		0				C			Y						All of your Spirits at +2 Vitality.		
DN_MenduSadatheHavocElementalCreatureR4.png	Mendu Sada, the Havoc	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-MenduSadaTheHavoc.png	default	elemental	Drifter's Nexus	DN	playerNDeck	Disciple of Entropy			L	11		0			B										1d6 AOE fear attack. On a roll of 6, there is no effect.		
DN_MuKirAgavatiSecondDiscipleElementalCreatureU3.png	Mu Kir' Agavati, Second Disciple	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-MuKirAgavatiSecondDisciple.png	default	elemental	Drifter's Nexus	DN	playerNDeck	Disciple of Entropy			S	4		1			B	C									While Mu Kir' is in play, you may reroll any 1d6 one time.		
