databaseId	name	imageUrl	cardBack	type	acceleration	accelerationFixed	accelerationScaling	alterEgoHandSizeModifier	amplify	cerebroId	classification	crisis	globalHandSizeModifier	handSize	hazard	heroHandSizeModifier	hitPointsFixed	hitPointsScaling	identityHitPointsModifier	marvelcdbId	nemesisMinion	permanent	set	stage	starting	startingThreatFixed	startingThreatScaling	subname	toughness	traits	uses	victory
01266d71-47b7-5be7-b33f-09e6a1f5c04c	Psylocke	marvel-champions/official/MarvelChampions-Official-Psylocke.jpg	player	Ally						35013	Aggression						3			35013	false	false	official		false			Betsy Braddock	false	Psionic,X-Men		
01298dba-c392-553f-858b-9d62ea162d8c	Stop the Presses!	marvel-champions/campaign-fear-no-evil/MarvelChampions-CampaignFearNoEvil-StopThePresses.jpg	multi_sided	Environment						60209A	Encounter									60209a	false	false	Campaign (Fear No Evil)		false				false	Completed		
01298dba-c392-553f-858b-9d62ea162d8c	Stop the Presses!	marvel-champions/campaign-fear-no-evil/MarvelChampions-CampaignFearNoEvil-StopThePresses-2.jpg	multi_sided	Environment						60209B	Encounter									60209b	false	false	Campaign (Fear No Evil)		false				false	Failed		
0141f01b-b517-5d41-84ee-539c58278adb	Ms. Marvel	marvel-champions/ms-marvel/MarvelChampions-MsMarvel-MsMarvel.jpg	multi_sided	Hero						05001A	Hero			5			10			05001a	false	false	Ms. Marvel		false			Kamala Khan	false	Champion,Inhuman		
0141f01b-b517-5d41-84ee-539c58278adb	Kamala Khan	marvel-champions/ms-marvel/MarvelChampions-MsMarvel-KamalaKhan.jpg	multi_sided	Alter-Ego						05001B	Hero			6			10			05001b	false	false	Ms. Marvel		false			Ms. Marvel	false	Inhuman		
0142b44e-ff15-58c7-80a1-b3faafacf21b	Investigative Journalism	marvel-champions/official/MarvelChampions-Official-InvestigativeJournalism.jpg	player	Event						52024	Basic									52024	false	false	official		false				false	Skill		
0174ff5a-046e-5b80-9926-9481dd882062	Electromagnetic Blast	marvel-champions/magneto/MarvelChampions-Magneto-ElectromagneticBlast.jpg	encounter	Treachery						32153	Encounter									32153	false	false	Magneto		false				false	Magnetic		
017aed04-49b0-5b67-8ee0-fa366770383c	Ben Urich	marvel-champions/stop-the-presses/MarvelChampions-StopThePresses-BenUrich.jpg	player	Support						60153	Encounter									60153	false	false	Stop the Presses!		false				false	Daily Bugle,Persona	3	
0183a4bb-6007-5f75-a24e-d91ca1e06145	Banshee	marvel-champions/official/MarvelChampions-Official-Banshee.jpg	player	Ally						34014	Justice						3			34014	false	false	official		false			Sean Cassidy	false	Aerial,X-Men		
0191e363-3fbf-5647-96c1-ee7fd78f9932	Sibling Rivalry	marvel-champions/gamora-nemesis/MarvelChampions-GamoraNemesis-SiblingRivalry.jpg	encounter	Side Scheme						18025	Encounter									18025	false	false	Gamora Nemesis		false	4			false			
01b1c6cb-7ac8-5ac0-9d63-ca9b8eea04f8	Lightning Strike	marvel-champions/thor/MarvelChampions-Thor-LightningStrike.jpg	player	Event						06006	Hero									06006	false	false	Thor		false				false	Superpower		
01bb6d28-f0bb-5cc9-bf10-017c75ba8472	Telekinetic Wave	marvel-champions/stryfe/MarvelChampions-Stryfe-TelekineticWave.jpg	encounter	Treachery						40179	Encounter									40179	false	false	Stryfe		false				false	Psionic		
01c50f0f-e616-568a-bb07-8db3dd5f280e	Inhibitor Collar	marvel-champions/military-grade/MarvelChampions-MilitaryGrade-InhibitorCollar.jpg	encounter	Attachment						40092	Encounter									40092	false	false	Military Grade		false				false	Tech		
01c842cb-66a5-55d0-bf3c-c0d7908fda97	Gene Pool	marvel-champions/infinites/MarvelChampions-Infinites-GenePool.jpg	encounter	Side Scheme						45071	Encounter									45071	false	true	Infinites		false	4			false			
01eada89-77de-5a3e-8048-a4d280ef144e	Old Grievances	marvel-champions/magneto/MarvelChampions-Magneto-OldGrievances.jpg	encounter	Obligation						49027	Encounter									49027	false	false	Magneto		false				false			
01ed5409-80b1-5d3e-8514-2312b3ad239d	Cybernetic Skeleton	marvel-champions/rocket-raccoon/MarvelChampions-RocketRaccoon-CyberneticSkeleton.jpg	player	Upgrade						16035	Hero								3	16035	false	false	Rocket Raccoon		false				false	Tech		
02022d5e-beb7-5e59-a0e8-64c6b10820f9	Lay the Trap	marvel-champions/official/MarvelChampions-Official-LayTheTrap.jpg	player	Player Side Scheme						41016	Justice									41016	false	false	official		false		3		false			0
02056a2c-9da0-5bc1-9a08-de52978d67f4	Preservation	marvel-champions/official/MarvelChampions-Official-Preservation.jpg	player	Resource						21064	Protection									21064	false	false	official		false				false			
0206f4bd-e5d7-5bf5-9dca-965752903789	Containment Strategy	marvel-champions/official/MarvelChampions-Official-ContainmentStrategy.jpg	player	Upgrade						42019	Protection									42019	false	false	official		false				false	Tactic		
021ca9d4-c0a7-5d87-be47-83dfdd00e665	Bound by Blood	marvel-champions/tower-defense/MarvelChampions-TowerDefense-BoundByBlood.jpg	encounter	Treachery						21108	Encounter									21108	false	false	Tower Defense		false				false			
0225c5d5-8456-5070-82b3-0d6b9db04c5f	Winged Shape	marvel-champions/hulkling/MarvelChampions-Hulkling-WingedShape.jpg	player	Upgrade						56032	Hero									56032	false	false	Hulkling		false				false	Shapeshift		
02278971-3c48-54f2-8ae6-bd6a9c6e66b2	Energy	marvel-champions/official/MarvelChampions-Official-Energy.jpg	player	Resource						60057	Basic									60057	false	false	official		false				false			
0240139c-a671-5d16-8d91-88938b57a8dd	Plasma Rifle	marvel-champions/cable/MarvelChampions-Cable-PlasmaRifle.jpg	player	Upgrade						40011	Hero									40011	false	false	Cable		false				false	Tech,Weapon		
02412fa3-3d8b-5026-95db-5c3ef3c947d0	Red Skull	marvel-champions/red-skull/MarvelChampions-RedSkull-RedSkull.jpg	villain	Villain						04127	Encounter							20		04127	false	false	Red Skull	III	false				false	Hydra		
02413aa1-9fde-5a00-b773-ed4e74a9e695	Psionic Illusion	marvel-champions/psylocke-nemesis/MarvelChampions-PsylockeNemesis-PsionicIllusion.jpg	encounter	Attachment						41028	Encounter									41028	false	false	Psylocke Nemesis		false				false	Psionic		
024531bd-7010-5545-a08e-582dec053a15	Da Bomb	marvel-champions/official/MarvelChampions-Official-DaBomb.jpg	player	Event	1				1	44019	'Pool	1			1					44019	false	false	official		false				false			
0250a249-c2b3-57d5-babd-2f84f45e0814	Stick-to-itiveness	marvel-champions/official/MarvelChampions-Official-StickToItiveness.jpg	player	Upgrade						44030	'Pool									44030	false	false	official		false				false	Condition		
025cc3d9-c45a-5f3e-b5a5-aaf8657c783a	Prowler	marvel-champions/spider-man-nemesis-miles-morales/MarvelChampions-SpiderManNemesisMilesMorales-Prowler.jpg	encounter	Minion						27058	Encounter						5			27058	true	false	Spider-Man Nemesis (Miles Morales)		false				false	Criminal		
0282fc46-d516-5c48-9dce-c1edd406cc76	Ares	marvel-champions/hercules-nemesis/MarvelChampions-HerculesNemesis-Ares.jpg	encounter	Minion						59036	Encounter						5			59036	true	false	Hercules Nemesis		false				false	Elite,Olympus		
029572a6-3e52-5d9e-ab46-69326854cb83	Dragoness	marvel-champions/mutant-insurrection/MarvelChampions-MutantInsurrection-Dragoness.jpg	encounter	Minion						40185	Encounter						3			40185	true	false	Mutant Insurrection		false				false	Mutant Liberation Front		
02a55622-2844-53da-b8fb-53c4f2d3a4c5	Blizzard	marvel-champions/weather-deck/MarvelChampions-WeatherDeck-Blizzard.jpg	player	Support						36005	Hero									36005	false	true	Weather Deck		false				false	Weather		
02e2d976-c86d-5967-a9c8-824a30016870	Signature Sunglasses	marvel-champions/wonder-man/MarvelChampions-WonderMan-SignatureSunglasses.jpg	player	Upgrade						58010	Hero									58010	false	false	Wonder Man		false				false	Item		
02ecd09d-0661-5471-b071-de081a174afc	Marvel Girl	marvel-champions/official/MarvelChampions-Official-MarvelGirl.jpg	player	Ally						34015	Justice						3			34015	false	false	official		false			Rachel Summers	false	Psionic,X-Men		
02f00df9-697d-51e4-a40c-576aa2bb308c	Shield Toss	marvel-champions/captain-america/MarvelChampions-CaptainAmerica-ShieldToss.jpg	encounter	Treachery						56147	Encounter									56147	false	false	Captain America		false				false			
02f55153-f4fa-5ba7-b200-22db2ae3b4ec	Shields Up	marvel-champions/master-mold/MarvelChampions-MasterMold-ShieldsUp.jpg	encounter	Treachery						32118	Encounter									32118	false	false	Master Mold		false				false			
030745b1-445c-5b30-aac1-858c1ad26574	Caught Off Guard	marvel-champions/infiltrate-the-museum/MarvelChampions-InfiltrateTheMuseum-CaughtOffGuard.jpg	encounter	Treachery						16079	Encounter									16079	false	false	Infiltrate the Museum		false				false			
030c0786-d3a2-54e8-96e8-dde6182491f7	Sentinel Mark IV	marvel-champions/project-wideawake/MarvelChampions-ProjectWideawake-SentinelMarkIV.jpg	encounter	Minion						32093	Encounter						4			32093	false	false	Project Wideawake		false				false	Sentinel		
032a8a40-2539-58fa-815e-0573d1101647	Bishop's Uniform	marvel-champions/bishop/MarvelChampions-Bishop-BishopsUniform.jpg	player	Upgrade						45005	Hero									45005	false	false	Bishop		false				false	Item,Temporal		
0339330e-bf11-534f-a73e-7b1e8a8a075a	Badoon Sentry	marvel-champions/band-of-badoon/MarvelChampions-BandOfBadoon-BadoonSentry.jpg	encounter	Minion						16120	Encounter						5			16120	false	false	Band of Badoon		false				false	Badoon		
0368a58c-e181-5185-ad04-dc55d3d298a9	Crossbones' Armor	marvel-champions/crossbones/MarvelChampions-Crossbones-CrossbonesArmor.jpg	encounter	Attachment						04065	Encounter									04065	false	false	Crossbones		false				false	Armor		
036a02f6-89d6-566c-b50c-8e29b76864e0	Cosmo	marvel-champions/official/MarvelChampions-Official-Cosmo.jpg	player	Ally						17020	Basic						2			17020	false	false	official		false				false	Guardian		
0377e640-542d-5939-9274-75df4e94d085	Energy	marvel-champions/official/MarvelChampions-Official-Energy-2.jpg	player	Resource						22024	Basic									22024	false	false	official		false				false			
037bee61-72e2-560b-9407-ecac9b499202	Burn Notice	marvel-champions/black-widow/MarvelChampions-BlackWidow-BurnNotice.jpg	encounter	Obligation						08025	Encounter									08025	false	false	Black Widow		false				false			
037edc1d-d0cc-5a52-8003-4e37fb89baa8	Bandolier of Stakes	marvel-champions/horror/MarvelChampions-Horror-BandolierOfStakes.jpg	encounter	Attachment						39048	Encounter									39048	false	false	Horror		false				false	Item	3	
03865d87-b4c6-5ad1-aded-e477a6706c25	Spider-Sense	marvel-champions/venom/MarvelChampions-Venom-SpiderSense.jpg	player	Upgrade						20009	Hero									20009	false	false	Venom		false				false	Superpower		
038c225a-f95e-569a-a733-d81f2e701ec7	Pulse Grenade	marvel-champions/official/MarvelChampions-Official-PulseGrenade.jpg	player	Upgrade						17023	Basic									17023	false	false	official		false				false	Weapon		
038d9eb4-dcaf-59ad-98d5-2b56dd54909f	Family Emergency	marvel-champions/captain-marvel/MarvelChampions-CaptainMarvel-FamilyEmergency.jpg	encounter	Obligation						01175	Encounter									01175	false	false	Captain Marvel		false				false			
03a22747-b800-5f45-ba9b-843bd817cd57	Wisdom of Athena	marvel-champions/hercules/MarvelChampions-Hercules-WisdomOfAthena.jpg	player	Event						59011	Hero									59011	false	false	Hercules		false				false	Thwart		
03ae3c93-2b59-51b6-a866-70494e8d8c58	Keeping Secrets	marvel-champions/spider-man-miles-morales/MarvelChampions-SpiderManMilesMorales-KeepingSecrets.jpg	encounter	Obligation						27056	Encounter									27056	false	false	Spider-Man (Miles Morales)		false				false			
03afe8a5-3184-50e2-ab3e-6f38c6cc4ae1	Electric Charge	marvel-champions/electro/MarvelChampions-Electro-ElectricCharge.jpg	encounter	Attachment						60079	Encounter									60079	false	true	Electro		false				false	Condition		
03c45e94-50e9-5bfc-a1f6-431f5a585fb3	Laser Cannon	marvel-champions/hydra-campaign/MarvelChampions-HydraCampaign-LaserCannon.jpg	player	Upgrade						04158	Basic									04158	false	false	Hydra Campaign		false				false	Tech		
03d696bb-d3ac-592d-9600-a19b7f8be060	Titania's Fury	marvel-champions/she-hulk-nemesis/MarvelChampions-SheHulkNemesis-TitaniasFury.jpg	encounter	Treachery						01164	Encounter									01164	false	false	She-Hulk Nemesis		false				false			
03f73eef-eb03-5257-9619-2f48ac1ac04e	Attack on Xavier's	marvel-champions/mansion-attack/MarvelChampions-MansionAttack-AttackOnXaviers.jpg	multi_sided	Main Scheme						32126A	Encounter									32126a	false	false	Mansion Attack	2A	false				false			
03f73eef-eb03-5257-9619-2f48ac1ac04e	The Atrium	marvel-champions/mansion-attack/MarvelChampions-MansionAttack-TheAtrium.jpg	multi_sided	Main Scheme			1			32126B	Encounter									32126b	false	false	Mansion Attack	2B	false		1		false			
03fe02d3-1a88-56a9-ad5b-b8261e1e28a8	Escort Vehicle	marvel-champions/the-getaway/MarvelChampions-TheGetaway-EscortVehicle.jpg	encounter	Minion						60130	Encounter						5			60130	false	false	The Getaway		false				false	Vehicle		
041b742e-5e58-5908-b3a6-f026a99eeaa4	The Futurist	marvel-champions/iron-man-rewards/MarvelChampions-IronManRewards-TheFuturist.jpg	player	Event						56129	Basic									56129	false	false	Iron Man Rewards		false				false			
04286d36-dc1d-5f25-8651-e0747054a18b	Street Defenders	marvel-champions/defenders/MarvelChampions-Defenders-StreetDefenders.jpg	encounter	Treachery						56187	Encounter									56187	false	false	Defenders		false				false			
0448701b-1e2e-5a8d-9d21-aa7899386bc2	Humongous Hallucination	marvel-champions/mysterio/MarvelChampions-Mysterio-HumongousHallucination.jpg	encounter	Attachment						27089	Encounter									27089	false	false	Mysterio		false				false	Illusion		
0451337c-e1d5-5c7c-992b-8172c213d061	Energy Conversion	marvel-champions/bishop/MarvelChampions-Bishop-EnergyConversion.jpg	player	Event						45009	Hero									45009	false	false	Bishop		false				false	Defense		
04537d44-59e5-59a9-80d6-4b16a691f5df	All in a Day's Work	marvel-champions/risky-business/MarvelChampions-RiskyBusiness-AllInADaysWork.jpg	encounter	Treachery						02012	Encounter									02012	false	false	Risky Business		false				false			
0456bb15-b045-5a89-8c50-adc4d7b6fa33	Aunt May	marvel-champions/spider-man/MarvelChampions-SpiderMan-AuntMay.jpg	player	Support						01006	Hero									01006	false	false	Spider-Man		false				false	Persona		
045ea9bd-b68f-5d32-a4b3-8e001185b07a	Head of Steam	marvel-champions/juggernaut/MarvelChampions-Juggernaut-HeadOfSteam.jpg	encounter	Attachment						40123	Encounter									40123	false	false	Juggernaut		false				false			
047e18a5-9048-5900-b2c6-2a1cf58e98fa	Tic-Tac-Toe	marvel-champions/official/MarvelChampions-Official-TicTacToe.jpg	player	Upgrade						44057	'Pool									44057	false	false	official		false				false	Metagame		
048f00d5-1550-5329-9ade-01d4032a479c	Alert Level	marvel-champions/batroc/MarvelChampions-Batroc-AlertLevel.jpg	multi_sided	Environment						50090A	Encounter									50090a	false	false	Batroc		false				false	Low		
048f00d5-1550-5329-9ade-01d4032a479c	Alert Level	marvel-champions/batroc/MarvelChampions-Batroc-AlertLevel-2.jpg	multi_sided	Environment						50090B	Encounter									50090b	false	false	Batroc		false				false	High		
049c3914-ab20-54ff-af83-435b6412636b	Metal Shards	marvel-champions/magneto/MarvelChampions-Magneto-MetalShards.jpg	encounter	Treachery						32154	Encounter									32154	false	false	Magneto		false				false	Magnetic		
04aecfaf-1fda-5451-9719-c895c2c1b5ce	Synth-Suit	marvel-champions/black-widow/MarvelChampions-BlackWidow-SynthSuit.jpg	player	Upgrade						08009	Hero									08009	false	false	Black Widow		false				false	Armor,Tech		
04c1cb94-28c2-541b-a4f3-6a36a9ddde5c	Innocent Bystanders	marvel-champions/thunderbolts/MarvelChampions-Thunderbolts-InnocentBystanders.jpg	encounter	Obligation						50134	Encounter									50134	false	false	Thunderbolts		false				false		4	
04c2cb0d-d2e1-50d0-8847-f59a98be90be	Mystique	marvel-champions/mystique/MarvelChampions-Mystique-Mystique.jpg	encounter	Minion						32080	Encounter						9			32080	true	false	Mystique		false				true	Brotherhood Of Mutants,Elite		
04e36b35-eea5-576d-aa95-3a4806f072ec	Chimera	marvel-champions/psylocke-nemesis/MarvelChampions-PsylockeNemesis-Chimera.jpg	encounter	Minion						41026	Encounter						5			41026	true	false	Psylocke Nemesis		false				false	Marauder,Psionic		
04fe3e79-279a-5d4b-93f4-bf6fa562e825	The Power of Leadership	marvel-champions/official/MarvelChampions-Official-ThePowerOfLeadership.jpg	player	Resource						01072	Leadership									01072	false	false	official		false				false			
0503d6c7-4d4f-56a6-9607-c644af9e197f	Electrical Discharge	marvel-champions/winter-soldier/MarvelChampions-WinterSoldier-ElectricalDischarge.jpg	player	Event						54006	Hero									54006	false	false	Winter Soldier		false				false	Attack		
05493b18-3f07-54ca-9d03-95176dcc6105	Psi-Bow Attack	marvel-champions/official/MarvelChampions-Official-PsiBowAttack.jpg	player	Event						41030	Aggression									41030	false	false	official		false				false	Attack,Psionic		
05608a24-32aa-5d36-85af-8c557ac2543f	Aerial Evacuation	marvel-champions/falcon/MarvelChampions-Falcon-AerialEvacuation.jpg	player	Upgrade						53008	Hero									53008	false	false	Falcon		false				false	Aerial,Preparation		
0577f48c-1344-5eaa-b0cb-df91750f37c1	Violent Tendencies	marvel-champions/symbiotic-strength/MarvelChampions-SymbioticStrength-ViolentTendencies.jpg	encounter	Attachment						27165	Encounter									27165	false	false	Symbiotic Strength		false				false	Condition		
059e0dab-41cf-5da7-b0df-693ceb25c91c	Lightspeed Flight	marvel-champions/nova/MarvelChampions-Nova-LightspeedFlight.jpg	player	Event						28004	Hero									28004	false	false	Nova		false				false	Superpower,Thwart		
05b7d876-4e41-53ed-a385-1077e26be153	Lightforce	marvel-champions/cloak-dagger/MarvelChampions-CloakDagger-Lightforce.jpg	encounter	Treachery						56197	Encounter									56197	false	false	Cloak & Dagger		false				false			
05c46b1b-6c55-50a9-90a7-1f251654393f	Reality Stone	marvel-champions/infinity-gauntlet/MarvelChampions-InfinityGauntlet-RealityStone.jpg	encounter	Environment						21132	Encounter									21132	false	false	Infinity Gauntlet		false				false	Infinity Stone		
05cab1df-8971-55cd-8e84-25d2c19909bb	Tag Team	marvel-champions/on-the-run/MarvelChampions-OnTheRun-TagTeam.jpg	encounter	Treachery						40111	Encounter									40111	false	false	On the Run		false				false			
05d07215-56e2-57ea-b016-fac8b37b33a6	Nidhogg	marvel-champions/hela/MarvelChampions-Hela-Nidhogg.jpg	encounter	Minion						21145	Encounter							6		21145	false	false	Hela		false				true	Creature,Elite		4
05f2b569-00c4-50c5-9839-870eeff354c0	"""Head First!"""	marvel-champions/hammerhead/MarvelChampions-Hammerhead-HeadFirst.jpg	encounter	Treachery						60096	Encounter									60096	false	false	Hammerhead		false				false			
05fc5d0d-4b79-5d29-9d58-0a47e5ecb563	Odin's Anger	marvel-champions/thor/MarvelChampions-Thor-OdinsAnger.jpg	encounter	Obligation						06026	Encounter									06026	false	false	Thor		false				false			
0606adae-858e-51cc-a162-77824f8d2e19	Air Static	marvel-champions/zzzax/MarvelChampions-Zzzax-AirStatic.jpg	encounter	Environment						29039	Encounter									29039	false	false	Zzzax		false				false	Condition		
0669d720-359d-5a5a-9f87-673ff1f217a0	Adrenal Stims	marvel-champions/hydra-campaign/MarvelChampions-HydraCampaign-AdrenalStims.jpg	player	Upgrade						04155	Basic									04155	false	false	Hydra Campaign		false				false	Tech		
066af6a2-76cc-566c-a814-3b76a0a5fa35	Radioactive Buildup	marvel-champions/thunderball/MarvelChampions-Thunderball-RadioactiveBuildup.jpg	encounter	Attachment						07022	Encounter									07022	false	false	Thunderball		false				false	Condition		
066b9229-a06b-523b-a9c5-b884135f37a9	Wasp Sting	marvel-champions/wasp/MarvelChampions-Wasp-WaspSting.jpg	player	Event						13006	Hero									13006	false	false	Wasp		false				false	Attack		
0673d5c8-b543-5c44-a1af-490d68b1dc75	White Fox	marvel-champions/official/MarvelChampions-Official-WhiteFox.jpg	player	Ally						40057	Basic						3			40057	false	false	official		false			Ami Han	false	Posse		
067d843c-6a6f-553f-b834-421977a7659d	"""I'm Tough!"""	marvel-champions/rhino/MarvelChampions-Rhino-ImTough.jpg	encounter	Treachery						01105	Encounter									01105	false	false	Rhino		false				false			
06936b76-1e73-5336-b54c-c5bcb1f87468	Undermine Support	marvel-champions/baron-zemo/MarvelChampions-BaronZemo-UndermineSupport.jpg	encounter	Side Scheme						50174	Encounter									50174	false	false	Baron Zemo		false	3	1		false			
0693c988-9731-566a-8fb2-7056ba47cb87	Lady Sif	marvel-champions/thor/MarvelChampions-Thor-LadySif.jpg	player	Ally						06002	Hero						3			06002	false	false	Thor		false				false	Asgard		
06c2f574-1ef5-5551-baef-43f0686358be	Surprise!	marvel-champions/peacekeeper/MarvelChampions-Peacekeeper-Surprise.jpg	player	Upgrade						32191	Basic									32191	false	false	Peacekeeper		false				false	Skill		
06c68851-4572-52e6-9c10-a60138beee68	Bombshell	marvel-champions/iron-spiders-sinister-six/MarvelChampions-IronSpidersSinisterSix-Bombshell.jpg	encounter	Minion						31031	Encounter						4			31031	true	false	Iron Spider's Sinister Six		false				false	Criminal		
06e31034-789a-536f-ae99-a0d8e172cc79	War Delivery	marvel-champions/nova-nemesis/MarvelChampions-NovaNemesis-WarDelivery.jpg	encounter	Treachery						28024	Encounter									28024	false	false	Nova Nemesis		false				false			
06e9e32e-05aa-54f8-a5a9-df905c45b84d	Hairbag	marvel-champions/nasty-boys/MarvelChampions-NastyBoys-Hairbag.jpg	encounter	Minion						40113	Encounter						3			40113	true	false	Nasty Boys		false				false	Nasty Boy		
06eaede1-6e80-5cea-a381-c71ab9ac7ace	Ancient Grudge	marvel-champions/master-of-time/MarvelChampions-MasterOfTime-AncientGrudge.jpg	encounter	Treachery						11051	Encounter									11051	false	false	Master of Time		false				false			
06f3509f-bfdd-5822-87c4-918894a6b417	Strength	marvel-champions/official/MarvelChampions-Official-Strength.jpg	player	Resource						49026	Basic									49026	false	false	official		false				false			
07044834-e2ef-55a2-8fdb-40d3c38714e3	X-Mansion	marvel-champions/official/MarvelChampions-Official-XMansion.jpg	player	Support						36025	Basic									36025	false	false	official		false				false	Location,X-Men		
07109194-a5d9-5d31-bc6a-25d19b3865ea	Angela	marvel-champions/official/MarvelChampions-Official-Angela.jpg	player	Ally						25015	Aggression						3			25015	false	false	official		false			Aldrif Odinsdottir	false	Asgard,Guardian		
07391816-2cb2-5f41-a98a-1e4038608b3d	The Infinity Stones	marvel-champions/thanos/MarvelChampions-Thanos-TheInfinityStones.jpg	multi_sided	Main Scheme						21114A	Encounter									21114a	false	false	Thanos	1A	false				false			
07391816-2cb2-5f41-a98a-1e4038608b3d	The Infinity Stones	marvel-champions/thanos/MarvelChampions-Thanos-TheInfinityStones-2.jpg	multi_sided	Main Scheme			1			21114B	Encounter									21114b	false	false	Thanos	1B	false	0			false			
