databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	rarity	cost	klass	traits	range	attack	support	text
AD01_AD01-010v2.jpg	Grahnye, Lion's Bride	fe-cipher/ad01/FeCipher-AD01-GrahnyeLionsBride.png	default	Yellow	AD01	AD01	playerNDeck	Custom	0	Noble	Female/Lance	-	20	20	"Keeping Ares safe." |AUTO| When this card is deployed, you may reveal the top 4 cards of your deck. Choose up to 1 "Ares" or "Eldigan" card from among them and add it to your hand. Send the remainder to the Retreat Area. / Divided Hearts |AUTO| At the end of your turn, send this card to the Retreat Area. If you have an allied "Ares", until the end of your opponent’s next turn, he gains +10 attack and cannot be destroyed by the cost or effect of enemy skills.
AD01_AD01-011v2.jpg	Quan, Njorun's Heir	fe-cipher/ad01/FeCipher-AD01-QuanNjorunsHeir.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Lance Knight	Male/Lance/Beast	1	40	10	Ties with the Royal Academy |CONT| If you have an allied "Sigurd" or "Eldigan", this unit gains +10 attack. / |ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
AD01_AD01-012v2.jpg	Quan, Mentor and Leader	fe-cipher/ad01/FeCipher-AD01-QuanMentorAndLeader.png	default	Yellow	AD01	AD01	playerNDeck	Custom	3(2)	Duke Knight	Male/Lance/Beast	1	60	10	"Hold the lance like so" |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, all <Lance> allies gain +10 attack.
AD01_AD01-013v2.jpg	Quan, Crusader with the Cursed Lance	fe-cipher/ad01/FeCipher-AD01-QuanCrusaderWithTheCursedLance.png	default	Yellow	AD01	AD01	playerNDeck	Custom	4(3)	Duke Knight	Male/Lance/Beast	1	70	10	The Unstoppable Lanzenritter's Leader |CONT| During your turn, this unit gains +10 attack for each of your "Quan", "Ethlyn", and "Altena" Bond cards. / Earthshattering Gae Bolg |AUTO| [Once Per Turn] [Flip 1 <Lance> Bond card face-down] When this unit attacks or is attacked, you may pay the cost and if you do: If this unit has 100 or higher attack, choose 1 non-Main Character enemy other than the enemy in combat, and destroy them. / [BS] "As long as I have the Gae Bolg..." |BOND| |AUTO| [Flip this card face-down] At the start of each player’s turn, you may pay the cost and if you do: Until the end of your Main Character's next combat, they gain +30 attack.
AD01_AD01-014v2.jpg	Ethlyn, Lady of Leonster	fe-cipher/ad01/FeCipher-AD01-EthlynLadyOfLeonster.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Troubadour	Female/Staff/Beast	-	20	20	Heal |ACT| [Tap this unit, Flip 2 bonds face-down] Choose 1 non-"Ethlyn" card from your Retreat Area, and add it to your hand. / Caring Sister |AUTO| [Once Per Turn] When your Main Character is being attacked, until the end of this combat, your Main Character gains +10 attack. / |DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent's attacking unit cannot perform a Critical Hit.
AD01_AD01-015v2.jpg	Ethlyn, Light-Wielding Holy Knight	fe-cipher/ad01/FeCipher-AD01-EthlynLightWieldingHolyKnight.png	default	Yellow	AD01	AD01	playerNDeck	Custom	3(2)	Paladin	Female/Sword/Beast	1	60	10	[CCS] Path of Hope |CONT| This unit gains +10 attack. / [BS] Baldr's Descendants |BOND| |ACT| [Flip this card face-down] Choose 1 allied "Seliph", "Sigurd", or "Ethlyn". Until the end of the turn, that unit gains +30 attack.
AD01_AD01-016v2.jpg	Ethlyn, Lambent Holy Dutchess	fe-cipher/ad01/FeCipher-AD01-EthlynLambentHolyDutchess.png	default	Yellow	AD01	AD01	playerNDeck	Custom	5(4)	Paladin	Female/Sword/Beast	1	70	10	Prayer of Hope |AUTO| When this unit is Class Changed into, you may choose 1 of your face-down Bond cards, and flip it face-up. / "I'll protect you all!" |ACT| [Once Per Turn] Choose 1 "Ethlyn" card from your hand, and place it in your Bond Area. If you do, choose 1 ally. Until the end of your opponent's next turn, that ally gains +10 attack and cannot be destroyed by the cost or effect of skills. / [BS] Dispel the Darkness |BOND| |AUTO| [Flip this card face-down] When another card is placed in your Bond Area face-down, you may pay the cost and if you do: Send that Bond card to the Retreat Area. Then, place the card sent to the Retreat Area by this skill in this turn in your Bond Area.
AD01_AD01-017v2.jpg	Finn, Faithful Lance Knight	fe-cipher/ad01/FeCipher-AD01-FinnFaithfulLanceKnight.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Lance Knight	Male/Lance/Beast	1	40	10	"I will serve my master" |AUTO| When this unit is deployed, until the end of the turn, your Main Character gains +10 attack. / |ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
AD01_AD01-018v2.jpg	Finn, Hero in Hiding	fe-cipher/ad01/FeCipher-AD01-FinnHeroInHiding.png	default	Yellow	AD01	AD01	playerNDeck	Custom	3(2)	Duke Knight	Male/Lance/Beast	1	60	10	Waiting and Training |AUTO| At the start of your opponent's turn, if this unit is untapped, until the end of the turn he gains +20 attack. / "My Oath to Quan" |CONT| This unit cannot be moved by the effect of an enemy's skill.
AD01_AD01-019v2.jpg	Finn, Guardian of a Nation's Hopes	fe-cipher/ad01/FeCipher-AD01-FinnGuardianOfANationsHopes.png	default	Yellow	AD01	AD01	playerNDeck	Custom	4(3)	Duke Knight	Male/Lance/Beast	1	70	10	Bequeathed Brave Lance |ACT| [Once Per Turn] If you have an allied "Quan" with a Deploment Cost of 3 or higher, untap this unit. / Hero Wielding the Azure Lance |AUTO| When an ally with a Deployment Cost of 3 or lower is deployed, until the end of the turn, this unit gains +10 attack. / Rally to Victory |AUTO| [Flip 1 Bond face-down] At the start of your turn, you may pay the cost and if you do: Choose 1 of your face-up Bond cards with a Deployment Cost of 3 or lower, and deploy it.
AD01_AD01-020v2.jpg	Brigid, Proud Pirate	fe-cipher/ad01/FeCipher-AD01-BrigidProudPirate.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Archer	Female/Bow	2	30	20	Orgahil's Heir |CONT| If this unit is attacking an enemy with a Deployment Cost of 1, this unit gains +10 attack. / Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack. / |ATK SUPP| Bullseye Emblem: Until the end of this combat, non-Main Character defending units cannot evade.
AD01_AD01-021v3.jpg	Eyvel, Corsair-Turned Crusader	fe-cipher/ad01/FeCipher-AD01-EyvelCorsairTurnedCrusader.png	default	Yellow	AD01	AD01	playerNDeck	Custom	4(3)	Swordmaster	Female/Sword	1	70	10	Regained Memories |SPEC| Treat this card as if its Unit Name is also "Brigid". / [CCS] Legendary Bow Yewfelle |CONT| This unit acquires <Bow>, range 2, and the following skill: "Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack." / Flare Brand |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, the number of Orbs this unit’s attack will destroy becomes 2. If this unit has <Bow>, you may choose 1 enemy, and move them.
AD01_AD01-022v2.jpg	Lewyn, Wind of Freedom	fe-cipher/ad01/FeCipher-AD01-LewynWindOfFreedom.png	default	Yellow	AD01	AD01	playerNDeck	Custom	5(4)	Sage	Male/Tome	1-2	60	20	Silessian Vessel |SPEC| [Flip 1 Bond face-down] When allied "Lewyn" is destroyed, you may pay the cost and if you do: Deploy this unit from your hand or place this card from your hand on top of allied "Lewyn" to Level Up him. / Holy Magic of Forsetti |CONT| During your turn, if you have 1 or more other <Flier> allies, this unit acquires <Flier> and gains +20 attack. / [BS] Guiding Wind |BOND| |AUTO| When this card is placed in your Bond Area, choose up to 1 of your Orbs, and place it in your Bond Area. If you do, choose 1 of your other face-up Bond cards, and place it into your Orbs. Until the end of the turn, you may not use "Guiding Wind".
AD01_AD01-023v2.jpg	Annand, Silessian Emissary	fe-cipher/ad01/FeCipher-AD01-AnnandSilessianEmissary.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Pegasus Knight	Female/Lance/Flier/Beast	1	30	30	Protector of the Prince |AUTO| [Tap this unit] When a <Flier> ally is attacked by a <Bow>, you may pay the cost and if you do: this unit becomes the target of that attack instead. / |ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally.
AD01_AD01-024v2.jpg	Annand, Fallen Wings	fe-cipher/ad01/FeCipher-AD01-AnnandFallenWings.png	default	Yellow	AD01	AD01	playerNDeck	Custom	4(3)	Falcon Knight	Female/Lance/Flier/Beast	1	60	30	Defender of Silesse |ACT| [Once Per Turn] [Tap 1 <Flier> ally] Choose 1 ally, and move them. / Expert Rider |CONT| If you have 8 or more Bond cards, this unit’s "Defender of Silesse" loses [Once Per Turn]. / Winged Army |CONT| During your turn, this unit gains +10 attack per other <Flier> ally.
AD01_AD01-025v2.jpg	Fee, Pegasus Recruit	fe-cipher/ad01/FeCipher-AD01-FeePegasusRecruit.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Pegasus Knight	Female/Lance/Flier/Beast	1	30	30	Winged Assault |AUTO| Each time another <Flier> ally is deployed, until the end of the turn this unit gains +10 attack. / |ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally.
AD01_AD01-026v2.jpg	Fee, Winter Falcon	fe-cipher/ad01/FeCipher-AD01-FeeWinterFalcon.png	default	Yellow	AD01	AD01	playerNDeck	Custom	4(3)	Falcon Knight	Female/Lance/Flier/Beast	1	60	30	Advance of the Silessean Guard |AUTO| At the start of your turn, you may choose up to 3 <Flier> allies, and move them. Until the end of the turn, the chosen allies gain +10 attack. / Healing from the Heavens |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 non-"Fee" <Flier> card in your Retreat Area, and add it to your hand.
AD01_AD01-027v2.jpg	Arthur (Jugdral), Spark on the Wind	fe-cipher/ad01/FeCipher-AD01-ArthurJugdralSparkOnTheWind.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Mage	Male/Tome	1-2	30	20	Aid from Fee |CONT| During your turn, if you have 1 or more <Flier> allies, this unit gains +10 attack. / |ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.
AD01_AD01-028v2.jpg	Arthur (Jugdral), The Perfect Storm	fe-cipher/ad01/FeCipher-AD01-ArthurJugdralThePerfectStorm.png	default	Yellow	AD01	AD01	playerNDeck	Custom	4(3)	Mage Knight	Male/Tome/Beast	1-2	60	20	Wind-Emboldened Bloodline |SPEC| If your Main Character is <Flier>, this card acquires <Flier>, and its Support Value becomes 30. / Force of Forsetti and Thrud |CONT| If this unit Critical Hits, you may send 1 <Flier> card from your hand to the Retreat Area instead of sending 1 "Arthur" from your hand to the Retreat Area. / Wrathful Tornado |CONT| If you have 2 or more other <Flier> allies, the number of Orbs this unit's attack will destroy becomes 2.
AD01_AD01-029v2.jpg	Deirdre, Priestess of Divine Blood	fe-cipher/ad01/FeCipher-AD01-DeirdrePriestessOfDivineBlood.png	default	Yellow	AD01	AD01	playerNDeck	Custom	2	Priestess	Female/Tome	1-2	40	20	Faithful Heart |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 card from your hand, reveal it, and place it face-down in your Bond Area.
AD01_AD01-030v3.jpg	Deirdre, Crusader of Calamitous Bloodline	fe-cipher/ad01/FeCipher-AD01-DeirdreCrusaderOfCalamitousBloodline.png	default	Yellow	AD01	AD01	playerNDeck	Custom	5(4)	Sage	Female/Tome	1-2	60	20	Divine Nihil |CONT| If you have 3 or more <Yellow> Bond cards, all allies who are both <Yellow> and <Tome> cannot be destroyed by the cost or effect of skills. / Blinding Dragon of Light |CONT| Non-Main Character <Dragonstone> enemies lose -10 attack. / [BS] Naga, Origin Dragon of Heavenly Light |BOND| |ACT| [Flip 1 other Bond face-down, Send this card to the Boundless Area] Choose 1 <Yellow> card in your Retreat Area, and place it in your Bond Area.
AD01_AD01-030+v3.jpg	Deirdre, Crusader of Calamitous Bloodline+	fe-cipher/ad01/FeCipher-AD01-DeirdreCrusaderOfCalamitousBloodline-2.png	default	Yellow	AD01	AD01	playerNDeck	Custom	5(4)	Sage	Female/Tome	1-2	60	20	Divine Nihil |CONT| If you have 3 or more <Yellow> Bond cards, all allies who are both <Yellow> and <Tome> cannot be destroyed by the cost or effect of skills. / Blinding Dragon of Light |CONT| Non-Main Character <Dragonstone> enemies lose -10 attack. / [BS] Naga, Origin Dragon of Heavenly Light |BOND| |ACT| [Flip 1 other Bond face-down, Send this card to the Boundless Area] Choose 1 <Yellow> card in your Retreat Area, and place it in your Bond Area.
AD01_AD01-031v2.jpg	Julia, Imperial Daughter	fe-cipher/ad01/FeCipher-AD01-JuliaImperialDaughter.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Priestess	Female/Tome	1-2	30	20	Slumbering Power |AUTO| When this unit is deployed, choose 1 card in your Boundless Area, and place it in your Bond Area. If you did, choose 1 of your face-up Bond cards, and send it to the Boundless Area. / |ATK SUPP| Holy Blood Emblem: If you have as many as or fewer Bond cards than your opponent, you may choose 1 card from your hand, and place it in the Bond Area.
AD01_AD01-032v3.jpg	Julia, Queen of the Beginning	fe-cipher/ad01/FeCipher-AD01-JuliaQueenOfTheBeginning.png	default	Yellow	AD01	AD01	playerNDeck	Custom	5(4)	Sage	Female/Tome	1-2	60	20	Successor of the Holy Naga |AUTO| [Flip 1 Bond face-down] When this card is Deployed or Class Changed into, you may pay the cost and if you do: Look at the top 5 cards of you deck.  Choose 1 card from among them and place it in your Bond Area.  Send the remaining cards to the Retreat Area. / Holy Light and Unholy Dark |ACT| [Once Per Turn] Choose 1 card in your Boundless Area, and place it in your Bond Area. If you do, choose 1 of your Bond cards, and send it to the Retreat Area.
AD01_AD01-033v2.jpg	Patty, Not a Thief	fe-cipher/ad01/FeCipher-AD01-PattyNotAThief.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Thief	Female/Sword	1	30	10	"Show me Shannan!" |CONT| If you have an allied "Shannan", this unit gains +10 attack. / |ATK SUPP| Provision Emblem: [Flip 1 Bond face-down] If you have 4 or fewer cards in your hand, you may pay the cost, and if you do: Draw 1 card.
AD01_AD01-034v2.jpg	Patty, Queen of Thieves	fe-cipher/ad01/FeCipher-AD01-PattyQueenOfThieves.png	default	Yellow	AD01	AD01	playerNDeck	Custom	4(3)	Thief Fighter	Female/Sword	1	70	10	Gotta Grab and Go! |ACT| [Once Per Turn] Both players return as many cards as they wish from their hands to their decks, then shuffle their decks. They both draw cards equal to the number of cards returned to their respective decks by this skill. Until the end of the turn, this unit gains +10 attack per each card drawn by your opponent via this skill. If this unit gains less than +20 attack, choose 1 of your face-down Bond cards and flip it face-up. / "Sorry pal, but this loot's all mine!" |AUTO| [Once per turn] When this unit's attack destroys an enemy with a Deployment Cost of 5 or higher, reveal the top 2 cards of your opponent's Deck. Choose as many cards as you wish and send them to the Retreat Area, then place the rest on top of your opponent's Deck in any order you wish.
AD01_AD01-035v2.jpg	Shannan, Remorseful Prince	fe-cipher/ad01/FeCipher-AD01-ShannanRemorsefulPrince.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Sword Fighter	Male/Sword	1	40	10	A Clean Cut |AUTO| [Once Per Turn] When a <Sword> card is placed in your Bond area, until the end of the turn, this unit gains +20 attack. / |ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
AD01_AD01-036v2.jpg	Shannan, Heir to Od	fe-cipher/ad01/FeCipher-AD01-ShannanHeirToOd.png	default	Yellow	AD01	AD01	playerNDeck	Custom	3(2)	Swordmaster	Male/Sword	1	60	10	Protector of the Weak |CONT| If you have 1 or more allies with a Deployment Cost of 1 or lower, this unit gains +10 attack. / [BS] Focused Stance |BOND| |ACT| Add this card from your Bond Area to your hand. If you do, choose 1 <Yellow> <Sword> ally. Until the end of the turn, that unit gains +20 attack. Choose 1 card from your hand, and place it face-down in your Bond Area.
AD01_AD01-037v2.jpg	Saias, Velthomer Noble	fe-cipher/ad01/FeCipher-AD01-SaiasVelthomerNoble.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Priest	Male/Staff	-	20	20	Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-"Saias" card from your Retreat Area, and add it to your hand. / Purification |ACT| [Once Per Turn] Reveal the top card of your deck. You may send that card to the Boundless Area. If you do not, send it to the Retreat Area. / |DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent's attacking unit cannot perform a Critical Hit.
AD01_AD01-038v2.jpg	Saias, Purifying Flame	fe-cipher/ad01/FeCipher-AD01-SaiasPurifyingFlame.png	default	Yellow	AD01	AD01	playerNDeck	Custom	5(4)	High Priest	Male/Tome	1-2	60	20	Kindling Flame for the Weak |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 card in your Boundless Area with the same Unit Name as your Main Character, and add it to your hand. / Absolute Purifying Flame |ACT| [Flip 3 Bonds face-down] [Once Per Turn] Choose 2 <Yellow> cards in your Boundless Area with a Deployment Cost of 5 or lower. Deploy 1 of the chosen cards, and place the other in your Bond Area.
AD01_AD01-039v2.jpg	Ishtar, Beautiful Princess of Friege	fe-cipher/ad01/FeCipher-AD01-IshtarBeautifulPrincessOfFriege.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Thunder Mage	Female/Tome	1-2	30	20	Gathering Storm |AUTO| [Flip 2 Bonds face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 "Ishtar" from your Retreat Area, and add it to your hand. / |ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.
AD01_AD01-040v2.jpg	Ishtar, Noble in the Storm	fe-cipher/ad01/FeCipher-AD01-IshtarNobleInTheStorm.png	default	Yellow	AD01	AD01	playerNDeck	Custom	3(2)	Sage	Female/Tome	1-2	50	20	Shielded by Thunder |CONT| If you have an an allied "Reinhardt", this unit gains +10 attack. / [BS] Rattling Lightning |BOND| |ACT| [Send this card to the Boundless Area] If you have an allied "Ishtar", you may choose 1 of your opponent's Bond cards, and flip it face-down.
AD01_AD01-041v2.jpg	Ishtar, Lightning's Final Strike	fe-cipher/ad01/FeCipher-AD01-IshtarLightningsFinalStrike.png	default	Yellow	AD01	AD01	playerNDeck	Custom	4(3)	Sage	Female/Tome	1-2	60	20	Brilliant Adept |ACT| [Once Per Turn] [Send 1 "Ishtar" from your hand to the Retreat Area] Choose 1 non-Main Character enemy, and destroy them. / Mjolnir, Sky Rending Tome |AUTO| [Flip 2 Bonds face-down] When this unit destroys an enemy, you may pay the cost and if you do: Choose 1 non-Main Character enemy and place it in your opponent’s Bond Area face-down. If you do, choose 1 card from your opponent's Bond Area with the same <Symbol> as the destroyed enemy, and send it to the Retreat Area.
AD01_AD01-042v2.jpg	Reinhardt, Committed Noble	fe-cipher/ad01/FeCipher-AD01-ReinhardtCommittedNoble.png	default	Yellow	AD01	AD01	playerNDeck	Custom	1	Mage	Male/Tome	1-2	30	20	Thunder's Child |CONT| If this unit is attacking your opponent's Main Character, he gains +10 attack. / |ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.
AD01_AD01-043v2.jpg	Reinhardt, Friegan Vessel	fe-cipher/ad01/FeCipher-AD01-ReinhardtFrieganVessel.png	default	Yellow	AD01	AD01	playerNDeck	Custom	3(2)	Mage Knight	Male/Sword/Beast	1	60	20	Lightning Guardian |CONT| If you have an allied "Ishtar", this unit gains +10 attack. / Magical Inheritance |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires <Tome> and range 1-2.
AD01_AD01-044v2.jpg	Reinhardt, Leader of the Gelbenritter	fe-cipher/ad01/FeCipher-AD01-ReinhardtLeaderOfTheGelbenritter.png	default	Yellow	AD01	AD01	playerNDeck	Custom	4(3)	Mage Knight	Male/Tome/Beast	1-2	60	20	Eradicating Lightning |ACT| [Flip 1 <Yellow> Bond face-down] Until the end of the turn, this unit gains +30 attack. / "Magic is Everything!" |AUTO| [Once Per Turn] When this unit is untapped by the effect of a skill, draw 1 card. / [BS] The Pride of Friege |BOND| |ACT| [Flip 1 other Bond face-down] Class Change allied "Reinhardt" with this face-up card from your Bond Area. Then, untap allied "Reinhardt". This skill is only usable if allied "Reinhardt" has 120 or higher attack.
