databaseId	name	imageUrl	cardBack	type	allowedPaths	attack	attackingFactions	buckler	cardNumber	defendingFactions	defense	faction	leadershipAttack	leadershipDefense	pathCombat	pathNumber	playerName	set	skull	text	victoryPoints	wielders
0c44e778-3985-4b1b-8390-c1fd3c8704f9	Paths of the Dead	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-PathsOfTheDead.jpg	Free Peoples Card	Event					15			Dúnedain					Aragorn	Core		Forsake 2 cards and then draw 4 cards, or 5 if Aragorn or Strider is in reserve.		
0d9d3d39-6599-4350-a475-f87272681130	Treebeard	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-Treebeard.jpg	Free Peoples Card	Character	5,6	1		1	56		1	Wizard			1		Hobbit	Core		Ent. +[attack] on Orthanc. When played or moved to a battleground, the Isengard player must eliminate 1 Isengard army on that battleground.		
0dbce6e3-7250-4252-9c56-d20a65df30bf	The Beguiler	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-TheBeguiler.jpg	Shadow Card	Character	1,2,3,5,6,7,8,9				103			Mordor	1		1		Sauron	Core	1	Nazgûl. If in reserve, you may use your action and cycle this card so each Free Peoples player must cycle 1 card from hand.		
0de547a1-cdba-4050-9108-26b7f6c5a695	Fas Red Rules 1	war-of-the-ring-card-game/fire-and-swords/WarOfTheRingCardGame-FireAndSwords-FasRedRules1.jpg	Shadow Battleground	Rules														Fire and Swords				
0e7f1eb8-10b8-45df-888d-e16eaecf0ff2	Erebor	war-of-the-ring-card-game/fire-and-swords/WarOfTheRingCardGame-FireAndSwords-Erebor.jpg	Free Peoples Battleground	Battleground			Easterling, Monstrous		16	Dwarf, Northmen, Wizard	2							Fire and Swords		Dale must also be activated, if it is in the Free Peoples battleground deck. The Dwarf player may take 1 Dwarf card from their cycle pile into hand.	1	
1074decf-9dd6-466b-b22d-08a4a8f4e8de	Watcher in the Water	war-of-the-ring-card-game/ats-fire-and-swords/WarOfTheRingCardGame-AtSFireAndSwords-WatcherInTheWater.jpg	Shadow Card	Character	4				167		1	Monstrous			1			AtS-Fire and Swords	1	If on a path 4, use an action to activate a different, random path 4. If in reserve and the active path is 5–9, use an action and eliminate this card so each Free Peoples player must forsake 1 card.		
10c36e6a-f2c1-4b13-8a2d-9108773a5c3f	Umbar	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-Umbar.jpg	Shadow Battleground	Battleground			Dúnedain, Wizard		14	Southron	2							Core		Each Shadow player draws 1 card.	1	
1135415d-4fbd-436b-9c05-cfd2a1ac90e2	The Day Without Dawn	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-TheDayWithoutDawn.jpg	Shadow Card	Event					119			Mordor					Sauron	Against the Shadow		Draw up to 7 cards, one at a time: play the first 2 armies drawn and then stop; cycle the unplayed cards.		
13b54108-1e99-44b9-8dc5-4612bf1de2f9	Corsairs of Umbar	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-CorsairsOfUmbar.jpg	Shadow Card	Army		1			85		1	Southron					Isengard	Against the Shadow		If in reserve, use an action and cycle this card to activate Umbar if it is in the Shadow battleground deck.		
141a62f9-2243-4708-982a-efe1a5871612	Riders of Rohan	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-RidersOfRohan.jpg	Free Peoples Card	Army		2			43		1	Rohan					Hobbit	Core				
143dc9f5-28bd-4681-b793-731a21544c90	Lothlórien	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-LothlRien.jpg	Path 5	Path				2	15						2	5		Core		The Elf player draws 1 card and then cycles 1 card from hand.	1	
1451c7a0-0d80-483d-b9e3-d0e480e05f5f	Horde from the East	war-of-the-ring-card-game/ats-fire-and-swords/WarOfTheRingCardGame-AtSFireAndSwords-HordeFromTheEast.jpg	Shadow Card	Event					159			Easterling						AtS-Fire and Swords		Choose: Add [attack][attack] or [defense] to an Easterling or Mordor army on a battleground; forsake 1 card to add 1 corruption; or draw 2 cards.		
145d6145-15cd-40ae-bcdb-9cecd87e0584	Wolf-riders	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-WolfRiders.jpg	Shadow Card	Army		2			63		1	Isengard					Isengard	Against the Shadow				
1510bb6a-66f1-446f-bf09-8241187c4432	Gorbag & Shagrat	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-GorbagShagrat.jpg	Shadow Card	Character	8,9				100			Mordor		1	1		Sauron	Against the Shadow	1	+[pathCombat] on Cirith Ungol. When played or moved to a path, forsake 1 card.		
152c9e6d-0728-423c-8698-ae00f7da786f	Gandalf's Staff	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-GandalfsStaff.jpg	Free Peoples Card	Item		1		1	58		1	Wizard			1		Hobbit	Core		Weapon. While in play, increase your carryover limit by 1.		Gandalf
15c5255d-314a-4bed-bd00-35b89d1db51d	Olog-hai	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-OlogHai.jpg	Shadow Card	Army		2			98		2	Mordor					Sauron	Core				
160128e7-afd9-4fc8-a1bf-0e838521ed8a	FaS Rulebook 12	war-of-the-ring-card-game/fire-and-swords/WarOfTheRingCardGame-FireAndSwords-FaSRulebook12.jpg	FaS Rulebook	Rulebook					12									Fire and Swords				
174455ea-d6cb-44e6-947f-ae9ccfe24884	Fas Blue Rules 1	war-of-the-ring-card-game/fire-and-swords/WarOfTheRingCardGame-FireAndSwords-FasBlueRules1.jpg	Free Peoples Battleground	Rules														Fire and Swords				
177f4785-8aff-4f33-847b-676f55b8446f	Edoras	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-Edoras.jpg	Free Peoples Battleground	Battleground			Saruman		2	Rohan, Wizard	1							Core		Helm's Deep must also be activated, if it is in the Free Peoples battleground deck.	1	
178edd70-878d-4c1c-a64c-9eb913611450	Minas Morgul	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-MinasMorgul.jpg	Shadow Battleground	Battleground			Dúnedain, Wizard		10	Mordor	2							Core		The Mordor player draws 5 cards, and from these may play up to 1 Nazgûl to reserve, and then cycles the rest.	2	
187d17a9-a7cf-4929-a906-e94ae3384905	Palantír of Orthanc	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-PalantROfOrthanc.jpg	Shadow Card	Event					69			Isengard					Isengard	Against the Shadow		Choose: Draw 2 cards; or forsake 1 card to add 1 corruption.		
18ae9116-5bff-492a-93ab-fa1be7b05eba	The Old Forest (House Rule)	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-TheOldForestHouseRule.jpg	Path 2	Path					5							2		Core		Each Free Peoples player must forsake 1 card.	2	
1941b0d7-0564-4431-a7f9-41e43e4d6490	The Last Stroke of Doom	war-of-the-ring-card-game/ats-fire-and-swords/WarOfTheRingCardGame-AtSFireAndSwords-TheLastStrokeOfDoom.jpg	Shadow Card	Event					180			Southron						AtS-Fire and Swords		Choose: Add [attack] to a Shadow army on a battleground; or forsake 1 card to add 1 corruption.		
1972c4ad-2a7a-4f03-b183-d7dbb544de3e	Mordor Orcs	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-MordorOrcs-2.jpg	Shadow Card	Army		1			95		1	Mordor					Sauron	Core				
199b7d3d-9e02-4a21-b932-f44c0eb4620e	Allies of Sauron	war-of-the-ring-card-game/fire-and-swords/WarOfTheRingCardGame-FireAndSwords-AlliesOfSauron.jpg	Shadow Card	Army		1			44		1	Easterling						Fire and Swords		+ [attack] on Dale. If in reserve, you may use your action and eliminate this card to activate Dale if it is in the Free Peoples battleground deck.		
19d18e6b-b4b1-4e71-8df3-8ea283a13bcc	Rulebook 02	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-Rulebook02.jpg	Rulebook	Rulebook					2									Core				
19e4aee4-9637-4d2a-a9ca-cc115faae90f	Uglúk	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-UglK.jpg	Shadow Card	Character	5.6				68			Isengard	1	1	1		Isengard	Core	1	If on a path, you may use your action to activate a different path of the same number.		
1aac2714-d9ad-43be-ae7d-e62c39753091	Glorfindel	war-of-the-ring-card-game/fire-and-swords/WarOfTheRingCardGame-FireAndSwords-Glorfindel.jpg	Free Peoples Card	Character	2,3	1		1	102		1	Elf			1			Fire and Swords		If on a path 2 or 3, you may use your action and cycle this card to activate a random path 3; then, each Shadow player draws 2 cards and must cycle 1 card from hand.		
1bf8e385-9b87-47a0-a536-f560cc0db14e	Mirror of Galadriel	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-MirrorOfGaladriel.jpg	Free Peoples Card	Item					27			Elf					Aragorn	Core		While in play, you may always examine the top card of your draw deck.		Galadriel
1cc677c5-db10-4cfe-9398-f532ec53bc4c	Sting	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-Sting.jpg	Free Peoples Card	Item				1	41			Hobbit			1		Hobbit	Core		Weapon. +[pathCombat] if the wielder is on the same path as a Monstrous character.		Frodo, Sam
1d7fc1de-3c2e-4421-a988-b2364298d3f7	Rulebook 17	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-Rulebook17.jpg	Rulebook	Rulebook					17									Core				
1dde4cd2-d7b7-4427-ab55-a1e2c2ab4568	Buckleberry Ferry	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-BuckleberryFerry.jpg	Path 1	Path				1	2						1	1		Core		The Mordor player and the Hobbit player draw 1 card each.	1	
1e7b71c7-76b8-45d8-8814-db3f8236d7fa	The Great Gate	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-TheGreatGate.jpg	Free Peoples Card	Army					5			Dúnedain					Aragorn	Core		+[defense] [defense] [defense] on Minas Tirith. This card cannot be played or moved to a Shadow battleground.		
1ebbe5f8-0901-48bf-8802-c58d2eff7c84	Gildor's Encampment	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-GildorsEncampment.jpg	Path 1	Path				1	3						1	1		Core		The Elf player draws 1 card and then cycles 1 card from hand.	1	
1f48b66a-d0a1-4212-8bff-95b5b4f67e89	Galadriel	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-Galadriel.jpg	Free Peoples Card	Character	5	1		2	22		1	Elf	1	1	2		Aragorn	Core		When played, draw 1 card. While in reserve, draw 1 additional card each Draw step, then cycle 1 card from hand.		
1f563c26-db58-44d3-8aeb-67ce356aad74	The Old Forest	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-TheOldForest.jpg	Path 2	Path				1	5						1	2		Core		Each Free Peoples player must forsake 1 card.	2	
1fc35485-f30f-4867-99b8-b5f6c220780e	Gollum	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-Gollum.jpg	Shadow Card	Character	6,7,8,9				81			Monstrous			1		Isengard	Against the Shadow	1	If on a path, use an action to activate a different random path of the same number. If eliminated for any reason, cycle this card instead.		
1fda0f35-cf4f-4674-a8af-fa9bbf77830d	Uglúk	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-UglK.jpg	Shadow Card	Character	5.6				68			Isengard	1	1	1		Isengard	Against the Shadow	1	If in reserve, move this card to a path 6, even if the Shadow is winning. If on a path, use an action to activate a different random path of the same number.		
1fe0b55a-be48-42fb-9ecb-42633196e101	Nenya, Ring of Adamant	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-NenyaRingOfAdamant.jpg	Free Peoples Card	Item		1		1	28		1	Elf			1		Aragorn	Core		If in reserve, you may use your action and cycle this card to add [pathCombat] to the active path, or to add [defense] to an active battleground.		Galadriel
204addeb-f37e-475b-82ca-fb67a853e594	Éomer	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-Omer.jpg	Free Peoples Card	Character		1			46			Rohan		1			Hobbit	Core		When played, draw 5 cards: from these play up to 1 Rohan army, and cycle the rest.		
20710710-079c-499e-8d45-74d4c436c6ed	Candles of Corpses	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-CandlesOfCorpses.jpg	Shadow Card	Character	6,7				77			Monstrous			1		Isengard	Against the Shadow	1	+[pathCombat] on Dead Marshes. If in reserve and the active path is 8-9, use an action, eliminate this card, and forsake 1 card so the Hobbit player must cycle 1 card from hand.		
20a03f3a-abdd-49aa-b4c0-f2fb04e1eeff	GP Rulebook 03	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-GPRulebook03.jpg	Rulebook	Rulebook					3									Core				
211bad96-3abb-49e8-a925-aa4b255c59ed	Théoden	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-ThOden.jpg	Free Peoples Card	Character					48			Rohan					Hobbit	Core		+[attack] +[defense] if Gandalf is in play. When played, draw 5 cards: from these play up to 1 Rohan card, and cycle the rest.		
21a43845-e174-41c4-a543-e15bc2b7b1f1	Prince Imrahil	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-PrinceImrahil.jpg	Free Peoples Card	Character					11		1	Dúnedain	1				Aragorn	Core		When played, you may cycle 1 card from hand to take Knights of Dol Amroth from your draw deck into hand.		
21f9a1ab-c7a4-431e-a527-b309229b646d	The Messenger	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-TheMessenger.jpg	Shadow Card	Character	1,2,3,5,6,7,8,9				109			Mordor	1		1		Sauron	Against the Shadow	1	Nazgûl. When played: Draw up to 5 cards, one at a time: play the first Nazgûl character drawn and then stop; cycle the unplayed cards.		
22aabf4f-7657-4519-ac3b-b7aadda9ba0d	Dunland	war-of-the-ring-card-game/ats-fire-and-swords/WarOfTheRingCardGame-AtSFireAndSwords-Dunland.jpg	Shadow Battleground	Battleground			Northmen, Rohan, Wizard		21	Isengard, Ruffian								AtS-Fire and Swords		The Ruffian player draws up to 7 cards, one at a time: play the first Ruffian army or Ruffian character drawn and then stop; cycle the unplayed cards.	1	
23f8de28-b9ce-4008-89b0-f8d92ca1e23d	Orc-Chieftain	war-of-the-ring-card-game/ats-fire-and-swords/WarOfTheRingCardGame-AtSFireAndSwords-OrcChieftain.jpg	Shadow Card	Character	4,5				165			Monstrous	1	1	1			AtS-Fire and Swords	1	When played, draw 1 card.		
242eaacf-aa92-482e-99b2-300a833f332d	Many Kings to the Service of Mordor	war-of-the-ring-card-game/ats-fire-and-swords/WarOfTheRingCardGame-AtSFireAndSwords-ManyKingsToTheServiceOfMordor.jpg	Shadow Card	Event					160			Easterling						AtS-Fire and Swords		Draw 7 cards, one at a time: from these, play the first army drawn from each faction and then stop; cycle the unplayed cards.		
245ed805-c7c1-40e5-906b-fe53c15a43fc	Rhûn	war-of-the-ring-card-game/ats-fire-and-swords/WarOfTheRingCardGame-AtSFireAndSwords-RhN.jpg	Shadow Battleground	Battleground			Dúnedain, Wizard		23	Easterling, Mordor, Southron								AtS-Fire and Swords		The Easterling player draws up to 7 cards, one at a time: play the first Easterling army or Easterling character drawn and then stop; cycle the unplayed cards.	1	
24cdd646-699c-4bf8-a114-9d4f75fcaccf	Rulebook 24	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-Rulebook24.jpg	Rulebook	Rulebook					24									Core				
24d12d58-6cae-4ace-b1a9-f7173c0d2dad	GP Rulebook 05	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-GPRulebook05.jpg	Rulebook	Rulebook					5									Core				
25c1df91-b8d1-4727-b7a6-0ab26ef6cab9	Death! Ride, Ride to Ruin!	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-DeathRideRideToRuin.jpg	Free Peoples Card	Event					50			Rohan					Hobbit	Core		Eliminate any number of Rohan cards from reserve; the Mordor player must eliminate the same number of Mordor cards from active battlegrounds.		
25f95638-87b5-4476-ac84-7e354e78cdd8	The Red Arrow	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-TheRedArrow.jpg	Free Peoples Card	Event					16			Dúnedain					Aragorn	Core		This round, Rohan cards may be played or moved to Dúnedain battlegrounds.		
26a66b0c-6d2c-4e50-97df-ee6e013ffb85	The Council of Elrond	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-TheCouncilOfElrond.jpg	Path 3	Path				1	9						1	3		Core		Each Free Peoples player draws 1 card.	1	
274ef8ad-d81a-4601-b9bc-cac7d8d8e318	Dimrill Dale	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-DimrillDale.jpg	Path 5	Path					13							5		Core		Each Shadow player must cycle 2 cards from hand.	1	
27b02a55-c886-4c7f-9ea7-72a8b54e2daa	Hill-troll	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-HillTroll.jpg	Shadow Card	Character	2,3,4,5,6,7,8,9	1			82		1	Monstrous			1		Isengard	Against the Shadow	1			
29db686e-e1b5-49b5-9b7d-8307fd496b79	Rulebook 18	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-Rulebook18.jpg	Rulebook	Rulebook					18									Core				
2a34b48f-bf62-47ad-8d6c-f14213419976	Haradrim Cavalry	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-HaradrimCavalry.jpg	Shadow Card	Army		1			88		1	Southron					Isengard	Against the Shadow		If in reserve, use an action to activate Minas Tirith if it is in the Free Peoples battleground deck, and then move this card to Minas Tirith.		
2b149357-59f8-4b10-beb2-4463ffcc28a5	Spies	war-of-the-ring-card-game/ats-fire-and-swords/WarOfTheRingCardGame-AtSFireAndSwords-Spies.jpg	Shadow Card	Character	1,2,3	1			173			Ruffian			1			AtS-Fire and Swords	1	If in reserve, use an action, eliminate this card, and each Free Peoples player must forsake 1 card.		
2b4a07e9-0141-45c4-a96a-fa4d9dda3d43	Northmen Militia	war-of-the-ring-card-game/fire-and-swords/WarOfTheRingCardGame-FireAndSwords-NorthmenMilitia.jpg	Free Peoples Card	Army		1			109		1	Northmen						Fire and Swords				
2ba28b75-852e-4659-85ba-bde4931b5229	Mordor Orcs	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-MordorOrcs-3.jpg	Shadow Card	Army		1			93		1	Mordor					Sauron	Core				
2bec5d0d-6347-4b00-aab2-62eab79e1c09	Dáin Ironfoot	war-of-the-ring-card-game/fire-and-swords/WarOfTheRingCardGame-FireAndSwords-DInIronfoot.jpg	Free Peoples Card	Character		1			99		1	Dwarf						Fire and Swords		+ [LDdefense] on Erebor. When played, you may take 1 random card from your cycle pile into hand.		
2c8914b5-1794-48b0-a9a7-38084cb7e93b	Lost!	war-of-the-ring-card-game/fire-and-swords/WarOfTheRingCardGame-FireAndSwords-Lost.jpg	Shadow Card	Event					94			Ruffian						Fire and Swords		Add [pathCombat] to the active path; then, if no Free Peoples characters are on it, you may activate a different, random path of the same number.		
2d3f7241-b72e-4ee4-980b-597f8b056966	A Little Mischief in a Mean Way	war-of-the-ring-card-game/ats-fire-and-swords/WarOfTheRingCardGame-AtSFireAndSwords-ALittleMischiefInAMeanWay.jpg	Shadow Card	Event					163			Isengard						AtS-Fire and Swords		Choose: If Saruman is in the eliminated pile, add 1 corruption; forsake 2 cards to add 2 corruption; or forsake 1 card to draw 3 cards.		
2d5a9a32-9430-4f65-8291-771ce21e29cf	Dunland	war-of-the-ring-card-game/fire-and-swords/WarOfTheRingCardGame-FireAndSwords-Dunland.jpg	Shadow Battleground	Battleground			Northmen, Rohan, Wizard		21	Isengard, Ruffian								Fire and Swords		The Ruffian player draws 7 cards, and from these may play up to 1 Ruffian card, and then cycles the rest.	1	
2db048b2-a06f-4734-b627-8f313edec396	Haradrim Regulars	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-HaradrimRegulars.jpg	Shadow Card	Army		1			87		1	Southron					Isengard	Core		If in reserve, you may use your action and eliminate this card to activate Harad if it is in the Shadow battleground deck.		
2e650769-f9f4-4cf0-b57f-8f019b538b02	Dead Men of Dunharrow	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-DeadMenOfDunharrow.jpg	Free Peoples Card	Army					1			Dúnedain					Aragorn	Core		+[attack] [attack] +[defense] [defense] supporting Strider or Aragorn.		
2eeb6646-9162-4504-ae8d-3702c9962815	Trolls of Udûn	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-TrollsOfUdN.jpg	Shadow Card	Army		1			99		2	Mordor					Sauron	Core				
2f86e74f-1b7e-4b8d-b7f8-7b1b25718248	Squint-eyed Southerner	war-of-the-ring-card-game/fire-and-swords/WarOfTheRingCardGame-FireAndSwords-SquintEyedSoutherner.jpg	Shadow Card	Character	2				90			Ruffian	1		1			Fire and Swords	1	When played, draw 7 cards: from these, take up to 1 Ruffian card into hand, and cycle the rest.		
2ff0ecca-e46d-4cbf-8876-28efe7f3a253	Sam Gamgee	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-SamGamgee.jpg	Free Peoples Card	Character	1,2,3,4,5,6,7,8,9			1	38			Hobbit			1		Hobbit	Core		If in reserve, you may use your action and cycle this card, along with any wielded items, to add [pathCombat] to the active path.		
2ffefc8b-431c-4177-a010-25605ed66a34	Imladris	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-Imladris.jpg	Path 3	Path				1	8						1	3		Core		The Elf player draws 2 cards.	1	
304cba39-2c8d-446c-9f8c-55f24594aea0	Morgul Vale	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-MorgulVale.jpg	Path 8	Path					23							8		Against the Shadow		The Mordor player draws up to 5 cards, one at a time: play the first Nazgûl character drawn and then stop; cycle the unplayed cards.	2	
305de154-be05-43a4-b1bd-7dce78ba8a1a	GP Rulebook 02	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-GPRulebook02.jpg	Rulebook	Rulebook					2									Core				
31128076-9391-4a9a-ab69-cc0eaace6728	FaS Rulebook 10	war-of-the-ring-card-game/fire-and-swords/WarOfTheRingCardGame-FireAndSwords-FaSRulebook10.jpg	FaS Rulebook	Rulebook					10									Fire and Swords				
32883b6b-9248-430c-b246-934cb4cf38d8	Gwaihir the Windlord	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-GwaihirTheWindlord.jpg	Free Peoples Card	Character	9	1		1	53		1	Wizard			1		Hobbit	Core		If in reserve, you may use your action and cycle this card to take Gandalf the Grey or Gandalf the White from your cycle pile into hand.		
32973889-5483-4653-8b16-a10782429078	Elrond	war-of-the-ring-card-game/core/WarOfTheRingCardGame-Core-Elrond.jpg	Free Peoples Card	Character	3	1		2	21		1	Elf	1	1	2		Aragorn	Core		When played, draw 1 card. While in reserve, increase your carryover limit by 1.		
329b7b6f-8e21-4845-880a-630c7ea29540	White Hand Orcs	war-of-the-ring-card-game/against-the-shadow/WarOfTheRingCardGame-AgainstTheShadow-WhiteHandOrcs.jpg	Shadow Card	Army		1			65		1	Isengard					Isengard	Against the Shadow		If this card is eliminated for any reason, cycle it instead.		
