databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	subtype	combat	wits	grail	rarity	text	altText	number
49d7c56a-cd9a-4c32-a8b3-b01f2a4875e4	A Plan	monty-python-ccg/main/MontyPythonCcg-Main-APlan.jpg	default	Event	Main	Main	playerNDeck				5	Rare	Take a card from opponent and play it immediately or place it in the Dead Cart.	"{or: look at opponent's hand}"	223
ad9c9d78-09ff-47ff-903d-f9124c2ae194	A Scratch	monty-python-ccg/main/MontyPythonCcg-Main-AScratch.jpg	default	Event, Permanent Event	Main	Main	playerNDeck				2	Common	Permanently lower the Combat value of target Knight by 2.  May be played with Flesh Wound.	"{or: Save a Knight from death but with a Permanent -2 penalty to Combat}"	257
98e2af08-72b5-4ab5-8a4b-8baa45c5aa91	A Silly Place	monty-python-ccg/main/MontyPythonCcg-Main-ASillyPlace.jpg	default	Event, Permanent Event	Main	Main	playerNDeck				1	Common	Knights may not enter or pass this Castle.	"{or: Knights must leave a Castle}"	268
053140a7-ec81-43ca-acc8-3d0e026469b8	A Spanking	monty-python-ccg/main/MontyPythonCcg-Main-ASpanking.jpg	default	Event	Main	Main	playerNDeck				4	Rare	Play on a Village or Castle.  Knights may not leave this Village or Castle for one turn.	"{or: +2 to a Combat draw}"	275
7350cb62-2725-4fb5-981b-fb13241e2653	A Treat	monty-python-ccg/main/MontyPythonCcg-Main-ATreat.jpg	default	Event	Main	Main	playerNDeck				4	TYAST Deck B	Search your deck for the Killer Rabbit and reshuffle.	"{or: +2 to a Combat draw}"	455
f2ef227e-edab-4779-a121-ffa2f0bfdfce	A Witch	monty-python-ccg/main/MontyPythonCcg-Main-AWitch.jpg	default	Adversary	Main	Main	playerNDeck		2		4	Fixed 2, Common	Will not occupy a Castle.  Witch turns one Knight into a Newt for a Grail Number draw of turns.  Witch chooses the Knight.	"{or: +1 to a Village Event draw}"	304
4f979510-8c74-45e4-b838-f89454426329	Acne	monty-python-ccg/main/MontyPythonCcg-Main-Acne.jpg	default	Taunt	Main	Main	playerNDeck				3	TYAST Deck C	Knights may not enter or pass a Castle for one turn.	"{or: -2 to a Round Table or Wits draw}"	318
58ecafd9-5b17-46c8-b71e-fca6e77cb1b9	Advancing Behavior	monty-python-ccg/main/MontyPythonCcg-Main-AdvancingBehavior.jpg	default	Taunt	Main	Main	playerNDeck				4	Fixed 2, Common	"Opponent's Knights may not have Wits with Adversary, Knight, or Persona."	"{or: -2 to Castle Table draw}"	2
3e32126a-c23d-4ff0-8fe5-fbe80f922819	African Swallow	monty-python-ccg/main/MontyPythonCcg-Main-AfricanSwallow.jpg	default	Adversary	Main	Main	playerNDeck	Peril			2	TYAST Deck A	Special Combat:  Every time African Swallow is in the same space as opponent's Round Table, a coconut drops on a Knight's head of opponent's choice causing a Permanent -1 to Combat.  You may move the African Swallow one space during opponent's turn.	"{or: -1 to a Combat draw}"	319
8894f082-31be-4b24-8b02-db2b7a314c43	African Swallow Steals Coconuts	monty-python-ccg/main/MontyPythonCcg-Main-AfricanSwallowStealsCoconuts.jpg	default	Event	Main	Main	playerNDeck				4	Rare	Player's Round Table may not move this turn.	"{or: swallow drops a coconut on opponent.  +1 to a Combat draw}"	3
089a2bee-4ec4-4fa6-9b22-4f01c5bb5e4b	Ain't Heard Nothing	monty-python-ccg/main/MontyPythonCcg-Main-AintHeardNothing.jpg	default	Taunt	Main	Main	playerNDeck				6	Uncommon	Player must double Ante (or Eliminate the top two cards from their deck and two more for each Ain't Heard Nothing or Herring in your Dead Cart if not playing for Ante).	"{or: -2 to a Wits draw}"	4
c204f3dc-252b-4f8a-a045-842b2ef10eff	Allo	monty-python-ccg/main/MontyPythonCcg-Main-Allo.jpg	default	Event	Main	Main	playerNDeck				5	Rare	"-1 on a draw made to find the Holy Grail."	{or: opponent may not invite Knights to join their Round Table for 1 turn}	6
3798b49f-9127-4dc5-afe4-9fa5b5d45b1f	Already Got One	monty-python-ccg/main/MontyPythonCcg-Main-AlreadyGotOne.jpg	default	Event	Main	Main	playerNDeck				1	Rare	Opponent automatically fails a draw made to find the Holy Grail.	"{or: +1 to a Combat draw}"	7
358899cc-d9f8-467d-8118-670c061aecda	Anarcho-Syndicalist Commune (Base Set)	monty-python-ccg/main/MontyPythonCcg-Main-AnarchoSyndicalistCommuneBaseSet.jpg	default	Village	Main	Main	playerNDeck				2	Fixed 2, Common	"+5 Combat to non-Knight occupants.  Player may draw 1 extra card during draw phawe.  A Knight(s) attempting to enter this village is subject to a random event determined by a Grail Number draw.  1 or less: Place a card from your hand in the Dead Cart.  It's lost in the lovely filth).  2: Adversaries get +2 Wits.  3: Peasant revolt, -2 to next Combat draw.  4: Castle may not be occupied by Knight(s).  5: Receive taunting, run away.  6+: Discard all Items in your Round Table. "	"{or: +1 to a Wits draw}"	8
6bf6510f-9a46-4625-9f0c-5a9803c69e78	Anarcho-Syndicalist Commune (TYAST)	monty-python-ccg/main/MontyPythonCcg-Main-AnarchoSyndicalistCommuneTYAST.jpg	default	Land	Main	Main	playerNDeck				6	TYAST Deck B	+1 Combat for Adversaries.  Knights here may grant a Persona Knighthood if a Page is available to carry their coconuts.	"{or: +2 to a Wits draw}"	320a
09186897-ae36-4d8f-b25f-69ead1821ff2	Anarcho-Syndicalist Commune (TYAST)	monty-python-ccg/main/MontyPythonCcg-Main-AnarchoSyndicalistCommuneTYAST-2.jpg	default	Land	Main	Main	playerNDeck				6	TYAST Deck D	+1 Combat for Adversaries.  Knights here may grant a Persona Knighthood if a Page is available to carry their coconuts.	"{or: +2 to a Wits draw}"	320b
f2f3a3cc-cf28-4dbc-8853-e39a1ff8c5d6	Angelic Influence	monty-python-ccg/main/MontyPythonCcg-Main-AngelicInfluence.jpg	default	Event, Permanent Event	Main	Main	playerNDeck				1	Rare	"Permanent +1 on draws to find the Holy Grail. "	"{or: Search your deck for God and reshuffle}"	10
213f570f-9f16-4ccd-8cd6-c0c64cacac51	Angry Mob	monty-python-ccg/main/MontyPythonCcg-Main-AngryMob.jpg	default	Adversary	Main	Main	playerNDeck		5		3	Common	Will not occupy a Castle.	"{or: +1 to a Combat draw}"	11
3c9c47ea-e932-4bca-a91b-79f8485858d1	Appy the Page	monty-python-ccg/main/MontyPythonCcg-Main-AppyThePage.jpg	default	Page	Main	Main	playerNDeck				4	TYAST Deck B, TYAST Deck C, TYAST Deck D	May carry 2 items.	"{Lion.  Peril.  Combat 6.}"	321a
2ac6d34d-213c-4bf1-9dce-aeaa6ead443f	Appy the Page	monty-python-ccg/main/MontyPythonCcg-Main-AppyThePage-2.jpg	default	Page	Main	Main	playerNDeck				4	TYAST Deck A	May carry 2 items.	"{Lion.  Peril.  Combat 6.}"	321b
6f33d587-da76-424e-845d-9dc69968ebe8	Arcane Writing	monty-python-ccg/main/MontyPythonCcg-Main-ArcaneWriting.jpg	default	Item	Main	Main	playerNDeck				6	Uncommon	If Brother Maynard is also in play, player may peek at any face-down card once per turn in lieu of movement.	"{or: +1 on a draw made to find the Holy Grail.}"	13
c40d1a63-23cd-493c-8734-a0bd7082d4be	Archibald the Page	monty-python-ccg/main/MontyPythonCcg-Main-ArchibaldThePage.jpg	default	Page	Main	Main	playerNDeck				2	Fixed 2, Common	May carry 1 item.	"{Robber Knight.  Adversary Knight.  Combat 5, Wits 4.}"	14
4ee2e23a-a30d-41ec-a8a7-211906866b4c	Arrested	monty-python-ccg/main/MontyPythonCcg-Main-Arrested.jpg	default	Event	Main	Main	playerNDeck				0	Rare	Eliminate a Knight.  This card counters the game-ending effect of Slaying of the Historian, but only if a Knight is actually Eliminated.	"{or: opponent must immediately discard 2 cards.}"	15
79a650cb-e445-40f3-8e68-4fc80be3b7c8	Arthur, King of the Britons, Defeater of the Saxons, Sovereign of all England	monty-python-ccg/main/MontyPythonCcg-Main-ArthurKingOfTheBritonsDefeaterOfTheSaxonsSovereignOfAllEngland.jpg	default	Knight	Main	Main	playerNDeck		5	5	1	Fixed 1	+3 to Round Table draws.  When Arthur is the Lead Knight and Galahad is not in his Round Table, all grail numbers of 5 that you draw become a 3 if your opponent says "3 sir!"		17a
9a8fe789-6b96-46f4-9696-59b4b131c018	Arthur, King of the Britons, Defeater of the Saxons, Sovereign of all England	monty-python-ccg/main/MontyPythonCcg-Main-ArthurKingOfTheBritonsDefeaterOfTheSaxonsSovereignOfAllEngland-2.jpg	default	Knight	Main	Main	playerNDeck		5	5	1	TYAST Deck D	+3 to Round Table draws.  When Arthur is the Lead Knight and Galahad is not in his Round Table, all grail numbers of 5 that you draw become a 3 if your opponent says "3 sir!"		17b
de8704b0-2d50-4886-bf36-94fc4269f0d6	Arthur, King of the Britons, Defeater of the Saxons, Sovereign of all England	monty-python-ccg/main/MontyPythonCcg-Main-ArthurKingOfTheBritonsDefeaterOfTheSaxonsSovereignOfAllEngland-3.jpg	default	Knight	Main	Main	playerNDeck		5	5	1	Fixed 1	+3 to Round Table draws.  When Arthur is the Lead Knight and Galahad is not in his Round Table, all grail numbers of 5 that you draw become a 3 if your opponent says "3 sir!"		18a
b1bf91ea-cf04-452d-b825-e6e627cec3a9	Arthur, King of the Britons, Defeater of the Saxons, Sovereign of all England	monty-python-ccg/main/MontyPythonCcg-Main-ArthurKingOfTheBritonsDefeaterOfTheSaxonsSovereignOfAllEngland-4.jpg	default	Knight	Main	Main	playerNDeck		5	5	1	TYAST Deck A	+3 to Round Table draws.  When Arthur is the Lead Knight and Galahad is not in his Round Table, all grail numbers of 5 that you draw become a 3 if your opponent says "3 sir!"		18b
cd6f46c7-28a0-497f-b8b2-f6868cef2ba7	Arthur, King of the Britons, Defeater of the Saxons, Sovereign of all England	monty-python-ccg/main/MontyPythonCcg-Main-ArthurKingOfTheBritonsDefeaterOfTheSaxonsSovereignOfAllEngland-5.jpg	default	Knight	Main	Main	playerNDeck		5	5	1	Fixed 1	+3 to Round Table draws.  When Arthur is the Lead Knight and Galahad is not in his Round Table, all grail numbers of 5 that you draw become a 3 if your opponent says "3 sir!"		19a
aa973d25-814c-4029-8dbc-506fa3930c92	Arthur, King of the Britons, Defeater of the Saxons, Sovereign of all England	monty-python-ccg/main/MontyPythonCcg-Main-ArthurKingOfTheBritonsDefeaterOfTheSaxonsSovereignOfAllEngland-6.jpg	default	Knight	Main	Main	playerNDeck		5	5	1	TYAST Deck C	+3 to Round Table draws.  When Arthur is the Lead Knight and Galahad is not in his Round Table, all grail numbers of 5 that you draw become a 3 if your opponent says "3 sir!"		19b
908a5627-bb43-4ffb-a948-5f47fc6f297a	Arthur, King of the Britons, Defeater of the Saxons, Sovereign of all England	monty-python-ccg/main/MontyPythonCcg-Main-ArthurKingOfTheBritonsDefeaterOfTheSaxonsSovereignOfAllEngland-7.jpg	default	Knight	Main	Main	playerNDeck		5	5	1	Fixed 1	+3 to Round Table draws.  When Arthur is the Lead Knight and Galahad is not in his Round Table, all grail numbers of 5 that you draw become a 3 if your opponent says "3 sir!"		20a
c231106c-bfe5-4060-8dfe-dbbde33d2b2d	Arthur, King of the Britons, Defeater of the Saxons, Sovereign of all England	monty-python-ccg/main/MontyPythonCcg-Main-ArthurKingOfTheBritonsDefeaterOfTheSaxonsSovereignOfAllEngland-8.jpg	default	Knight	Main	Main	playerNDeck		5	5	1	TYAST Deck B	+3 to Round Table draws.  When Arthur is the Lead Knight and Galahad is not in his Round Table, all grail numbers of 5 that you draw become a 3 if your opponent says "3 sir!"		20b
c3b7470e-0f4c-4a33-83fe-423a67584b1d	Autonomous Collective	monty-python-ccg/main/MontyPythonCcg-Main-AutonomousCollective.jpg	default	Village, Special Village	Main	Main	playerNDeck				6	TYAST Deck D	+2 Wits to non-Knight occupants.  A Knight(s) attempting to enter this village is subject to a random event determined by a Grail Number draw.  1 or less: Search your deck for a Page.  2: Search your deck for a Persona.  3: Opponent moves this card 1 space.  4: Move this card with your Round Table the next 2 moves.  5+: Lose a Persona or Page.	"{or: draw 3 extra cards during your draw phase}"	322
30b281ab-bd24-442d-ade0-275819b52cd9	Avalon	monty-python-ccg/main/MontyPythonCcg-Main-Avalon.jpg	default	Land	Main	Main	playerNDeck				2	TYAST Deck D	+3 Wits for occupant.  May send 1 Knight to the Dead Cart to search this land for the Holy Grail.  Draw a Grail Number of 6+ to find the Holy Grail.	"{or: +1 to a Round Table draw}"	323a
4dc01824-e3bb-494b-8b6c-87843b095a6b	Avalon	monty-python-ccg/main/MontyPythonCcg-Main-Avalon-2.jpg	default	Land	Main	Main	playerNDeck				2	TYAST Deck A	+3 Wits for occupant.  May send 1 Knight to the Dead Cart to search this land for the Holy Grail.  Draw a Grail Number of 6+ to find the Holy Grail.	"{or: +1 to a Round Table draw}"	323b
8d9e6513-823e-41b2-98d8-e76d7f85e201	Averting Eyes	monty-python-ccg/main/MontyPythonCcg-Main-AvertingEyes.jpg	default	Event	Main	Main	playerNDeck				6	Rare	Prevent opponent from playing a card or using a card effect that allows her to look at Face-down cards.  If opponent played the card from their hand place it in the Dead Cart.	"{or: Opponent must discard 1 card}"	21
d7fd776f-7e9b-48d0-8274-0f48ef6ba9d2	Badon Hill	monty-python-ccg/main/MontyPythonCcg-Main-BadonHill.jpg	default	Land	Main	Main	playerNDeck				6	Fixed 2, Common	+2 Combat for Adversaries.  Draw 1 extra card during draw phase.  Sir Robin personally wets himself and may not participate in disputes while at Badon Hill.	"{or: -3 to a Village Event draw}"	22
1d7b209e-552e-4e1b-a302-5c582ac89c03	Banana-Shaped	monty-python-ccg/main/MontyPythonCcg-Main-BananaShaped.jpg	default	Event	Main	Main	playerNDeck				5	Uncommon	You may look at the top card of your deck and choose to place it on the bottom of your deck.	"{or: may choose to redraw your next Grail Number.  Play this Alternative Text before the Grail Number is drawn}"	24
6837edb7-2fc4-40e2-a063-47a1a6fd0db7	Be Quiet!	monty-python-ccg/main/MontyPythonCcg-Main-BeQuiet.jpg	default	Taunt	Main	Main	playerNDeck				2	TYAST Deck D	Except for reading cards and announcing Actions, target player must remain silent for a Grail Number draw of turns or send his entire Round Table to the Dead Cart.	"{or: negate a Song card}	324
96bf9f36-e235-403c-b3f0-3eeb2b708436	Bedevere's Village	monty-python-ccg/main/MontyPythonCcg-Main-BedeveresVillage.jpg	default	Village	Main	Main	playerNDeck				6	Fixed 2, Common	+3 Combat for occupant.  Player may draw 2 extra cards during draw phase.  A Knight(s) attempting to enter this village is subject to a random event determined by a Grail Number draw.  1 or less: +1 to the next Round Table draw.  2: Search the deck for Sir Bedevere and reshuffle.  3: Search the deck for Extra Coconuts and reshuffle.  4: No event.  5: Draw an extra card next turn during the draw phase.  6+: -2 to your next Wits draw.	"{or: +1 to a Wits draw}"	28
47e1ce05-5b13-45e5-a037-a6f961954214	Begorrah!	monty-python-ccg/main/MontyPythonCcg-Main-Begorrah.jpg	default	Taunt	Main	Main	playerNDeck				6	TYAST Deck A	Opponent must display a silly walk or send his entire Round Table to the Dead Cart.	"{or: draw 2 cards and play them immediately or discard them.}"	325
08e5202c-28f4-4440-817e-3a40ecd2b032	Big Beds	monty-python-ccg/main/MontyPythonCcg-Main-BigBeds.jpg	default	Event	Main	Main	playerNDeck				4	Rare	Knights may not leave Village or Castle for 1 turn.	"{or: negate the effect of a card that forces movement.}"	30
6adf3e6b-08bd-4269-aa0b-df341a6ade4c	Black Forest	monty-python-ccg/main/MontyPythonCcg-Main-BlackForest.jpg	default	Land	Main	Main	playerNDeck				5	Fixed 2, Common	Adversaries here must be defeated twice.  Knights encountered here will not join the Round Table.	"{or: -1 to a Combat draw}"	32
8e52eeb6-0bb9-423e-9ea2-e6604f8ab373	Bloodletting	monty-python-ccg/main/MontyPythonCcg-Main-Bloodletting.jpg	default	Event	Main	Main	playerNDeck				6	Uncommon	Look at your opponent's hand and randomly select a Combat card then put it into your's.  Return it at the end of the game (but only if opponent asks for the card back).	"{or: -2 to a Combat draw}"	33
f21258e1-1d5d-4427-a17a-669d820d9e1a	Bloody Hell	monty-python-ccg/main/MontyPythonCcg-Main-BloodyHell.jpg	default	Event	Main	Main	playerNDeck				3	TYAST Deck A	Multiple Knights may Combat this turn.  Add all their Combat values together and draw one Grail Number.  If Combat is lost, place all participating Knights into the Dead Cart.	"{or: bypass any Wedding Persona or Adversary}"	327
08054ebf-1a8d-47cd-9c23-6f4ab3ad8ea0	Blow My Nose	monty-python-ccg/main/MontyPythonCcg-Main-BlowMyNose.jpg	default	Taunt	Main	Main	playerNDeck				0	Common	ake opponent's hand and play any or all of the cards immediately.  Place any unused cards in opponent's Dead Cart.	"{or: -2 to a Wits draw}"	34
7d6ebfb9-ecad-4808-8411-e1590a4f3ab5	Boil Your Bottom	monty-python-ccg/main/MontyPythonCcg-Main-BoilYourBottom.jpg	default	Taunt	Main	Main	playerNDeck				4	Uncommon	Opponent's Knights must leave Village or Castle.	"{or: -2 to a Round Table draw}"	36
e8037cce-9063-49c5-b632-88eac784666b	Book of Armaments	monty-python-ccg/main/MontyPythonCcg-Main-BookOfArmaments.jpg	default	Item	Main	Main	playerNDeck				6	Uncommon	If in play, your Knight's Holy Hand Grenade of Antioch Grail Number draws of 4 or higher result in "no effect."	"{or: +5 to a Combat Draw if Brother Maynard is in play.}"	37
5191ccbc-f212-4187-9937-7d9533b174fc	Bow and Arrow	monty-python-ccg/main/MontyPythonCcg-Main-BowAndArrow.jpg	default	Item	Main	Main	playerNDeck				2	TYAST Deck A	An arrow may be shot, once per turn, at an Adversary or Peril up to 2 spaces away.  Draw a Grail Number.  If it is 4 or higher, target receives a permanent -1 to Combat for each hit.	"{or: shoot down an African Swallow.  Place Africa Swallow and Bow and Arrow in the Dead Cart.}"	329
c470eea7-d8fc-4a00-a8a5-14013ce555e4	Brain of a Duck	monty-python-ccg/main/MontyPythonCcg-Main-BrainOfADuck.jpg	default	Taunt	Main	Main	playerNDeck				5	Uncommon	Taunter draws a Grail Number.  Target gets -4 to Wits for that Grail Number of turns	"{or: -2 to a Round Table draw}"	39
8d1f2085-ae17-4d44-8f17-c82cf0fc06c2	Brave Sir Robin Song, Verse I	monty-python-ccg/main/MontyPythonCcg-Main-BraveSirRobinSongVerseI.jpg	default	Song	Main	Main	playerNDeck				6	Fixed 2, Common	Effect: Opponent's Knights may not Run Away from the next Dispute.		41a
598299d8-429f-407d-98f1-2c3355feed1c	Brave Sir Robin Song, Verse I	monty-python-ccg/main/MontyPythonCcg-Main-BraveSirRobinSongVerseI-2.jpg	default	Song	Main	Main	playerNDeck				6	TYAST Deck D	Effect: Opponent's Knights may not Run Away from the next Dispute.		41b
4bc69ed0-1f0e-42c6-847e-cb1d1528ac56	Brave Sir Robin Song, Verse II	monty-python-ccg/main/MontyPythonCcg-Main-BraveSirRobinSongVerseII.jpg	default	Song	Main	Main	playerNDeck				6	Uncommon	Effect: One of opponent's Knights (his choice) combat value is permanently reduced to 0.		42a
cc086dc0-8fe7-459e-bb3e-4e86cf0cd5bf	Brave Sir Robin Song, Verse II	monty-python-ccg/main/MontyPythonCcg-Main-BraveSirRobinSongVerseII-2.jpg	default	Song	Main	Main	playerNDeck				6	TYAST Deck A	Effect: One of opponent's Knights (his choice) combat value is permanently reduced to 0.		42b
49b9f60b-abec-437f-a3f6-c64d0d633823	Brave Sir Robin Song, Verse III	monty-python-ccg/main/MontyPythonCcg-Main-BraveSirRobinSongVerseIII.jpg	default	Song	Main	Main	playerNDeck				6	Rare	Effect: One of opponent's Knights (opponent's choice) becomes disgusted with their cowardice and leaves for the Dead Cart.		43
a1ec2cbf-2d0c-4e52-8876-a1e429c2c95c	Brave Sir Robin Song, Verse IV	monty-python-ccg/main/MontyPythonCcg-Main-BraveSirRobinSongVerseIV.jpg	default	Song	Main	Main	playerNDeck				6	Fixed 2, Common	Effect: Opponent's Knights must Run Away from the next Dispute.		44
d6c07f52-bdae-45ba-838b-b73fac5002d6	Brave Sir Robin Song, Verse V	monty-python-ccg/main/MontyPythonCcg-Main-BraveSirRobinSongVerseV.jpg	default	Song	Main	Main	playerNDeck				6	Rare	Effect: You may retrieve your Ante and play it immediately or discard it. [or reveal the top card of your deck and play it immediately or discard it]		45
5a6585c6-05b9-430e-949f-944e0c82634e	Bri the Page	monty-python-ccg/main/MontyPythonCcg-Main-BriThePage.jpg	default	Page	Main	Main	playerNDeck				5	Fixed 2, Common	May carry 1 item.  Draw a Grail Number each turn.  If it is 1 or lower, Bri the Page wanders off (place him in the Dead Cart).	"{Wolves.  Peril.  Combat 5.}"	46
2ef65954-bcff-42d9-8ec7-527cee69371e	Bride's Father	monty-python-ccg/main/MontyPythonCcg-Main-BridesFather.jpg	default	Persona	Main	Main	playerNDeck	Swamp-Castle, Wedding		1	6	Uncommon	Sacrifice Bride's Father to make opponent redraw a Combat Grail number.	"{or: look at 1 face-down card in opponent's England.}"	47
bad76685-740a-414f-9712-b6ea9271f10b	Bridge of Death	monty-python-ccg/main/MontyPythonCcg-Main-BridgeOfDeath.jpg	default	Land, Special Land	Main	Main	playerNDeck				0	Common	May be used to freely cross any area in England except the Sea of Fate.  Opponent may search deck for 1 Questions Three for each Knight crossing and play them immediately.  If played over the Gorge of Eternal Peril, the Knights who fail to correctly answer the questions are cast into the Gorge and placed in the Dead Cart.  Personae or extra pages cannot cross the Bridge of Death, place them in the Dead Cart.	"{or: take a card from opponent}"	48
3ada587a-6a93-470b-9494-9303d51fe131	Bridgekeeper	monty-python-ccg/main/MontyPythonCcg-Main-Bridgekeeper.jpg	default	Adversary	Main	Main	playerNDeck			2	5	Uncommon	Will not occupy a Castle.  Opponent of player who encounters Bridgekeeper may search deck for as many Questions Three cards as encountering player has Knights.	"{or: -1 to a Wits draw}"	49
96e02ae2-37c8-4573-9487-8acdfe84576d	Bring Out Your Dead	monty-python-ccg/main/MontyPythonCcg-Main-BringOutYourDead.jpg	default	Event	Main	Main	playerNDeck				3	Common	Reshuffle your Dead Cart back into your deck.  Eliminate Bring Out Your Dead.	"{or: redraw your own Combat draw}"	50
25dfd13e-aa36-415b-9d6d-8749f0b0988b	Brother Maynard	monty-python-ccg/main/MontyPythonCcg-Main-BrotherMaynard.jpg	default	Persona	Main	Main	playerNDeck			5	5	Common	One time only, may search through deck for either Holy Hand Grenade of Antioch or Arcane Writing.	"{or: -1 to a Combat draw}"	51
eadba590-24a4-48cf-8bbb-b291eb0c22be	Brother Maynard's Roommate	monty-python-ccg/main/MontyPythonCcg-Main-BrotherMaynardsRoommate.jpg	default	Persona	Main	Main	playerNDeck			2	5	Uncommon	If in play, any of your Knight's Holy Hand Grenade of Antioch Grail Number draws of 4 or higher result in "no effect."	"{or: +2 to a Combat draw}"	52
af07a37b-f5fd-408e-878a-c8106ae49abe	Buggering Off	monty-python-ccg/main/MontyPythonCcg-Main-BuggeringOff.jpg	default	Event	Main	Main	playerNDeck				2	TYAST Deck C	Target Knight must run away from their next Combat.	"{or: negate the results of Combat against a Peril}"	331
032b6c8f-c9bd-4898-b8bb-c030dab684d5	Burn Her Anyway	monty-python-ccg/main/MontyPythonCcg-Main-BurnHerAnyway.jpg	default	Event	Main	Main	playerNDeck				1	Rare	Persona is mistaken for a witch and burned at the stake.  Place Persona in the Dead Cart.	"{or: +1 to a Combat draw}"	53
a04d3137-709b-4c82-b054-6f896f58dc1c	But Father	monty-python-ccg/main/MontyPythonCcg-Main-ButFather.jpg	default	Taunt	Main	Main	playerNDeck				5	TYAST Deck B	Opponent must discard all weapon and armour items currently in their possession.	"{or: +2 to a Wits draw}"	332
403540d1-dad7-456c-acf0-d5fb6cad5a3a	Camelot	monty-python-ccg/main/MontyPythonCcg-Main-Camelot.jpg	default	Castle	Main	Main	playerNDeck				4	Fixed 2, Common	+7 Combat to occupant.  Lose a turn, but draw 7 extra cards during the following draw phase.  A Knight(s) attempting to enter this Castle is subject to a random event determined by a Grail Number draw.  1 or less: "The Fiends!" Defenders use farm animals.  Lose a Knight.  2: "Fetchez la vache!"  "Moooo!"  Lose a Page.  3: On the wrong end of a nasty taunting.  Lose a Persona.  4-7: "No chance, bedwetting types!"  Knights may not pass.  8-10: "African swallows are non-migratory."  Knights may pass.  11: "Well, can we come up and have a look?"  Knights may enter and recieve any benefits from the Castle.  12+: "Oh.  Alright."  Knights may enter and invite the Castle occupant to join the Round Table unless they are an Adversary or Peril.	"{or: +1 to a Combat draw}"	55
