databaseId	name	imageUrl	cardBack	type	typeLine	color	colorId	cost	manaValue	power	toughness	loyalty	rarity	text	packName	set	actualSet	loadGroupId
alpha_lea-78	Sleight of Mind	https://magicplugin.normalitycomics.com/cardimages/lea/78.jpg	default	Instant	Instant	U	U	{U}	1				R	Change the text of target spell or permanent by replacing all instances of one color word with another.	LEA	alpha	lea	playerNDeck
alpha_lea-79	Spell Blast	https://magicplugin.normalitycomics.com/cardimages/lea/79.jpg	default	Instant	Instant	U	U	{X}{U}	1				C	Counter target spell with mana value X.	LEA	alpha	lea	playerNDeck
alpha_lea-80	Stasis	https://magicplugin.normalitycomics.com/cardimages/lea/80.jpg	default	Enchantment	Enchantment	U	U	{1}{U}	2				R	Players skip their untap steps. | At the beginning of your upkeep, sacrifice this enchantment unless you pay {U}.	LEA	alpha	lea	playerNDeck
alpha_lea-81	Steal Artifact	https://magicplugin.normalitycomics.com/cardimages/lea/81.jpg	default	Enchantment	Enchantment - Aura	U	U	{2}{U}{U}	4				U	Enchant artifact | You control enchanted artifact.	LEA	alpha	lea	playerNDeck
alpha_lea-82	Thoughtlace	https://magicplugin.normalitycomics.com/cardimages/lea/82.jpg	default	Instant	Instant	U	U	{U}	1				R	Target spell or permanent becomes blue.	LEA	alpha	lea	playerNDeck
alpha_lea-83	Time Walk	https://magicplugin.normalitycomics.com/cardimages/lea/83.jpg	default	Sorcery	Sorcery	U	U	{1}{U}	2				R	Take an extra turn after this one.	LEA	alpha	lea	playerNDeck
alpha_lea-84	Timetwister	https://magicplugin.normalitycomics.com/cardimages/lea/84.jpg	default	Sorcery	Sorcery	U	U	{2}{U}	3				R	Each player shuffles their hand and graveyard into their library, then draws seven cards.	LEA	alpha	lea	playerNDeck
alpha_lea-85	Twiddle	https://magicplugin.normalitycomics.com/cardimages/lea/85.jpg	default	Instant	Instant	U	U	{U}	1				C	You may tap or untap target artifact, creature, or land.	LEA	alpha	lea	playerNDeck
alpha_lea-86	Unsummon	https://magicplugin.normalitycomics.com/cardimages/lea/86.jpg	default	Instant	Instant	U	U	{U}	1				C	Return target creature to its owner's hand.	LEA	alpha	lea	playerNDeck
alpha_lea-87	Vesuvan Doppelganger	https://magicplugin.normalitycomics.com/cardimages/lea/87.jpg	default	Creature	Creature - Shapeshifter	U	U	{3}{U}{U}	5	0	0		R	You may have this creature enter as a copy of any creature on the battlefield, except it doesn't copy that creature's color and it has "At the beginning of your upkeep, you may have this creature become a copy of target creature, except it doesn't copy that creature's color and it has this ability."	LEA	alpha	lea	playerNDeck
alpha_lea-88	Volcanic Eruption	https://magicplugin.normalitycomics.com/cardimages/lea/88.jpg	default	Sorcery	Sorcery	U	U	{X}{U}{U}{U}	3				R	Destroy X target Mountains. Volcanic Eruption deals damage to each creature and each player equal to the number of Mountains put into a graveyard this way.	LEA	alpha	lea	playerNDeck
alpha_lea-89	Wall of Air	https://magicplugin.normalitycomics.com/cardimages/lea/89.jpg	default	Creature	Creature - Wall	U	U	{1}{U}{U}	3	1	5		U	Defender, flying	LEA	alpha	lea	playerNDeck
alpha_lea-90	Wall of Water	https://magicplugin.normalitycomics.com/cardimages/lea/90.jpg	default	Creature	Creature - Wall	U	U	{1}{U}{U}	3	0	5		U	Defender | {U}: This creature gets +1/+0 until end of turn.	LEA	alpha	lea	playerNDeck
alpha_lea-91	Water Elemental	https://magicplugin.normalitycomics.com/cardimages/lea/91.jpg	default	Creature	Creature - Elemental	U	U	{3}{U}{U}	5	5	4		U		LEA	alpha	lea	playerNDeck
alpha_lea-92	Animate Dead	https://magicplugin.normalitycomics.com/cardimages/lea/92.jpg	default	Enchantment	Enchantment - Aura	B	B	{1}{B}	2				U	Enchant creature card in a graveyard | When this Aura enters, if it's on the battlefield, it loses "enchant creature card in a graveyard" and gains "enchant creature put onto the battlefield with this Aura." Return enchanted creature card to the battlefield under your control and attach this Aura to it. When this Aura leaves the battlefield, that creature's controller sacrifices it. | Enchanted creature gets -1/-0.	LEA	alpha	lea	playerNDeck
alpha_lea-93	Bad Moon	https://magicplugin.normalitycomics.com/cardimages/lea/93.jpg	default	Enchantment	Enchantment	B	B	{1}{B}	2				R	Black creatures get +1/+1.	LEA	alpha	lea	playerNDeck
alpha_lea-94	Black Knight	https://magicplugin.normalitycomics.com/cardimages/lea/94.jpg	default	Creature	Creature - Human Knight	B	B	{B}{B}	2	2	2		U	First strike | Protection from white	LEA	alpha	lea	playerNDeck
alpha_lea-95	Bog Wraith	https://magicplugin.normalitycomics.com/cardimages/lea/95.jpg	default	Creature	Creature - Wraith	B	B	{3}{B}	4	3	3		U	Swampwalk	LEA	alpha	lea	playerNDeck
alpha_lea-96	Contract from Below	https://magicplugin.normalitycomics.com/cardimages/lea/96.jpg	default	Sorcery	Sorcery	B	B	{B}	1				R	Remove this card from your deck before playing if you're not playing for ante. | Discard your hand, ante the top card of your library, then draw seven cards.	LEA	alpha	lea	playerNDeck
alpha_lea-97	Cursed Land	https://magicplugin.normalitycomics.com/cardimages/lea/97.jpg	default	Enchantment	Enchantment - Aura	B	B	{2}{B}{B}	4				U	Enchant land | At the beginning of the upkeep of enchanted land's controller, this Aura deals 1 damage to that player.	LEA	alpha	lea	playerNDeck
alpha_lea-98	Dark Ritual	https://magicplugin.normalitycomics.com/cardimages/lea/98.jpg	default	Instant	Instant	B	B	{B}	1				C	Add {B}{B}{B}.	LEA	alpha	lea	playerNDeck
alpha_lea-99	Darkpact	https://magicplugin.normalitycomics.com/cardimages/lea/99.jpg	default	Sorcery	Sorcery	B	B	{B}{B}{B}	3				R	Remove this card from your deck before playing if you're not playing for ante. | You own target card in the ante. Exchange that card with the top card of your library.	LEA	alpha	lea	playerNDeck
alpha_lea-100	Deathgrip	https://magicplugin.normalitycomics.com/cardimages/lea/100.jpg	default	Enchantment	Enchantment	B	B	{B}{B}	2				U	{B}{B}: Counter target green spell.	LEA	alpha	lea	playerNDeck
alpha_lea-101	Deathlace	https://magicplugin.normalitycomics.com/cardimages/lea/101.jpg	default	Instant	Instant	B	B	{B}	1				R	Target spell or permanent becomes black.	LEA	alpha	lea	playerNDeck
alpha_lea-102	Demonic Attorney	https://magicplugin.normalitycomics.com/cardimages/lea/102.jpg	default	Sorcery	Sorcery	B	B	{1}{B}{B}	3				R	Remove this card from your deck before playing if you're not playing for ante. | Each player antes the top card of their library.	LEA	alpha	lea	playerNDeck
alpha_lea-103	Demonic Hordes	https://magicplugin.normalitycomics.com/cardimages/lea/103.jpg	default	Creature	Creature - Demon	B	B	{3}{B}{B}{B}	6	5	5		R	{T}: Destroy target land. | At the beginning of your upkeep, unless you pay {B}{B}{B}, tap this creature and sacrifice a land of an opponent's choice.	LEA	alpha	lea	playerNDeck
alpha_lea-104	Demonic Tutor	https://magicplugin.normalitycomics.com/cardimages/lea/104.jpg	default	Sorcery	Sorcery	B	B	{1}{B}	2				U	Search your library for a card, put that card into your hand, then shuffle.	LEA	alpha	lea	playerNDeck
alpha_lea-105	Drain Life	https://magicplugin.normalitycomics.com/cardimages/lea/105.jpg	default	Sorcery	Sorcery	B	B	{X}{1}{B}	2				C	Spend only black mana on X. | Drain Life deals X damage to any target. You gain life equal to the damage dealt, but not more life than the player's life total before the damage was dealt, the planeswalker's loyalty before the damage was dealt, or the creature's toughness.	LEA	alpha	lea	playerNDeck
alpha_lea-106	Drudge Skeletons	https://magicplugin.normalitycomics.com/cardimages/lea/106.jpg	default	Creature	Creature - Skeleton	B	B	{1}{B}	2	1	1		C	{B}: Regenerate this creature.	LEA	alpha	lea	playerNDeck
alpha_lea-107	Evil Presence	https://magicplugin.normalitycomics.com/cardimages/lea/107.jpg	default	Enchantment	Enchantment - Aura	B	B	{B}	1				U	Enchant land | Enchanted land is a Swamp.	LEA	alpha	lea	playerNDeck
alpha_lea-108	Fear	https://magicplugin.normalitycomics.com/cardimages/lea/108.jpg	default	Enchantment	Enchantment - Aura	B	B	{B}{B}	2				C	Enchant creature | Enchanted creature has fear.	LEA	alpha	lea	playerNDeck
alpha_lea-109	Frozen Shade	https://magicplugin.normalitycomics.com/cardimages/lea/109.jpg	default	Creature	Creature - Shade	B	B	{2}{B}	3	0	1		C	{B}: This creature gets +1/+1 until end of turn.	LEA	alpha	lea	playerNDeck
