databaseId	name	imageUrl	cardBack	type	typeLine	color	colorId	cost	manaValue	power	toughness	loyalty	rarity	text	packName	set	actualSet	loadGroupId
mirrodin_mrd-27	Taj-Nar Swordsmith	https://magicplugin.normalitycomics.com/cardimages/mrd/27.jpg	default	Creature	Creature - Cat Soldier	W	W	{3}{W}	4	2	3		U	When this creature enters, you may pay {X}. If you do, search your library for an Equipment card with mana value X or less, put that card onto the battlefield, then shuffle.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-28	Tempest of Light	https://magicplugin.normalitycomics.com/cardimages/mrd/28.jpg	default	Instant	Instant	W	W	{2}{W}	3				U	Destroy all enchantments.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-29	Annul	https://magicplugin.normalitycomics.com/cardimages/mrd/29.jpg	default	Instant	Instant	U	U	{U}	1				C	Counter target artifact or enchantment spell.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-30	Assert Authority	https://magicplugin.normalitycomics.com/cardimages/mrd/30.jpg	default	Instant	Instant	U	U	{5}{U}{U}	7				U	Affinity for artifacts | Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-31	Broodstar	https://magicplugin.normalitycomics.com/cardimages/mrd/31.jpg	default	Creature	Creature - Beast	U	U	{8}{U}{U}	10	*	*		R	Affinity for artifacts | Flying | Broodstar's power and toughness are each equal to the number of artifacts you control.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-32	Disarm	https://magicplugin.normalitycomics.com/cardimages/mrd/32.jpg	default	Instant	Instant	U	U	{U}	1				C	Unattach all Equipment from target creature.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-33	Domineer	https://magicplugin.normalitycomics.com/cardimages/mrd/33.jpg	default	Enchantment	Enchantment - Aura	U	U	{1}{U}{U}	3				U	Enchant artifact creature | You control enchanted artifact creature.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-34	Dream's Grip	https://magicplugin.normalitycomics.com/cardimages/mrd/34.jpg	default	Instant	Instant	U	U	{U}	1				C	Choose one - | - Tap target permanent. | - Untap target permanent. | Entwine {1}	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-35	Fabricate	https://magicplugin.normalitycomics.com/cardimages/mrd/35.jpg	default	Sorcery	Sorcery	U	U	{2}{U}	3				U	Search your library for an artifact card, reveal it, put it into your hand, then shuffle.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-36	Fatespinner	https://magicplugin.normalitycomics.com/cardimages/mrd/36.jpg	default	Creature	Creature - Human Wizard	U	U	{1}{U}{U}	3	1	2		R	At the beginning of each opponent's upkeep, that player chooses draw step, main phase, or combat phase. The player skips each instance of the chosen step or phase this turn.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-37	Inertia Bubble	https://magicplugin.normalitycomics.com/cardimages/mrd/37.jpg	default	Enchantment	Enchantment - Aura	U	U	{1}{U}	2				C	Enchant artifact | Enchanted artifact doesn't untap during its controller's untap step.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-38	Looming Hoverguard	https://magicplugin.normalitycomics.com/cardimages/mrd/38.jpg	default	Creature	Creature - Drone	U	U	{4}{U}{U}	6	3	3		U	Flying | When this creature enters, put target artifact on top of its owner's library.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-39	Lumengrid Augur	https://magicplugin.normalitycomics.com/cardimages/mrd/39.jpg	default	Creature	Creature - Vedalken Wizard	U	U	{3}{U}	4	2	2		R	{1}, {T}: Target player draws a card, then discards a card. If that player discards an artifact card this way, untap this creature.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-40	Lumengrid Sentinel	https://magicplugin.normalitycomics.com/cardimages/mrd/40.jpg	default	Creature	Creature - Human Wizard	U	U	{2}{U}	3	1	2		U	Flying | Whenever an artifact you control enters, you may tap target permanent.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-41	Lumengrid Warden	https://magicplugin.normalitycomics.com/cardimages/mrd/41.jpg	default	Creature	Creature - Human Wizard	U	U	{1}{U}	2	1	3		C		MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-42	March of the Machines	https://magicplugin.normalitycomics.com/cardimages/mrd/42.jpg	default	Enchantment	Enchantment	U	U	{3}{U}	4				R	Each noncreature artifact is an artifact creature with power and toughness each equal to its mana value.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-43	Neurok Familiar	https://magicplugin.normalitycomics.com/cardimages/mrd/43.jpg	default	Creature	Creature - Bird	U	U	{1}{U}	2	1	1		C	Flying | When this creature enters, reveal the top card of your library. If it's an artifact card, put it into your hand. Otherwise, put it into your graveyard.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-44	Neurok Spy	https://magicplugin.normalitycomics.com/cardimages/mrd/44.jpg	default	Creature	Creature - Human Rogue	U	U	{2}{U}	3	2	2		C	This creature can't be blocked as long as defending player controls an artifact.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-45	Override	https://magicplugin.normalitycomics.com/cardimages/mrd/45.jpg	default	Instant	Instant	U	U	{2}{U}	3				C	Counter target spell unless its controller pays {1} for each artifact you control.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-46	Psychic Membrane	https://magicplugin.normalitycomics.com/cardimages/mrd/46.jpg	default	Creature	Creature - Wall	U	U	{2}{U}	3	0	3		U	Defender | Whenever this creature blocks, you may draw a card.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-47	Quicksilver Elemental	https://magicplugin.normalitycomics.com/cardimages/mrd/47.jpg	default	Creature	Creature - Elemental	U	U	{3}{U}{U}	5	3	4		R	{U}: This creature gains all activated abilities of target creature until end of turn. | You may spend blue mana as though it were mana of any color to pay the activation costs of this creature's abilities.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-48	Regress	https://magicplugin.normalitycomics.com/cardimages/mrd/48.jpg	default	Instant	Instant	U	U	{2}{U}	3				C	Return target permanent to its owner's hand.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-49	Shared Fate	https://magicplugin.normalitycomics.com/cardimages/mrd/49.jpg	default	Enchantment	Enchantment	U	U	{4}{U}	5				R	If a player would draw a card, that player exiles the top card of one of their opponents' libraries face down instead. | Each player may look at cards they exiled with this enchantment, and they may play lands and cast spells from among those cards.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-50	Slith Strider	https://magicplugin.normalitycomics.com/cardimages/mrd/50.jpg	default	Creature	Creature - Slith	U	U	{1}{U}{U}	3	1	1		U	Whenever this creature becomes blocked, draw a card. | Whenever this creature deals combat damage to a player, put a +1/+1 counter on it.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-51	Somber Hoverguard	https://magicplugin.normalitycomics.com/cardimages/mrd/51.jpg	default	Creature	Creature - Drone	U	U	{5}{U}	6	3	2		C	Affinity for artifacts | Flying	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-52	Temporal Cascade	https://magicplugin.normalitycomics.com/cardimages/mrd/52.jpg	default	Sorcery	Sorcery	U	U	{5}{U}{U}	7				R	Choose one - | - Each player shuffles their hand and graveyard into their library. | - Each player draws seven cards. | Entwine {2}	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-53	Thirst for Knowledge	https://magicplugin.normalitycomics.com/cardimages/mrd/53.jpg	default	Instant	Instant	U	U	{2}{U}	3				U	Draw three cards. Then discard two cards unless you discard an artifact card.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-54	Thoughtcast	https://magicplugin.normalitycomics.com/cardimages/mrd/54.jpg	default	Sorcery	Sorcery	U	U	{4}{U}	5				C	Affinity for artifacts | Draw two cards.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-55	Vedalken Archmage	https://magicplugin.normalitycomics.com/cardimages/mrd/55.jpg	default	Creature	Creature - Vedalken Wizard	U	U	{2}{U}{U}	4	0	2		R	Whenever you cast an artifact spell, draw a card.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-56	Wanderguard Sentry	https://magicplugin.normalitycomics.com/cardimages/mrd/56.jpg	default	Creature	Creature - Drone	U	U	{4}{U}	5	3	3		C	When this creature enters, look at target opponent's hand.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-57	Barter in Blood	https://magicplugin.normalitycomics.com/cardimages/mrd/57.jpg	default	Sorcery	Sorcery	B	B	{2}{B}{B}	4				U	Each player sacrifices two creatures of their choice.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-58	Betrayal of Flesh	https://magicplugin.normalitycomics.com/cardimages/mrd/58.jpg	default	Instant	Instant	B	B	{5}{B}	6				U	Choose one - | - Destroy target creature. | - Return target creature card from your graveyard to the battlefield. | Entwine-Sacrifice three lands.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-59	Chimney Imp	https://magicplugin.normalitycomics.com/cardimages/mrd/59.jpg	default	Creature	Creature - Imp	B	B	{4}{B}	5	1	2		C	Flying | When this creature dies, target opponent puts a card from their hand on top of their library.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-60	Consume Spirit	https://magicplugin.normalitycomics.com/cardimages/mrd/60.jpg	default	Sorcery	Sorcery	B	B	{X}{1}{B}	2				C	Spend only black mana on X. | Consume Spirit deals X damage to any target and you gain X life.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-61	Contaminated Bond	https://magicplugin.normalitycomics.com/cardimages/mrd/61.jpg	default	Enchantment	Enchantment - Aura	B	B	{1}{B}	2				C	Enchant creature | Whenever enchanted creature attacks or blocks, its controller loses 3 life.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-62	Disciple of the Vault	https://magicplugin.normalitycomics.com/cardimages/mrd/62.jpg	default	Creature	Creature - Human Cleric	B	B	{B}	1	1	1		C	Whenever an artifact is put into a graveyard from the battlefield, you may have target opponent lose 1 life.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-63	Dross Harvester	https://magicplugin.normalitycomics.com/cardimages/mrd/63.jpg	default	Creature	Creature - Horror	B	B	{1}{B}{B}	3	4	4		R	Protection from white | At the beginning of your end step, you lose 4 life. | Whenever a creature dies, you gain 2 life.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-64	Dross Prowler	https://magicplugin.normalitycomics.com/cardimages/mrd/64.jpg	default	Creature	Creature - Zombie	B	B	{2}{B}	3	2	1		C	Fear	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-65	Flayed Nim	https://magicplugin.normalitycomics.com/cardimages/mrd/65.jpg	default	Creature	Creature - Skeleton	B	B	{3}{B}	4	2	2		U	Whenever this creature deals combat damage to a creature, that creature's controller loses that much life. | {2}{B}: Regenerate this creature.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-66	Grim Reminder	https://magicplugin.normalitycomics.com/cardimages/mrd/66.jpg	default	Instant	Instant	B	B	{2}{B}	3				R	Search your library for a nonland card and reveal it. Each opponent who cast a spell this turn with the same name as that card loses 6 life. Then shuffle. | {B}{B}: Return this card from your graveyard to your hand. Activate only during your upkeep.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-67	Irradiate	https://magicplugin.normalitycomics.com/cardimages/mrd/67.jpg	default	Instant	Instant	B	B	{3}{B}	4				C	Target creature gets -1/-1 until end of turn for each artifact you control.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-68	Moriok Scavenger	https://magicplugin.normalitycomics.com/cardimages/mrd/68.jpg	default	Creature	Creature - Human Rogue	B	B	{3}{B}	4	2	3		C	When this creature enters, you may return target artifact creature card from your graveyard to your hand.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-69	Necrogen Mists	https://magicplugin.normalitycomics.com/cardimages/mrd/69.jpg	default	Enchantment	Enchantment	B	B	{2}{B}	3				R	At the beginning of each player's upkeep, that player discards a card.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-70	Nim Devourer	https://magicplugin.normalitycomics.com/cardimages/mrd/70.jpg	default	Creature	Creature - Zombie	B	B	{3}{B}{B}	5	4	1		R	This creature gets +1/+0 for each artifact you control. | {B}{B}: Return this card from your graveyard to the battlefield, then sacrifice a creature. Activate only during your upkeep.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-71	Nim Lasher	https://magicplugin.normalitycomics.com/cardimages/mrd/71.jpg	default	Creature	Creature - Zombie	B	B	{2}{B}	3	1	1		C	This creature gets +1/+0 for each artifact you control.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-72	Nim Shambler	https://magicplugin.normalitycomics.com/cardimages/mrd/72.jpg	default	Creature	Creature - Zombie	B	B	{2}{B}{B}	4	2	1		U	This creature gets +1/+0 for each artifact you control. | Sacrifice a creature: Regenerate this creature.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-73	Nim Shrieker	https://magicplugin.normalitycomics.com/cardimages/mrd/73.jpg	default	Creature	Creature - Zombie	B	B	{3}{B}	4	0	1		C	Flying | This creature gets +1/+0 for each artifact you control.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-74	Promise of Power	https://magicplugin.normalitycomics.com/cardimages/mrd/74.jpg	default	Sorcery	Sorcery	B	B	{2}{B}{B}{B}	5				R	Choose one - | - You draw five cards and you lose 5 life. | - Create an X/X black Demon creature token with flying, where X is the number of cards in your hand. | Entwine {4}	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-75	Reiver Demon	https://magicplugin.normalitycomics.com/cardimages/mrd/75.jpg	default	Creature	Creature - Demon	B	B	{4}{B}{B}{B}{B}	8	6	6		R	Flying | When this creature enters, if you cast it from your hand, destroy all nonartifact, nonblack creatures. They can't be regenerated.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-76	Relic Bane	https://magicplugin.normalitycomics.com/cardimages/mrd/76.jpg	default	Enchantment	Enchantment - Aura	B	B	{1}{B}{B}	3				U	Enchant artifact | Enchanted artifact has "At the beginning of your upkeep, you lose 2 life."	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-77	Slith Bloodletter	https://magicplugin.normalitycomics.com/cardimages/mrd/77.jpg	default	Creature	Creature - Slith	B	B	{B}{B}	2	1	1		U	Whenever this creature deals combat damage to a player, put a +1/+1 counter on it. | {1}{B}: Regenerate this creature.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-78	Spoils of the Vault	https://magicplugin.normalitycomics.com/cardimages/mrd/78.jpg	default	Instant	Instant	B	B	{B}	1				R	Choose a card name. Reveal cards from the top of your library until you reveal a card with that name, then put that card into your hand. Exile all other cards revealed this way, and you lose 1 life for each of the exiled cards.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-79	Terror	https://magicplugin.normalitycomics.com/cardimages/mrd/79.jpg	default	Instant	Instant	B	B	{1}{B}	2				C	Destroy target nonartifact, nonblack creature. It can't be regenerated.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-80	Vermiculos	https://magicplugin.normalitycomics.com/cardimages/mrd/80.jpg	default	Creature	Creature - Horror	B	B	{4}{B}	5	1	1		R	Whenever an artifact enters, this creature gets +4/+4 until end of turn.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-81	Wail of the Nim	https://magicplugin.normalitycomics.com/cardimages/mrd/81.jpg	default	Instant	Instant	B	B	{2}{B}	3				C	Choose one - | - Regenerate each creature you control. | - Wail of the Nim deals 1 damage to each creature and each player. | Entwine {B}	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-82	Wall of Blood	https://magicplugin.normalitycomics.com/cardimages/mrd/82.jpg	default	Creature	Creature - Wall	B	B	{2}{B}	3	0	2		U	Defender | Pay 1 life: This creature gets +1/+1 until end of turn.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-83	Woebearer	https://magicplugin.normalitycomics.com/cardimages/mrd/83.jpg	default	Creature	Creature - Zombie	B	B	{4}{B}	5	2	3		U	Fear | Whenever this creature deals combat damage to a player, you may return target creature card from your graveyard to your hand.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-84	Wrench Mind	https://magicplugin.normalitycomics.com/cardimages/mrd/84.jpg	default	Sorcery	Sorcery	B	B	{B}{B}	2				C	Target player discards two cards unless they discard an artifact card.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-85	Arc-Slogger	https://magicplugin.normalitycomics.com/cardimages/mrd/85.jpg	default	Creature	Creature - Beast	R	R	{3}{R}{R}	5	4	5		R	{R}, Exile the top ten cards of your library: This creature deals 2 damage to any target.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-86	Atog	https://magicplugin.normalitycomics.com/cardimages/mrd/86.jpg	default	Creature	Creature - Atog	R	R	{1}{R}	2	1	2		U	Sacrifice an artifact: This creature gets +2/+2 until end of turn.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-87	Confusion in the Ranks	https://magicplugin.normalitycomics.com/cardimages/mrd/87.jpg	default	Enchantment	Enchantment	R	R	{3}{R}{R}	5				R	Whenever an artifact, creature, or enchantment enters, its controller chooses target permanent another player controls that shares a card type with it. Exchange control of those permanents.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-88	Detonate	https://magicplugin.normalitycomics.com/cardimages/mrd/88.jpg	default	Sorcery	Sorcery	R	R	{X}{R}	1				U	Destroy target artifact with mana value X. It can't be regenerated. Detonate deals X damage to that artifact's controller.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-89	Electrostatic Bolt	https://magicplugin.normalitycomics.com/cardimages/mrd/89.jpg	default	Instant	Instant	R	R	{R}	1				C	Electrostatic Bolt deals 2 damage to target creature. If it's an artifact creature, Electrostatic Bolt deals 4 damage to it instead.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-90	Fiery Gambit	https://magicplugin.normalitycomics.com/cardimages/mrd/90.jpg	default	Sorcery	Sorcery	R	R	{2}{R}	3				R	Flip a coin until you lose a flip or choose to stop flipping. If you lose a flip, Fiery Gambit has no effect. If you win one or more flips, Fiery Gambit deals 3 damage to target creature. If you win two or more flips, Fiery Gambit deals 6 damage to each opponent. If you win three or more flips, draw nine cards and untap all lands you control.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-91	Fists of the Anvil	https://magicplugin.normalitycomics.com/cardimages/mrd/91.jpg	default	Instant	Instant	R	R	{1}{R}	2				C	Target creature gets +4/+0 until end of turn.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-92	Forge Armor	https://magicplugin.normalitycomics.com/cardimages/mrd/92.jpg	default	Instant	Instant	R	R	{4}{R}	5				U	As an additional cost to cast this spell, sacrifice an artifact. | Put X +1/+1 counters on target creature, where X is the sacrificed artifact's mana value.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-93	Fractured Loyalty	https://magicplugin.normalitycomics.com/cardimages/mrd/93.jpg	default	Enchantment	Enchantment - Aura	R	R	{1}{R}	2				U	Enchant creature | Whenever enchanted creature becomes the target of a spell or ability, that spell or ability's controller gains control of that creature.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-94	Goblin Striker	https://magicplugin.normalitycomics.com/cardimages/mrd/94.jpg	default	Creature	Creature - Goblin Berserker	R	R	{1}{R}	2	1	1		C	First strike, haste	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-95	Grab the Reins	https://magicplugin.normalitycomics.com/cardimages/mrd/95.jpg	default	Instant	Instant	R	R	{3}{R}	4				U	Choose one - | - Until end of turn, you gain control of target creature and it gains haste. | - Sacrifice a creature. Grab the Reins deals damage equal to that creature's power to any target. | Entwine {2}{R}	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-96	Incite War	https://magicplugin.normalitycomics.com/cardimages/mrd/96.jpg	default	Instant	Instant	R	R	{2}{R}	3				C	Choose one - | - Creatures target player controls attack this turn if able. | - Creatures you control gain first strike until end of turn. | Entwine {2}	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-97	Krark-Clan Grunt	https://magicplugin.normalitycomics.com/cardimages/mrd/97.jpg	default	Creature	Creature - Goblin Warrior	R	R	{2}{R}	3	2	2		C	Sacrifice an artifact: This creature gets +1/+0 and gains first strike until end of turn.	MRD	mirrodin	mrd	playerNDeck
mirrodin_mrd-98	Krark-Clan Shaman	https://magicplugin.normalitycomics.com/cardimages/mrd/98.jpg	default	Creature	Creature - Goblin Shaman	R	R	{R}	1	1	1		C	Sacrifice an artifact: This creature deals 1 damage to each creature without flying.	MRD	mirrodin	mrd	playerNDeck
