databaseId	name	imageUrl	cardBack	type	typeLine	color	colorId	cost	manaValue	power	toughness	loyalty	rarity	text	packName	set	actualSet	loadGroupId
dom_dom-56	Merfolk Trickster	https://magicplugin.normalitycomics.com/cardimages/dom/56.jpg	default	Creature	Creature - Merfolk Wizard	U	U	{U}{U}	2	2	2		U	Flash | When this creature enters, tap target creature an opponent controls. It loses all abilities until end of turn.	DOM	dom	dom	playerNDeck
dom_dom-57	The Mirari Conjecture	https://magicplugin.normalitycomics.com/cardimages/dom/57.jpg	default	Enchantment	Enchantment - Saga	U	U	{4}{U}	5				R	I - Return target instant card from your graveyard to your hand. | II - Return target sorcery card from your graveyard to your hand. | III - Until end of turn, whenever you cast an instant or sorcery spell, copy it. You may choose new targets for the copy.	DOM	dom	dom	playerNDeck
dom_dom-58	Naban, Dean of Iteration	https://magicplugin.normalitycomics.com/cardimages/dom/58.jpg	default	Creature	Legendary Creature - Human Wizard	U	U	{1}{U}	2	2	1		R	If a Wizard you control entering causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.	DOM	dom	dom	playerNDeck
dom_dom-59	Naru Meha, Master Wizard	https://magicplugin.normalitycomics.com/cardimages/dom/59.jpg	default	Creature	Legendary Creature - Human Wizard	U	U	{2}{U}{U}	4	3	3		M	Flash | When Naru Meha enters, copy target instant or sorcery spell you control. You may choose new targets for the copy. | Other Wizards you control get +1/+1.	DOM	dom	dom	playerNDeck
dom_dom-60	Opt	https://magicplugin.normalitycomics.com/cardimages/dom/60.jpg	default	Instant	Instant	U	U	{U}	1				C	Scry 1. | Draw a card.	DOM	dom	dom	playerNDeck
dom_dom-61	Precognition Field	https://magicplugin.normalitycomics.com/cardimages/dom/61.jpg	default	Enchantment	Enchantment	U	U	{3}{U}	4				R	You may look at the top card of your library any time. | You may cast instant and sorcery spells from the top of your library. | {3}: Exile the top card of your library.	DOM	dom	dom	playerNDeck
dom_dom-62	Relic Runner	https://magicplugin.normalitycomics.com/cardimages/dom/62.jpg	default	Creature	Creature - Human Rogue	U	U	{1}{U}	2	2	1		C	This creature can't be blocked if you've cast a historic spell this turn.	DOM	dom	dom	playerNDeck
dom_dom-63	Rescue	https://magicplugin.normalitycomics.com/cardimages/dom/63.jpg	default	Instant	Instant	U	U	{U}	1				C	Return target permanent you control to its owner's hand.	DOM	dom	dom	playerNDeck
dom_dom-64	Sage of Lat-Nam	https://magicplugin.normalitycomics.com/cardimages/dom/64.jpg	default	Creature	Creature - Human Artificer	U	U	{1}{U}	2	1	2		U	{T}, Sacrifice an artifact: Draw a card.	DOM	dom	dom	playerNDeck
dom_dom-65	Sentinel of the Pearl Trident	https://magicplugin.normalitycomics.com/cardimages/dom/65.jpg	default	Creature	Creature - Merfolk Soldier	U	U	{4}{U}	5	3	3		U	Flash | When this creature enters, you may exile target historic permanent you control. If you do, return that card to the battlefield under its owner's control at the beginning of the next end step.	DOM	dom	dom	playerNDeck
dom_dom-66	Slinn Voda, the Rising Deep	https://magicplugin.normalitycomics.com/cardimages/dom/66.jpg	default	Creature	Legendary Creature - Leviathan	U	U	{6}{U}{U}	8	8	8		U	Kicker {1}{U} | When Slinn Voda enters, if it was kicked, return all creatures to their owners' hands except for Merfolk, Krakens, Leviathans, Octopuses, and Serpents.	DOM	dom	dom	playerNDeck
dom_dom-67	Syncopate	https://magicplugin.normalitycomics.com/cardimages/dom/67.jpg	default	Instant	Instant	U	U	{X}{U}	1				C	Counter target spell unless its controller pays {X}. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.	DOM	dom	dom	playerNDeck
dom_dom-68	Tempest Djinn	https://magicplugin.normalitycomics.com/cardimages/dom/68.jpg	default	Creature	Creature - Djinn	U	U	{U}{U}{U}	3	0	4		R	Flying | This creature gets +1/+0 for each basic Island you control.	DOM	dom	dom	playerNDeck
dom_dom-69	Tetsuko Umezawa, Fugitive	https://magicplugin.normalitycomics.com/cardimages/dom/69.jpg	default	Creature	Legendary Creature - Human Rogue	U	U	{1}{U}	2	1	3		U	Creatures you control with power or toughness 1 or less can't be blocked.	DOM	dom	dom	playerNDeck
dom_dom-70	Time of Ice	https://magicplugin.normalitycomics.com/cardimages/dom/70.jpg	default	Enchantment	Enchantment - Saga	U	U	{3}{U}	4				U	I, II - Tap target creature an opponent controls. It doesn't untap during its controller's untap step for as long as you control this Saga. | III - Return all tapped creatures to their owners' hands.	DOM	dom	dom	playerNDeck
dom_dom-71	Tolarian Scholar	https://magicplugin.normalitycomics.com/cardimages/dom/71.jpg	default	Creature	Creature - Human Wizard	U	U	{2}{U}	3	2	3		C		DOM	dom	dom	playerNDeck
dom_dom-72	Unwind	https://magicplugin.normalitycomics.com/cardimages/dom/72.jpg	default	Instant	Instant	U	U	{2}{U}	3				C	Counter target noncreature spell. Untap up to three lands.	DOM	dom	dom	playerNDeck
dom_dom-73	Vodalian Arcanist	https://magicplugin.normalitycomics.com/cardimages/dom/73.jpg	default	Creature	Creature - Merfolk Wizard	U	U	{1}{U}	2	1	3		C	{T}: Add {C}. Spend this mana only to cast an instant or sorcery spell.	DOM	dom	dom	playerNDeck
dom_dom-74	Weight of Memory	https://magicplugin.normalitycomics.com/cardimages/dom/74.jpg	default	Sorcery	Sorcery	U	U	{3}{U}{U}	5				U	Draw three cards. Target player mills three cards.	DOM	dom	dom	playerNDeck
dom_dom-75	Wizard's Retort	https://magicplugin.normalitycomics.com/cardimages/dom/75.jpg	default	Instant	Instant	U	U	{1}{U}{U}	3				U	This spell costs {1} less to cast if you control a Wizard. | Counter target spell.	DOM	dom	dom	playerNDeck
dom_dom-76	Zahid, Djinn of the Lamp	https://magicplugin.normalitycomics.com/cardimages/dom/76.jpg	default	Creature	Legendary Creature - Djinn	U	U	{4}{U}{U}	6	5	6		R	You may pay {3}{U} and tap an untapped artifact you control rather than pay this spell's mana cost. | Flying	DOM	dom	dom	playerNDeck
dom_dom-77	Blessing of Belzenlok	https://magicplugin.normalitycomics.com/cardimages/dom/77.jpg	default	Instant	Instant	B	B	{B}	1				C	Target creature gets +2/+1 until end of turn. If it's legendary, it also gains lifelink until end of turn.	DOM	dom	dom	playerNDeck
dom_dom-78	Cabal Evangel	https://magicplugin.normalitycomics.com/cardimages/dom/78.jpg	default	Creature	Creature - Human Cleric	B	B	{1}{B}	2	2	2		C		DOM	dom	dom	playerNDeck
dom_dom-79	Cabal Paladin	https://magicplugin.normalitycomics.com/cardimages/dom/79.jpg	default	Creature	Creature - Human Knight	B	B	{3}{B}	4	4	2		C	Whenever you cast a historic spell, this creature deals 2 damage to each opponent.	DOM	dom	dom	playerNDeck
dom_dom-80	Caligo Skin-Witch	https://magicplugin.normalitycomics.com/cardimages/dom/80.jpg	default	Creature	Creature - Human Wizard	B	B	{1}{B}	2	1	3		C	Kicker {3}{B} | When this creature enters, if it was kicked, each opponent discards two cards.	DOM	dom	dom	playerNDeck
dom_dom-81	Cast Down	https://magicplugin.normalitycomics.com/cardimages/dom/81.jpg	default	Instant	Instant	B	B	{1}{B}	2				U	Destroy target nonlegendary creature.	DOM	dom	dom	playerNDeck
dom_dom-82	Chainer's Torment	https://magicplugin.normalitycomics.com/cardimages/dom/82.jpg	default	Enchantment	Enchantment - Saga	B	B	{3}{B}	4				U	I, II - This Saga deals 2 damage to each opponent and you gain 2 life. | III - Create an X/X black Nightmare Horror creature token, where X is half your life total, rounded up. It deals X damage to you.	DOM	dom	dom	playerNDeck
dom_dom-83	Dark Bargain	https://magicplugin.normalitycomics.com/cardimages/dom/83.jpg	default	Instant	Instant	B	B	{3}{B}	4				C	Look at the top three cards of your library. Put two of them into your hand and the other into your graveyard. Dark Bargain deals 2 damage to you.	DOM	dom	dom	playerNDeck
dom_dom-84	Deathbloom Thallid	https://magicplugin.normalitycomics.com/cardimages/dom/84.jpg	default	Creature	Creature - Fungus	B	B	{2}{B}	3	3	2		C	When this creature dies, create a 1/1 green Saproling creature token.	DOM	dom	dom	playerNDeck
dom_dom-85	Demonic Vigor	https://magicplugin.normalitycomics.com/cardimages/dom/85.jpg	default	Enchantment	Enchantment - Aura	B	B	{B}	1				C	Enchant creature | Enchanted creature gets +1/+1. | When enchanted creature dies, return that card to its owner's hand.	DOM	dom	dom	playerNDeck
dom_dom-86	Demonlord Belzenlok	https://magicplugin.normalitycomics.com/cardimages/dom/86.jpg	default	Creature	Legendary Creature - Elder Demon	B	B	{4}{B}{B}	6	6	6		M	Flying, trample | When Demonlord Belzenlok enters, exile cards from the top of your library until you exile a nonland card, then put that card into your hand. If the card's mana value is 4 or greater, repeat this process. Demonlord Belzenlok deals 1 damage to you for each card put into your hand this way.	DOM	dom	dom	playerNDeck
dom_dom-87	Divest	https://magicplugin.normalitycomics.com/cardimages/dom/87.jpg	default	Sorcery	Sorcery	B	B	{B}	1				C	Target player reveals their hand. You choose an artifact or creature card from it. That player discards that card.	DOM	dom	dom	playerNDeck
dom_dom-88	Dread Shade	https://magicplugin.normalitycomics.com/cardimages/dom/88.jpg	default	Creature	Creature - Shade	B	B	{B}{B}{B}	3	3	3		R	{B}: This creature gets +1/+1 until end of turn.	DOM	dom	dom	playerNDeck
dom_dom-89	Drudge Sentinel	https://magicplugin.normalitycomics.com/cardimages/dom/89.jpg	default	Creature	Creature - Skeleton Warrior	B	B	{2}{B}	3	2	1		C	{3}: Tap this creature. It gains indestructible until end of turn.	DOM	dom	dom	playerNDeck
dom_dom-90	The Eldest Reborn	https://magicplugin.normalitycomics.com/cardimages/dom/90.jpg	default	Enchantment	Enchantment - Saga	B	B	{4}{B}	5				U	I - Each opponent sacrifices a creature or planeswalker of their choice. | II - Each opponent discards a card. | III - Put target creature or planeswalker card from a graveyard onto the battlefield under your control.	DOM	dom	dom	playerNDeck
dom_dom-91	Eviscerate	https://magicplugin.normalitycomics.com/cardimages/dom/91.jpg	default	Sorcery	Sorcery	B	B	{3}{B}	4				C	Destroy target creature.	DOM	dom	dom	playerNDeck
dom_dom-92	Feral Abomination	https://magicplugin.normalitycomics.com/cardimages/dom/92.jpg	default	Creature	Creature - Thrull	B	B	{5}{B}	6	5	5		C	Deathtouch	DOM	dom	dom	playerNDeck
dom_dom-93	Final Parting	https://magicplugin.normalitycomics.com/cardimages/dom/93.jpg	default	Sorcery	Sorcery	B	B	{3}{B}{B}	5				U	Search your library for two cards. Put one into your hand and the other into your graveyard. Then shuffle.	DOM	dom	dom	playerNDeck
dom_dom-94	Fungal Infection	https://magicplugin.normalitycomics.com/cardimages/dom/94.jpg	default	Instant	Instant	B	B	{B}	1				C	Target creature gets -1/-1 until end of turn. Create a 1/1 green Saproling creature token.	DOM	dom	dom	playerNDeck
dom_dom-95	Josu Vess, Lich Knight	https://magicplugin.normalitycomics.com/cardimages/dom/95.jpg	default	Creature	Legendary Creature - Zombie Knight	B	B	{2}{B}{B}	4	4	5		R	Kicker {5}{B} | Menace | When Josu Vess enters, if it was kicked, create eight 2/2 black Zombie Knight creature tokens with menace.	DOM	dom	dom	playerNDeck
dom_dom-96	Kazarov, Sengir Pureblood	https://magicplugin.normalitycomics.com/cardimages/dom/96.jpg	default	Creature	Legendary Creature - Vampire	B	BR	{5}{B}{B}	7	4	4		R	Flying | Whenever a creature an opponent controls is dealt damage, put a +1/+1 counter on Kazarov. | {3}{R}: Kazarov deals 2 damage to target creature.	DOM	dom	dom	playerNDeck
dom_dom-97	Knight of Malice	https://magicplugin.normalitycomics.com/cardimages/dom/97.jpg	default	Creature	Creature - Human Knight	B	B	{1}{B}	2	2	2		U	First strike | Hexproof from white | This creature gets +1/+0 as long as any player controls a white permanent.	DOM	dom	dom	playerNDeck
dom_dom-98	Lich's Mastery	https://magicplugin.normalitycomics.com/cardimages/dom/98.jpg	default	Enchantment	Legendary Enchantment	B	B	{3}{B}{B}{B}	6				R	Hexproof | You can't lose the game. | Whenever you gain life, draw that many cards. | Whenever you lose life, for each 1 life you lost, exile a permanent you control or a card from your hand or graveyard. | When Lich's Mastery leaves the battlefield, you lose the game.	DOM	dom	dom	playerNDeck
dom_dom-99	Lingering Phantom	https://magicplugin.normalitycomics.com/cardimages/dom/99.jpg	default	Creature	Creature - Spirit	B	B	{5}{B}	6	5	4		U	Whenever you cast a historic spell, you may pay {B}. If you do, return this card from your graveyard to your hand.	DOM	dom	dom	playerNDeck
dom_dom-100	Phyrexian Scriptures	https://magicplugin.normalitycomics.com/cardimages/dom/100.jpg	default	Enchantment	Enchantment - Saga	B	B	{2}{B}{B}	4				M	I - Put a +1/+1 counter on up to one target creature. That creature becomes an artifact in addition to its other types. | II - Destroy all nonartifact creatures. | III - Exile all opponents' graveyards.	DOM	dom	dom	playerNDeck
dom_dom-101	Rat Colony	https://magicplugin.normalitycomics.com/cardimages/dom/101.jpg	default	Creature	Creature - Rat	B	B	{1}{B}	2	2	1		C	This creature gets +1/+0 for each other Rat you control. | A deck can have any number of cards named Rat Colony.	DOM	dom	dom	playerNDeck
