databaseId	name	imageUrl	cardBack	type	typeLine	color	colorId	cost	manaValue	power	toughness	loyalty	rarity	text	packName	set	actualSet	loadGroupId
commander_cmd-11	Congregate	https://magicplugin.normalitycomics.com/cardimages/cmd/11.jpg	default	Instant	Instant	W	W	{3}{W}	4				C	Target player gains 2 life for each creature on the battlefield.	CMD	commander	cmd	playerNDeck
commander_cmd-12	Crescendo of War	https://magicplugin.normalitycomics.com/cardimages/cmd/12.jpg	default	Enchantment	Enchantment	W	W	{3}{W}	4				R	At the beginning of each upkeep, put a strife counter on this enchantment. | Attacking creatures get +1/+0 for each strife counter on this enchantment. | Blocking creatures you control get +1/+0 for each strife counter on this enchantment.	CMD	commander	cmd	playerNDeck
commander_cmd-13	False Prophet	https://magicplugin.normalitycomics.com/cardimages/cmd/13.jpg	default	Creature	Creature - Human Cleric	W	W	{2}{W}{W}	4	2	2		R	When this creature dies, exile all creatures.	CMD	commander	cmd	playerNDeck
commander_cmd-14	Ghostly Prison	https://magicplugin.normalitycomics.com/cardimages/cmd/14.jpg	default	Enchantment	Enchantment	W	W	{2}{W}	3				U	Creatures can't attack you unless their controller pays {2} for each creature they control that's attacking you.	CMD	commander	cmd	playerNDeck
commander_cmd-15	Hour of Reckoning	https://magicplugin.normalitycomics.com/cardimages/cmd/15.jpg	default	Sorcery	Sorcery	W	W	{4}{W}{W}{W}	7				R	Convoke | Destroy all nontoken creatures.	CMD	commander	cmd	playerNDeck
commander_cmd-16	Jotun Grunt	https://magicplugin.normalitycomics.com/cardimages/cmd/16.jpg	default	Creature	Creature - Giant Soldier	W	W	{1}{W}	2	4	4		U	Cumulative upkeep-Put two cards from a single graveyard on the bottom of their owner's library.	CMD	commander	cmd	playerNDeck
commander_cmd-17	Journey to Nowhere	https://magicplugin.normalitycomics.com/cardimages/cmd/17.jpg	default	Enchantment	Enchantment	W	W	{1}{W}	2				C	When this enchantment enters, exile target creature. | When this enchantment leaves the battlefield, return the exiled card to the battlefield under its owner's control.	CMD	commander	cmd	playerNDeck
commander_cmd-18	Lightkeeper of Emeria	https://magicplugin.normalitycomics.com/cardimages/cmd/18.jpg	default	Creature	Creature - Angel	W	W	{3}{W}	4	2	4		U	Multikicker {W} | Flying | When this creature enters, you gain 2 life for each time it was kicked.	CMD	commander	cmd	playerNDeck
commander_cmd-19	Martyr's Bond	https://magicplugin.normalitycomics.com/cardimages/cmd/19.jpg	default	Enchantment	Enchantment	W	W	{4}{W}{W}	6				R	Whenever this enchantment or another nonland permanent you control is put into a graveyard from the battlefield, each opponent sacrifices a permanent of their choice that shares a card type with it.	CMD	commander	cmd	playerNDeck
commander_cmd-20	Monk Realist	https://magicplugin.normalitycomics.com/cardimages/cmd/20.jpg	default	Creature	Creature - Human Monk Cleric	W	W	{1}{W}	2	1	1		C	When this creature enters, destroy target enchantment.	CMD	commander	cmd	playerNDeck
commander_cmd-21	Mother of Runes	https://magicplugin.normalitycomics.com/cardimages/cmd/21.jpg	default	Creature	Creature - Human Cleric	W	W	{W}	1	1	1		U	{T}: Target creature you control gains protection from the color of your choice until end of turn.	CMD	commander	cmd	playerNDeck
commander_cmd-22	Oblation	https://magicplugin.normalitycomics.com/cardimages/cmd/22.jpg	default	Instant	Instant	W	W	{2}{W}	3				R	The owner of target nonland permanent shuffles it into their library, then draws two cards.	CMD	commander	cmd	playerNDeck
commander_cmd-23	Oblivion Ring	https://magicplugin.normalitycomics.com/cardimages/cmd/23.jpg	default	Enchantment	Enchantment	W	W	{2}{W}	3				C	When this enchantment enters, exile another target nonland permanent. | When this enchantment leaves the battlefield, return the exiled card to the battlefield under its owner's control.	CMD	commander	cmd	playerNDeck
commander_cmd-24	Orim's Thunder	https://magicplugin.normalitycomics.com/cardimages/cmd/24.jpg	default	Instant	Instant	W	RW	{2}{W}	3				C	Kicker {R} | Destroy target artifact or enchantment. If this spell was kicked, it deals damage equal to that permanent's mana value to target creature.	CMD	commander	cmd	playerNDeck
commander_cmd-25	Path to Exile	https://magicplugin.normalitycomics.com/cardimages/cmd/25.jpg	default	Instant	Instant	W	W	{W}	1				U	Exile target creature. Its controller may search their library for a basic land card, put that card onto the battlefield tapped, then shuffle.	CMD	commander	cmd	playerNDeck
commander_cmd-26	Pollen Lullaby	https://magicplugin.normalitycomics.com/cardimages/cmd/26.jpg	default	Instant	Instant	W	W	{1}{W}	2				U	Prevent all combat damage that would be dealt this turn. Clash with an opponent. If you win, creatures that player controls don't untap during the player's next untap step.	CMD	commander	cmd	playerNDeck
commander_cmd-27	Prison Term	https://magicplugin.normalitycomics.com/cardimages/cmd/27.jpg	default	Enchantment	Enchantment - Aura	W	W	{1}{W}{W}	3				U	Enchant creature | Enchanted creature can't attack or block, and its activated abilities can't be activated. | Whenever a creature an opponent controls enters, you may attach this Aura to that creature.	CMD	commander	cmd	playerNDeck
commander_cmd-28	Return to Dust	https://magicplugin.normalitycomics.com/cardimages/cmd/28.jpg	default	Instant	Instant	W	W	{2}{W}{W}	4				U	Exile target artifact or enchantment. If you cast this spell during your main phase, you may exile up to one other target artifact or enchantment.	CMD	commander	cmd	playerNDeck
commander_cmd-29	Righteous Cause	https://magicplugin.normalitycomics.com/cardimages/cmd/29.jpg	default	Enchantment	Enchantment	W	W	{3}{W}{W}	5				U	Whenever a creature attacks, you gain 1 life.	CMD	commander	cmd	playerNDeck
commander_cmd-30	Serra Angel	https://magicplugin.normalitycomics.com/cardimages/cmd/30.jpg	default	Creature	Creature - Angel	W	W	{3}{W}{W}	5	4	4		U	Flying | Vigilance	CMD	commander	cmd	playerNDeck
commander_cmd-31	Shattered Angel	https://magicplugin.normalitycomics.com/cardimages/cmd/31.jpg	default	Creature	Creature - Phyrexian Angel	W	W	{3}{W}{W}	5	3	3		U	Flying | Whenever a land an opponent controls enters, you may gain 3 life.	CMD	commander	cmd	playerNDeck
commander_cmd-32	Soul Snare	https://magicplugin.normalitycomics.com/cardimages/cmd/32.jpg	default	Enchantment	Enchantment	W	W	{W}	1				U	{W}, Sacrifice this enchantment: Exile target creature that's attacking you or a planeswalker you control.	CMD	commander	cmd	playerNDeck
commander_cmd-33	Spurnmage Advocate	https://magicplugin.normalitycomics.com/cardimages/cmd/33.jpg	default	Creature	Creature - Human Nomad	W	W	{W}	1	1	1		U	{T}: Return two target cards from an opponent's graveyard to their hand. Destroy target attacking creature.	CMD	commander	cmd	playerNDeck
commander_cmd-34	Storm Herd	https://magicplugin.normalitycomics.com/cardimages/cmd/34.jpg	default	Sorcery	Sorcery	W	W	{8}{W}{W}	10				R	Create X 1/1 white Pegasus creature tokens with flying, where X is your life total.	CMD	commander	cmd	playerNDeck
commander_cmd-35	Voice of All	https://magicplugin.normalitycomics.com/cardimages/cmd/35.jpg	default	Creature	Creature - Angel	W	W	{2}{W}{W}	4	2	2		R	Flying | As this creature enters, choose a color. | This creature has protection from the chosen color.	CMD	commander	cmd	playerNDeck
commander_cmd-36	Vow of Duty	https://magicplugin.normalitycomics.com/cardimages/cmd/36.jpg	default	Enchantment	Enchantment - Aura	W	W	{2}{W}	3				U	Enchant creature | Enchanted creature gets +2/+2, has vigilance, and can't attack you or planeswalkers you control.	CMD	commander	cmd	playerNDeck
commander_cmd-37	Wall of Omens	https://magicplugin.normalitycomics.com/cardimages/cmd/37.jpg	default	Creature	Creature - Wall	W	W	{1}{W}	2	0	4		U	Defender | When this creature enters, draw a card.	CMD	commander	cmd	playerNDeck
commander_cmd-38	Windborn Muse	https://magicplugin.normalitycomics.com/cardimages/cmd/38.jpg	default	Creature	Creature - Spirit	W	W	{3}{W}	4	2	3		R	Flying | Creatures can't attack you unless their controller pays {2} for each creature they control that's attacking you.	CMD	commander	cmd	playerNDeck
commander_cmd-39	Aethersnipe	https://magicplugin.normalitycomics.com/cardimages/cmd/39.jpg	default	Creature	Creature - Elemental	U	U	{5}{U}	6	4	4		C	When this creature enters, return target nonland permanent to its owner's hand. | Evoke {1}{U}{U}	CMD	commander	cmd	playerNDeck
commander_cmd-40	Brainstorm	https://magicplugin.normalitycomics.com/cardimages/cmd/40.jpg	default	Instant	Instant	U	U	{U}	1				C	Draw three cards, then put two cards from your hand on top of your library in any order.	CMD	commander	cmd	playerNDeck
commander_cmd-41	Chromeshell Crab	https://magicplugin.normalitycomics.com/cardimages/cmd/41.jpg	default	Creature	Creature - Crab Beast	U	U	{4}{U}	5	3	3		R	Morph {4}{U} | When this creature is turned face up, you may exchange control of target creature you control and target creature an opponent controls.	CMD	commander	cmd	playerNDeck
commander_cmd-42	Conundrum Sphinx	https://magicplugin.normalitycomics.com/cardimages/cmd/42.jpg	default	Creature	Creature - Sphinx	U	U	{2}{U}{U}	4	4	4		R	Flying | Whenever this creature attacks, each player chooses a card name. Then each player reveals the top card of their library. If the card a player revealed has the name they chose, that player puts it into their hand. If it doesn't, that player puts it on the bottom of their library.	CMD	commander	cmd	playerNDeck
commander_cmd-43	Court Hussar	https://magicplugin.normalitycomics.com/cardimages/cmd/43.jpg	default	Creature	Creature - Vedalken Knight	U	WU	{2}{U}	3	1	3		U	Vigilance | When this creature enters, look at the top three cards of your library, then put one of them into your hand and the rest on the bottom of your library in any order. | When this creature enters, sacrifice it unless {W} was spent to cast it.	CMD	commander	cmd	playerNDeck
commander_cmd-44	Dreamborn Muse	https://magicplugin.normalitycomics.com/cardimages/cmd/44.jpg	default	Creature	Creature - Spirit	U	U	{2}{U}{U}	4	2	2		R	At the beginning of each player's upkeep, that player mills X cards, where X is the number of cards in their hand.	CMD	commander	cmd	playerNDeck
commander_cmd-45	Fact or Fiction	https://magicplugin.normalitycomics.com/cardimages/cmd/45.jpg	default	Instant	Instant	U	U	{3}{U}	4				U	Reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.	CMD	commander	cmd	playerNDeck
commander_cmd-46	Flusterstorm	https://magicplugin.normalitycomics.com/cardimages/cmd/46.jpg	default	Instant	Instant	U	U	{U}	1				R	Counter target instant or sorcery spell unless its controller pays {1}. | Storm	CMD	commander	cmd	playerNDeck
commander_cmd-47	Fog Bank	https://magicplugin.normalitycomics.com/cardimages/cmd/47.jpg	default	Creature	Creature - Wall	U	U	{1}{U}	2	0	2		U	Defender | Flying | Prevent all combat damage that would be dealt to and dealt by this creature.	CMD	commander	cmd	playerNDeck
commander_cmd-48	Gomazoa	https://magicplugin.normalitycomics.com/cardimages/cmd/48.jpg	default	Creature	Creature - Jellyfish	U	U	{2}{U}	3	0	3		U	Defender, flying | {T}: Put this creature and each creature it's blocking on top of their owners' libraries, then those players shuffle.	CMD	commander	cmd	playerNDeck
commander_cmd-49	Guard Gomazoa	https://magicplugin.normalitycomics.com/cardimages/cmd/49.jpg	default	Creature	Creature - Jellyfish	U	U	{2}{U}	3	1	3		U	Defender, flying | Prevent all combat damage that would be dealt to this creature.	CMD	commander	cmd	playerNDeck
commander_cmd-50	Memory Erosion	https://magicplugin.normalitycomics.com/cardimages/cmd/50.jpg	default	Enchantment	Enchantment	U	U	{1}{U}{U}	3				R	Whenever an opponent casts a spell, that player mills two cards.	CMD	commander	cmd	playerNDeck
commander_cmd-51	Minds Aglow	https://magicplugin.normalitycomics.com/cardimages/cmd/51.jpg	default	Sorcery	Sorcery	U	U	{U}	1				R	Join forces - Starting with you, each player may pay any amount of mana. Each player draws X cards, where X is the total amount of mana paid this way.	CMD	commander	cmd	playerNDeck
commander_cmd-52	Mulldrifter	https://magicplugin.normalitycomics.com/cardimages/cmd/52.jpg	default	Creature	Creature - Elemental	U	U	{4}{U}	5	2	2		C	Flying | When this creature enters, draw two cards. | Evoke {2}{U}	CMD	commander	cmd	playerNDeck
commander_cmd-53	Murmurs from Beyond	https://magicplugin.normalitycomics.com/cardimages/cmd/53.jpg	default	Instant	Instant - Arcane	U	U	{2}{U}	3				C	Reveal the top three cards of your library. An opponent chooses one of them. Put that card into your graveyard and the rest into your hand.	CMD	commander	cmd	playerNDeck
commander_cmd-54	Perilous Research	https://magicplugin.normalitycomics.com/cardimages/cmd/54.jpg	default	Instant	Instant	U	U	{1}{U}	2				U	Draw two cards, then sacrifice a permanent.	CMD	commander	cmd	playerNDeck
commander_cmd-55	Propaganda	https://magicplugin.normalitycomics.com/cardimages/cmd/55.jpg	default	Enchantment	Enchantment	U	U	{2}{U}	3				U	Creatures can't attack you unless their controller pays {2} for each creature they control that's attacking you.	CMD	commander	cmd	playerNDeck
commander_cmd-56	Ray of Command	https://magicplugin.normalitycomics.com/cardimages/cmd/56.jpg	default	Instant	Instant	U	U	{3}{U}	4				C	Untap target creature an opponent controls and gain control of it until end of turn. That creature gains haste until end of turn. When you lose control of the creature, tap it.	CMD	commander	cmd	playerNDeck
commander_cmd-57	Reins of Power	https://magicplugin.normalitycomics.com/cardimages/cmd/57.jpg	default	Instant	Instant	U	U	{2}{U}{U}	4				R	Untap all creatures you control and all creatures target opponent controls. You and that opponent each gain control of all creatures the other controls until end of turn. Those creatures gain haste until end of turn.	CMD	commander	cmd	playerNDeck
commander_cmd-58	Repulse	https://magicplugin.normalitycomics.com/cardimages/cmd/58.jpg	default	Instant	Instant	U	U	{2}{U}	3				C	Return target creature to its owner's hand. | Draw a card.	CMD	commander	cmd	playerNDeck
commander_cmd-59	Riddlekeeper	https://magicplugin.normalitycomics.com/cardimages/cmd/59.jpg	default	Creature	Creature - Homunculus	U	U	{2}{U}	3	1	4		R	Whenever a creature attacks you or a planeswalker you control, that creature's controller mills two cards.	CMD	commander	cmd	playerNDeck
commander_cmd-60	Scattering Stroke	https://magicplugin.normalitycomics.com/cardimages/cmd/60.jpg	default	Instant	Instant	U	U	{2}{U}{U}	4				U	Counter target spell. Clash with an opponent. If you win, at the beginning of your next main phase, you may add an amount of {C} equal to that spell's mana value.	CMD	commander	cmd	playerNDeck
commander_cmd-61	Skyscribing	https://magicplugin.normalitycomics.com/cardimages/cmd/61.jpg	default	Sorcery	Sorcery	U	U	{X}{U}{U}	2				U	Each player draws X cards. | Forecast - {2}{U}, Reveal this card from your hand: Each player draws a card.	CMD	commander	cmd	playerNDeck
commander_cmd-62	Slipstream Eel	https://magicplugin.normalitycomics.com/cardimages/cmd/62.jpg	default	Creature	Creature - Fish Beast	U	U	{5}{U}{U}	7	6	6		C	This creature can't attack unless defending player controls an Island. | Cycling {1}{U}	CMD	commander	cmd	playerNDeck
commander_cmd-63	Spell Crumple	https://magicplugin.normalitycomics.com/cardimages/cmd/63.jpg	default	Instant	Instant	U	U	{1}{U}{U}	3				U	Counter target spell. If that spell is countered this way, put it on the bottom of its owner's library instead of into that player's graveyard. Put Spell Crumple on the bottom of its owner's library.	CMD	commander	cmd	playerNDeck
commander_cmd-64	Trade Secrets	https://magicplugin.normalitycomics.com/cardimages/cmd/64.jpg	default	Sorcery	Sorcery	U	U	{1}{U}{U}	3				R	Target opponent draws two cards, then you draw up to four cards. That opponent may repeat this process as many times as they choose.	CMD	commander	cmd	playerNDeck
commander_cmd-65	Trench Gorger	https://magicplugin.normalitycomics.com/cardimages/cmd/65.jpg	default	Creature	Creature - Leviathan	U	U	{6}{U}{U}	8	6	6		R	Trample | When this creature enters, you may search your library for any number of land cards, exile them, then shuffle. If you do, this creature has base power and base toughness each equal to the number of cards exiled this way.	CMD	commander	cmd	playerNDeck
commander_cmd-66	Vedalken Plotter	https://magicplugin.normalitycomics.com/cardimages/cmd/66.jpg	default	Creature	Creature - Vedalken Wizard	U	U	{2}{U}	3	1	1		U	When this creature enters, exchange control of target land you control and target land an opponent controls.	CMD	commander	cmd	playerNDeck
commander_cmd-67	Vision Skeins	https://magicplugin.normalitycomics.com/cardimages/cmd/67.jpg	default	Instant	Instant	U	U	{1}{U}	2				C	Each player draws two cards.	CMD	commander	cmd	playerNDeck
commander_cmd-68	Vow of Flight	https://magicplugin.normalitycomics.com/cardimages/cmd/68.jpg	default	Enchantment	Enchantment - Aura	U	U	{2}{U}	3				U	Enchant creature | Enchanted creature gets +2/+2, has flying, and can't attack you or planeswalkers you control.	CMD	commander	cmd	playerNDeck
commander_cmd-69	Whirlpool Whelm	https://magicplugin.normalitycomics.com/cardimages/cmd/69.jpg	default	Instant	Instant	U	U	{1}{U}	2				C	Clash with an opponent, then return target creature to its owner's hand. If you win, you may put that creature on top of its owner's library instead.	CMD	commander	cmd	playerNDeck
commander_cmd-70	Windfall	https://magicplugin.normalitycomics.com/cardimages/cmd/70.jpg	default	Sorcery	Sorcery	U	U	{2}{U}	3				U	Each player discards their hand, then draws cards equal to the greatest number of cards a player discarded this way.	CMD	commander	cmd	playerNDeck
commander_cmd-71	Wonder	https://magicplugin.normalitycomics.com/cardimages/cmd/71.jpg	default	Creature	Creature - Incarnation	U	U	{3}{U}	4	2	2		U	Flying | As long as this card is in your graveyard and you control an Island, creatures you control have flying.	CMD	commander	cmd	playerNDeck
commander_cmd-72	Attrition	https://magicplugin.normalitycomics.com/cardimages/cmd/72.jpg	default	Enchantment	Enchantment	B	B	{1}{B}{B}	3				R	{B}, Sacrifice a creature: Destroy target nonblack creature.	CMD	commander	cmd	playerNDeck
commander_cmd-73	Avatar of Woe	https://magicplugin.normalitycomics.com/cardimages/cmd/73.jpg	default	Creature	Creature - Avatar	B	B	{6}{B}{B}	8	6	5		R	If there are ten or more creature cards total in all graveyards, this spell costs {6} less to cast. | Fear | {T}: Destroy target creature. It can't be regenerated.	CMD	commander	cmd	playerNDeck
commander_cmd-74	Buried Alive	https://magicplugin.normalitycomics.com/cardimages/cmd/74.jpg	default	Sorcery	Sorcery	B	B	{2}{B}	3				U	Search your library for up to three creature cards, put them into your graveyard, then shuffle.	CMD	commander	cmd	playerNDeck
commander_cmd-75	Butcher of Malakir	https://magicplugin.normalitycomics.com/cardimages/cmd/75.jpg	default	Creature	Creature - Vampire Warrior	B	B	{5}{B}{B}	7	5	4		R	Flying | Whenever this creature or another creature you control dies, each opponent sacrifices a creature of their choice.	CMD	commander	cmd	playerNDeck
commander_cmd-76	Dark Hatchling	https://magicplugin.normalitycomics.com/cardimages/cmd/76.jpg	default	Creature	Creature - Horror	B	B	{4}{B}{B}	6	3	3		R	Flying | When this creature enters, destroy target nonblack creature. It can't be regenerated.	CMD	commander	cmd	playerNDeck
commander_cmd-77	Diabolic Tutor	https://magicplugin.normalitycomics.com/cardimages/cmd/77.jpg	default	Sorcery	Sorcery	B	B	{2}{B}{B}	4				U	Search your library for a card, put that card into your hand, then shuffle.	CMD	commander	cmd	playerNDeck
commander_cmd-78	Doom Blade	https://magicplugin.normalitycomics.com/cardimages/cmd/78.jpg	default	Instant	Instant	B	B	{1}{B}	2				C	Destroy target nonblack creature.	CMD	commander	cmd	playerNDeck
commander_cmd-79	Dread Cacodemon	https://magicplugin.normalitycomics.com/cardimages/cmd/79.jpg	default	Creature	Creature - Demon	B	B	{7}{B}{B}{B}	10	8	8		R	When this creature enters, if you cast it from your hand, destroy all creatures your opponents control, then tap all other creatures you control.	CMD	commander	cmd	playerNDeck
commander_cmd-80	Evincar's Justice	https://magicplugin.normalitycomics.com/cardimages/cmd/80.jpg	default	Sorcery	Sorcery	B	B	{2}{B}{B}	4				C	Buyback {3} | Evincar's Justice deals 2 damage to each creature and each player.	CMD	commander	cmd	playerNDeck
commander_cmd-81	Extractor Demon	https://magicplugin.normalitycomics.com/cardimages/cmd/81.jpg	default	Creature	Creature - Demon	B	B	{4}{B}{B}	6	5	5		R	Flying | Whenever another creature leaves the battlefield, you may have target player mill two cards. | Unearth {2}{B}	CMD	commander	cmd	playerNDeck
commander_cmd-82	Fallen Angel	https://magicplugin.normalitycomics.com/cardimages/cmd/82.jpg	default	Creature	Creature - Angel	B	B	{3}{B}{B}	5	3	3		R	Flying | Sacrifice a creature: This creature gets +2/+1 until end of turn.	CMD	commander	cmd	playerNDeck
commander_cmd-83	Fleshbag Marauder	https://magicplugin.normalitycomics.com/cardimages/cmd/83.jpg	default	Creature	Creature - Zombie Warrior	B	B	{2}{B}	3	3	1		U	When this creature enters, each player sacrifices a creature of their choice.	CMD	commander	cmd	playerNDeck
commander_cmd-84	Footbottom Feast	https://magicplugin.normalitycomics.com/cardimages/cmd/84.jpg	default	Instant	Instant	B	B	{2}{B}	3				C	Put any number of target creature cards from your graveyard on top of your library. | Draw a card.	CMD	commander	cmd	playerNDeck
commander_cmd-85	Grave Pact	https://magicplugin.normalitycomics.com/cardimages/cmd/85.jpg	default	Enchantment	Enchantment	B	B	{1}{B}{B}{B}	4				R	Whenever a creature you control dies, each other player sacrifices a creature of their choice.	CMD	commander	cmd	playerNDeck
commander_cmd-86	Gravedigger	https://magicplugin.normalitycomics.com/cardimages/cmd/86.jpg	default	Creature	Creature - Zombie	B	B	{3}{B}	4	2	2		C	When this creature enters, you may return target creature card from your graveyard to your hand.	CMD	commander	cmd	playerNDeck
commander_cmd-87	Hex	https://magicplugin.normalitycomics.com/cardimages/cmd/87.jpg	default	Sorcery	Sorcery	B	B	{4}{B}{B}	6				R	Destroy six target creatures.	CMD	commander	cmd	playerNDeck
commander_cmd-88	Living Death	https://magicplugin.normalitycomics.com/cardimages/cmd/88.jpg	default	Sorcery	Sorcery	B	B	{3}{B}{B}	5				R	Each player exiles all creature cards from their graveyard, then sacrifices all creatures they control, then puts all cards they exiled this way onto the battlefield.	CMD	commander	cmd	playerNDeck
commander_cmd-89	Mortivore	https://magicplugin.normalitycomics.com/cardimages/cmd/89.jpg	default	Creature	Creature - Lhurgoyf	B	B	{2}{B}{B}	4	*	*		R	Mortivore's power and toughness are each equal to the number of creature cards in all graveyards. | {B}: Regenerate this creature.	CMD	commander	cmd	playerNDeck
commander_cmd-90	Nantuko Husk	https://magicplugin.normalitycomics.com/cardimages/cmd/90.jpg	default	Creature	Creature - Zombie Insect	B	B	{2}{B}	3	2	2		U	Sacrifice a creature: This creature gets +2/+2 until end of turn.	CMD	commander	cmd	playerNDeck
commander_cmd-91	Nemesis Trap	https://magicplugin.normalitycomics.com/cardimages/cmd/91.jpg	default	Instant	Instant - Trap	B	B	{4}{B}{B}	6				U	If a white creature is attacking, you may pay {B}{B} rather than pay this spell's mana cost. | Exile target attacking creature. Create a token that's a copy of that creature. Exile it at the beginning of the next end step.	CMD	commander	cmd	playerNDeck
commander_cmd-92	Nezumi Graverobber	https://magicplugin.normalitycomics.com/cardimages/cmd/92.jpg	default	Creature	Creature - Rat Rogue	B	B	{1}{B}	2	2	1		U	{1}{B}: Exile target card from an opponent's graveyard. If no cards are in that graveyard, flip this creature. // Nighteyes the Desecrator [Legendary Creature - Rat Wizard] {4}{B}: Put target creature card from a graveyard onto the battlefield under your control. 4/2	CMD	commander	cmd	playerNDeck
commander_cmd-92flipped	[cmd] Nighteyes the Desecrator	https://magicplugin.normalitycomics.com/cardimages/cmd/92flipped.jpg	default	Token	Token Legendary Creature - Rat Wizard				2	4	2		U	{4}{B}: Put target creature card from a graveyard onto the battlefield under your control.	CMD	commander	cmd	playerNTokens
commander_cmd-93	Patron of the Nezumi	https://magicplugin.normalitycomics.com/cardimages/cmd/93.jpg	default	Creature	Legendary Creature - Spirit	B	B	{5}{B}{B}	7	6	6		R	Rat offering | Whenever a permanent is put into an opponent's graveyard, that player loses 1 life.	CMD	commander	cmd	playerNDeck
commander_cmd-94	Razorjaw Oni	https://magicplugin.normalitycomics.com/cardimages/cmd/94.jpg	default	Creature	Creature - Demon Spirit	B	B	{3}{B}	4	4	5		U	Black creatures can't block.	CMD	commander	cmd	playerNDeck
commander_cmd-95	Reiver Demon	https://magicplugin.normalitycomics.com/cardimages/cmd/95.jpg	default	Creature	Creature - Demon	B	B	{4}{B}{B}{B}{B}	8	6	6		R	Flying | When this creature enters, if you cast it from your hand, destroy all nonartifact, nonblack creatures. They can't be regenerated.	CMD	commander	cmd	playerNDeck
commander_cmd-96	Rise from the Grave	https://magicplugin.normalitycomics.com/cardimages/cmd/96.jpg	default	Sorcery	Sorcery	B	B	{4}{B}	5				U	Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.	CMD	commander	cmd	playerNDeck
commander_cmd-97	Scythe Specter	https://magicplugin.normalitycomics.com/cardimages/cmd/97.jpg	default	Creature	Creature - Specter	B	B	{4}{B}{B}	6	4	4		R	Flying | Whenever this creature deals combat damage to a player, each opponent discards a card. Each player who discarded a card with the greatest mana value among cards discarded this way loses life equal to that mana value.	CMD	commander	cmd	playerNDeck
commander_cmd-98	Sewer Nemesis	https://magicplugin.normalitycomics.com/cardimages/cmd/98.jpg	default	Creature	Creature - Horror	B	B	{3}{B}	4	*	*		R	As this creature enters, choose a player. | Sewer Nemesis's power and toughness are each equal to the number of cards in the chosen player's graveyard. | Whenever the chosen player casts a spell, that player mills a card.	CMD	commander	cmd	playerNDeck
