databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	rank	suit	cost	upkeep	production	bullets	drawType	influence	control	outfit	rarity	ghostRock	text
19f3ee67-5d7d-450f-a6cf-feb78a60f02a	Confederate Barracks	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-ConfederateBarracks.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	2	D	3		0				1		U		Public. Government. While the Confederate Barracks' controller puts a Dude into play from his or her Play hand, reduce the ghost rock cost of the Dude by 2.
7de7a799-9745-40d0-afc5-e83aadcd692d	Confederate Hunter	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-ConfederateHunter.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	9	C	0								R		Reaction: Play when a card effect is preventing you from targeting a Dude. You may target that Dude.
96f68a2b-1f64-4eda-8410-a8e1b3bdf453	Corporate Headquarters	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-CorporateHeadquarters.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	8	D	4		0				0		R		You may bring Dudes into play at this Deed. When a card or game effect sends one of your Dudes home, you may move them to this Deed instead.
a4686e36-66be-4541-bbaf-c962dc538cf0	Cort Williams	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-CortWilliams.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	K	S	9	3		4	Stud	3		Agency	F		Experienced. Dudes with a lower Bullet rating than Cort may not call out any of your other Dudes at this or an adjacent location.
b89b0a49-bb60-461f-be95-fa98a6228dc3	Cynthia Kingston	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-CynthiaKingston.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	9	S	7	1		0	Draw	3		Collegium	U		Noon: Boot Cynthia Kingston to target a skilled Dude at this location. The Dude may not use any skills until after Nightfall.
a9109334-7ad3-4f7c-994f-5b74a69e4880	Deal With The Devil	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-DealWithTheDevil.jpg	default	Spell	Ashes to Ashes	Ashes to Ashes	playerNDeck	9	H	0								U		Noon Hex 8: If this Hex succeeds, this Huckster gains a +5 Influence bonus until after Nightfall. Ace this Dude after Nightfall.
3c329ccc-01e0-43f0-ae6a-08db3f4d79c7	Defendin' What's Yours	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-DefendinWhatsYours.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	Q	C	3								C		Noon: Boot one of your Dudes and target one of your Deeds. The Deed gains a permanent +1 Control Point bonus. Any other player may cancel this action as it is played by booting a Dude with Influence greater than that of your Dude. Each player may only play one copy of this card per turn. A Deed cannot gain this bonus more than once per game.
387df7e7-f2d4-44ff-8300-deb887590a02	Dehydration	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-Dehydration.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	3	C	2								R		Noon: Target a Dude with a value less than 9 at an out-of-town Deed. That Dude's Influence is reduced to 0 until after Nightfall.
03e2b275-0068-4261-a62f-bdb8d6883223	Delilah Darby-Scorne	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-DelilahDarbyScorne.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	7	S	4	0		0	Draw	2		Agency	C		Delilah Darby-Scorne's Influence is reduced to 0 while she is booted. Reaction: Immediately before another Dude moves from this location, boot Delilah Darby-Scorne to interrogate the Dude. The target Dude may not move out of this location until after Nightfall. If the Dude was in a shootout, the Dude remains at this location but is out of the shootout.
65f2af1d-2168-4365-aced-ed57939e395d	Demon's Den	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-DemonsDen.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	3	D	1		0				0		C		May only be attached to a Public Deed. This Deed is Private.
dbeb80da-4c82-4f60-a83c-52699b3b81be	Deputy Dave Montreal	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-DeputyDaveMontreal.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	8	S	7	1		2	Stud	1		Law Dogs	U		Experienced.  Callouts from Deputy Dave may not be refused unless he is Wanted. Reaction: After a shootout ends in which Dave participated and an opposing Dude was aced, Dave gains a permanent +1 Influence bonus.
dfffbb95-0d51-4129-a78b-2a238cb583bd	Derailed Cafe	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-DerailedCafe.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	9	D	4		2				0		U		Public. Dudes in this location do not have to boot to join posses in adjacent locations.
fa51ef40-55b5-4184-9256-a3050b32e449	Down the Barrel…	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-DownTheBarrel.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	7	C	1								R		Reaction: Play immediately before another player pulls for a card effect. That player pulls an additional card, and you choose which card is used for the pull. Only one Down the Barrel... can be played per pull.
e7c09917-4c6a-4062-aaad-96b0abf05fab	Drawin' A Blank	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-DrawinABlank.jpg	default	Spell	Ashes to Ashes	Ashes to Ashes	playerNDeck	5	H	0								U		Noon Hex 6: Target a Spell in this location. If this Hex succeeds, discard the Spell.
175faae7-77b2-4efd-b8bb-1a2b5fd5345f	Dustin Halloway	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-DustinHalloway.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	1	S	4	1		1	Stud	1		Drifters	U		Reaction: Immediately after Dustin Halloway enters play, he joins your outfit until he leaves play.
b013acdb-c801-4f6e-8080-6dd8de1cb60b	Elijah's Parish	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-ElijahsParish.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	10	D	3		0				1		C		Private.
3ec02954-a61d-44f9-87ee-7989d79ddcd2	Enrique Alonso	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-EnriqueAlonso.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	3	S	3	0		0	Draw	0		Lost Angels	C		Enrique Alonso's Bullet rating is equal to his Blessed skill.
b4225aa5-dc1d-4dcf-b33e-3ea16dd3e66b	Erik Zarkov	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-ErikZarkov.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	J	S	10	2		1	Draw	3		Collegium	R		Experienced-2. Reaction: Pay 1 ghost rock immediately before Zarkov attempts to create a Gadget Weapon. If successful, the Weapon gains a permanent +1 Bullet bonus. Reaction: Pay 2 ghost rock immediately before Zarkov attempts to create a Gadget Weapon. If successful, while the Weapon is attached to a Dude, that Dude is a Stud.
ae16e584-e73f-49d9-b2ae-c95aa50a6135	Far-Away Fred	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-FarAwayFred.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	6	S	6	1		2	Draw	1		Texas Rangers	U		Harrowed. Shootout: Move one of your other Texas Rangers to this location. The Ranger joins this posse.
c17dbd52-f06b-4a1f-abf6-68d7b6b6daaa	Fate's Warning Strike	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-FatesWarningStrike.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	3	D	7		3				2		R		Private. Strike.
7db15811-7e6e-4ccf-8d6c-8285c8f1bbe0	Fine China Shop	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-FineChinaShop.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	8	D	2		1				1		C		Private.  The Fine China Shop is discarded immediately after any shootout ends at this location.
3c97493a-ce8e-470b-91d8-bd6b1d76f3bb	Fireworks Distraction	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-FireworksDistraction.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	10	C	0								C		Reaction: Play immediately before posses are formed. Target one location adjacent to the location of the shootout. Dudes at that location may not join a posse.
f3e000aa-5dd4-430d-b3cb-861b172020f1	Fisticuffs	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-Fisticuffs.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	3	C	0								C		Shootout: Play when there are no Dudes in the opposing posse with a ready Weapon. Target a Dude in your posse without a ready Weapon. The Dude gains +2 Bullet bonus until the end of the Shootout.
f78cef94-761c-4651-9ac6-c00dbb73610a	Flesh Mob	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-FleshMob.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	5	S	3	1		3	Draw	0		Drifters	R		Abomination. Noon: Move Flesh Mob to the Town Square.
1df1d685-d6bd-43a4-8fe9-2876f01c3c0e	Formal Duds	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-FormalDuds.jpg	default	Good	Ashes to Ashes	Ashes to Ashes	playerNDeck	9	H	4					1			U		This Dude gains an additional +1 Influence bonus during Nightfall.
7b43153f-55bf-4f52-bf16-c1028c83e622	Founder's Memorial	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-FoundersMemorial.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	7	D	2		1				0		U		Unique. Founder's Memorial may only be attached to an in-town Deed. The controller of this Deed has a +2 Influence bonus for their total during Nightfall.
9f84394d-f3a3-4655-b9dc-a15c0a58d315	Freddy Fast Hands	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-FreddyFastHands.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	9	S	5	0		2	Stud	1		Maze Rats	R		Experienced. You may not attach a Weapon to Freddy from your Play hand or from another one of your Dudes. Shootout: Target a Weapon in the opposing posse. Attach the Weapon to Freddy. The Weapon is discarded (to its owner's discard pile) when the shootout ends.
d2dea9c7-97e3-4a07-94fc-ceeec7d78e14	Gandy Dancer	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-GandyDancer.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	1	S	1	0		0	Draw	0		Maze Rats	C		Non-Unique. Maze Rat players may have any number of Gandy Dancers in play. Card memory does not apply to Gandy Dancers.
f1986088-0559-4ad5-b43f-27d417d82dd8	Gareth Comes to Town	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-GarethComesToTown.jpg	default	Event	Ashes to Ashes	Ashes to Ashes	playerNDeck	1	H	0								R		All dude with spells attached must discard all but one of their spells.
9805084b-3d00-4831-ba7d-8aa7932e236f	Gatling Emplacement	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-GatlingEmplacement.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	4	D	4		0				0		R		Gatling Emplacement may be attached to your home. Controller Shootout: Target one of your Dudes in a shootout at this location. Boot the Dude to give him or her a +3 Bullet bonus until after Nightfall.
cdd8be20-bc07-4e4c-a492-3a631b4356ac	Greasin' Palms	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-GreasinPalms.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	2	C	10								R		Noon: Boot one of your Deeds with a value less than 4 to gain 1 Victory Point. Ace this card.
6cd4fb56-51c7-47b0-ac3e-b927cd4b8b8a	Gris-Gris	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-GrisGris.jpg	default	Good	Ashes to Ashes	Ashes to Ashes	playerNDeck	2	H	2								U		Mystical. When the Gris-Gris enters play, target a Dude who becomes linked to the Gris-Gris. Noon: Give the linked Dude either a -1 Bullet penalty or a -1 Influence penalty, until after Nightfall.
d204c252-37a5-4907-b845-d3496fdddebb	Guilt By Association	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-GuiltByAssociation.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	5	C	0								C		Noon: Select a Wanted Dude in play and target an un-Wanted Dude in the same location who is controlled by the same player. The target Dude becomes Wanted.
c83b1a2e-6ac9-4a25-ab39-10ccb16275af	Hand Cart	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-HandCart.jpg	default	Good	Ashes to Ashes	Ashes to Ashes	playerNDeck	K	H	0								C		Noon: Move this Dude to an adjacent location that you own.
fc22dfb9-4f39-4086-97c7-869fd3ac6306	Hangin' Judge	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-HanginJudge.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	Q	S	11	0		3	Stud	1		Drifters	R		Abomination. Immediately before the Noon phase, pull. The Dude (other than the Judge) with the value closest to the pull (you choose if there is a tie) is chased by the Judge. That Dude becomes Wanted. If the Dude is already Wanted, the Judge boots, moves to the Dude's location, and aces the Dude.
83115c1a-a7da-46af-b3f6-d2e1b6a6dcb9	Harmony of the Heavens	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-HarmonyOfTheHeavens.jpg	default	Spell	Ashes to Ashes	Ashes to Ashes	playerNDeck	7	H	0								C		Noon Spirit 5: Target a Dude with a lower Influence than this Shaman. If this Spirit succeeds, the Dude gains a +2 Influence bonus until after Nightfall.
35beb260-cc93-48d3-b86b-ce3c3da9b191	Harvesting Plots	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-HarvestingPlots.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	6	D	2		0				0		U		Dudes aced in a shootout at this Deed make a pull as if they were Harrowed. If the Dude remains in play due to the pull, he or she gains the Harrowed trait, permanently.
437979f3-3bb9-4a3f-8744-4bdeb54ccf20	Heat Wave	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-HeatWave.jpg	default	Event	Ashes to Ashes	Ashes to Ashes	playerNDeck	J	H	0								U		Until after Nightfall, all Action cards have a +1 ghost rock cost (including actions with a ghost rock cost of 0).
68793427-9160-449b-9d98-1b09309de7f2	Higher Learning	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-HigherLearning.jpg	default	Spell	Ashes to Ashes	Ashes to Ashes	playerNDeck	6	H	0								U		Noon Spirit 6: Target a Spell in this or an adjacent location. If this Spirit succeeds, discard the Spell.
ab7c2b56-75e7-4955-9704-03e229e5781d	Hired Help	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-HiredHelp.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	J	C	0								R		Noon: Target a skilled Dude. The Dude gains a +2 bonus to one of his or her skills until after Nightfall.
a1f3c7ab-3e36-4024-a9fc-4edeef543566	Hundred Yearling Ranch	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-HundredYearlingRanch.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	Q	D	3		2				0		U		Private. Out of Town. Controller Reaction: When you bring a Dude into play, you may immediately attach a non-Gadget horse from your Play hand to that Dude, paying all costs as normal.
70dc3d0a-7124-4e03-a6b5-ecb81e07b47a	Hydro-Accelerator	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-HydroAccelerator.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	K	D	1		0				1		C		Public.
16ae5773-e481-4776-8fa5-df250157bdf2	I Gotcha Covered	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-IGotchaCovered.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	1	C	0								C		Shootout: Target one of your Dudes in this posse. Other Dudes in the same posse with a lower Bullet rating may not be targeted with actions while the target Dude remains in the posse.
6236692a-6cab-4778-9b41-eda5edf994e0	Indoor Plumbing	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-IndoorPlumbing.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	9	D	4		0				0		R		In-Door Plumbing may only be attached to an in-town Deed. Dudes moving to this Deed for the first time during a turn do not have to boot.
c59e6057-626b-4cc6-8a2a-6e6f4c689377	Investment Machine	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-InvestmentMachine.jpg	default	Good	Ashes to Ashes	Ashes to Ashes	playerNDeck	6	H	3								C		Gadget Difficulty: 4. Noon: Pay 6 ghost rock to gain 9 ghost rock.
085cc834-e086-4350-b44d-778fc2e2d3c2	Isaiah "Holdout" Curwen	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-IsaiahHoldoutCurwen.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	10	S	6	1		4	Draw	1		Texas Rangers	U		Shootout: Until the end of the shootout, Isaiah becomes a Stud but has a -2 Bullet penalty (minimum 0).
af9dc29c-68f9-4487-8781-42fd865f3122	Jacynth Ambrose	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-JacynthAmbrose.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	4	S	3	0		0	Draw	0		Collegium	C		Your Mad Scientists in this location have a +1 bonus to their Mad Scientist Skill.
bb628730-f3d8-464b-9d63-6934354378a6	Jesse Radcliffe	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-JesseRadcliffe.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	10	S	5	0		1	Stud	2		Law Dogs	U		
e784bdc6-fdfc-43ab-abf1-c9e3d619ff7d	Jeweler	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-Jeweler.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	Q	D	3		0				1		C		Private. The Jeweller's controller has additional total Influence during Nightfall equal to the number of Dudes he or she controls with a value greater than 9.
a678d363-5f1e-4304-b76f-a1102d8b240d	Jonah Wheeler	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-JonahWheeler.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	4	S	4	0		2	Draw	1		Drifters	U		Shootout: Target a Spell attached to a Dude in the opposing posse. The Spell is discarded and Jonah Wheeler is a Stud until the end of the shootout.
f42295bd-80d9-4ea4-ae6a-c545407f6468	Joseph Moon	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-JosephMoon.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	9	S	4	1		2	Draw	2		Drifters	U		
fc132646-34fa-4dcd-8721-1d0057e6435a	Juliet "Jewel" Sumner	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-JulietJewelSumner.jpg	default	Dude	Ashes to Ashes	Ashes to Ashes	playerNDeck	6	S	5	1		3	Draw	0		Drifters	R		Juliet gains a +1 Bullet bonus, a +1 Influence bonus, and is a Stud while at the same location as Rachel Sumner.
236f64f5-e6bd-4e95-a846-139ca0c262fe	Knicknevin's Legacy	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-KnicknevinsLegacy.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	J	C	2								R		Noon: Until the end of the turn, Abominations and Hucksters are considered Wanted.
ad505b13-d353-44e0-9e33-9101a43ef595	Last Meal	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-LastMeal.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	5	C	0								C		Reaction: Play before Shootout actions begin for a shootout in which you have one or more Dudes. You may immediately perform one Shootout action before Shootout actions begin. Only one Last Meal can be played per shootout.
3b4a3494-8dad-47d6-a33b-d0fadb6f47ed	Lazy Sunday	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-LazySunday.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	2	C	0								C		Noon Pull: If the pull is greater than the current Fear level, lower the Fear level by 1.
fa4d8f5a-231f-48b5-b4a6-6bb3928d43bb	Leaning Rock Strike	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-LeaningRockStrike.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	2	D	4		1				1		C		Private. Strike. Immediately after an Event resolves, all Dudes at the Leaning Rock Strike go home, booted.
fd196412-c5fd-4d27-9282-ecb2ead3f851	Leather and Saddle Shop	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-LeatherAndSaddleShop.jpg	default	Deed	Ashes to Ashes	Ashes to Ashes	playerNDeck	K	D	2		1				0		C		Private.
c34d7b3a-2f66-4443-9e70-43e1e6dc58f4	Listen Up!	doomtown/ashes-to-ashes/Doomtown-AshesToAshes-ListenUp.jpg	default	Action	Ashes to Ashes	Ashes to Ashes	playerNDeck	9	C	1								C		Noon: Target a Dude. The Dude gains +1 influence until after Nightfall
