databaseId	name	imageUrl	cardBack	type	deck	alignment	attribute	power	resistance	control	rarity	errata	text	packName	set	loadGroupId
Limited_Political_Correctness	Political Correctness	inwo/limited-edition/Inwo-LimitedEdition-PoliticalCorrectness.jpg	master	NWO (Red)	Master		Red				U	Affects Conservative Groups with a Power of 0 or 1.		Limited Edition	Limited	playerNPlotDeck
Limited_Solidarity	Solidarity	inwo/limited-edition/Inwo-LimitedEdition-Solidarity.jpg	master	NWO (Red)	Master		Red				C			Limited Edition	Limited	playerNPlotDeck
Limited_Tax_Reform	Tax Reform	inwo/limited-edition/Inwo-LimitedEdition-TaxReform.jpg	master	NWO (Red)	Master		Red				R			Limited Edition	Limited	playerNPlotDeck
Limited_Bigger_Business	Bigger Business	inwo/limited-edition/Inwo-LimitedEdition-BiggerBusiness.jpg	master	NWO (Yellow)	Master		Yellow				U			Limited Edition	Limited	playerNPlotDeck
Limited_Dont_Forget_To_Smash_The_State	Don't Forget To Smash The State	inwo/limited-edition/Inwo-LimitedEdition-DontForgetToSmashTheState.jpg	master	NWO (Yellow)	Master		Yellow				C			Limited Edition	Limited	playerNPlotDeck
Limited_Law_and_Order	Law and Order	inwo/limited-edition/Inwo-LimitedEdition-LawAndOrder.jpg	master	NWO (Yellow)	Master		Yellow				U			Limited Edition	Limited	playerNPlotDeck
Limited_Military-Industrial_Complex	Military-Industrial Complex	inwo/limited-edition/Inwo-LimitedEdition-MilitaryIndustrialComplex.jpg	master	NWO (Yellow)	Master		Yellow				C			Limited Edition	Limited	playerNPlotDeck
Limited_World_War_3	World War 3	inwo/limited-edition/Inwo-LimitedEdition-WorldWar3.jpg	master	NWO (Yellow)	Master		Yellow				R			Limited Edition	Limited	playerNPlotDeck
Limited_18_1-2-Minute_Gap	18 1/2-Minute Gap	inwo/limited-edition/Inwo-LimitedEdition-1812MinuteGap.jpg	master	Plot	Master		Requires Discards and All Illuminati Actions				R			Limited Edition	Limited	playerNPlotDeck
Limited_Agent_In_Place	Agent In Place	inwo/limited-edition/Inwo-LimitedEdition-AgentInPlace.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Air_Magic	Air Magic	inwo/limited-edition/Inwo-LimitedEdition-AirMagic.jpg	master	Plot	Master		Requires Magic Action or Discard				U			Limited Edition	Limited	playerNPlotDeck
Limited_Albino_Alligators	Albino Alligators	inwo/limited-edition/Inwo-LimitedEdition-AlbinoAlligators.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Alternate_Goals	Alternate Goals	inwo/limited-edition/Inwo-LimitedEdition-AlternateGoals.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_An_Offer_You_Cant_Refuse	An Offer You Can't Refuse	inwo/limited-edition/Inwo-LimitedEdition-AnOfferYouCantRefuse.jpg	master	Plot	Master		Draw no Group Cards This Turn				R			Limited Edition	Limited	playerNPlotDeck
Limited_And_STAY_Dead	And STAY Dead!	inwo/limited-edition/Inwo-LimitedEdition-AndSTAYDead.jpg	master	Plot	Master		Requires Magic Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Angst	Angst	inwo/limited-edition/Inwo-LimitedEdition-Angst.jpg	master	Plot	Master		Reqires Illuminati and Special Actions				R			Limited Edition	Limited	playerNPlotDeck
Limited_Annual_Convention	Annual Convention	inwo/limited-edition/Inwo-LimitedEdition-AnnualConvention.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Are_We_Having_Fun_Yet	Are We Having Fun Yet?	inwo/limited-edition/Inwo-LimitedEdition-AreWeHavingFunYet.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Assertiveness_Training	Assertiveness Training	inwo/limited-edition/Inwo-LimitedEdition-AssertivenessTraining.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Backlash	Backlash	inwo/limited-edition/Inwo-LimitedEdition-Backlash.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Bank_Merger	Bank Merger	inwo/limited-edition/Inwo-LimitedEdition-BankMerger.jpg	master	Plot	Master						U	Now require an Illuminati action and reload only 5 Power's worth of tokens, or any one Group of any Power. The rules now make it explicit that you cannot "reload" a group on the turn it is captured.		Limited Edition	Limited	playerNPlotDeck
Limited_Benefit_Concert	Benefit Concert	inwo/limited-edition/Inwo-LimitedEdition-BenefitConcert.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Bimbo_at_Eleven	Bimbo at Eleven	inwo/limited-edition/Inwo-LimitedEdition-BimboAtEleven.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Blitzkrieg	Blitzkrieg	inwo/limited-edition/Inwo-LimitedEdition-Blitzkrieg.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Blood_Toil_Tears_and_Sweat	Blood, Toil, Tears and Sweat	inwo/limited-edition/Inwo-LimitedEdition-BloodToilTearsAndSweat.jpg	master	Plot	Master		Requires Media Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Bodyguard	Bodyguard	inwo/limited-edition/Inwo-LimitedEdition-Bodyguard.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Botched_Contact	Botched Contact	inwo/limited-edition/Inwo-LimitedEdition-BotchedContact.jpg	master	Plot	Master		Requires Action				U			Limited Edition	Limited	playerNPlotDeck
Limited_Bribery	Bribery	inwo/limited-edition/Inwo-LimitedEdition-Bribery.jpg	master	Plot	Master		Requires All Illuminati Actions				U			Limited Edition	Limited	playerNPlotDeck
Limited_Celebrity_Spokesman	Celebrity Spokesman	inwo/limited-edition/Inwo-LimitedEdition-CelebritySpokesman.jpg	master	Plot	Master						U			Limited Edition	Limited	playerNPlotDeck
Limited_Censorship	Censorship	inwo/limited-edition/Inwo-LimitedEdition-Censorship.jpg	master	Plot	Master						U			Limited Edition	Limited	playerNPlotDeck
Limited_Charismatic_Leader	Charismatic Leader	inwo/limited-edition/Inwo-LimitedEdition-CharismaticLeader.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Citizenship_Award	Citizenship Award	inwo/limited-edition/Inwo-LimitedEdition-CitizenshipAward.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Clone	Clone	inwo/limited-edition/Inwo-LimitedEdition-Clone.jpg	master	Plot	Master						U			Limited Edition	Limited	playerNPlotDeck
Limited_Cold_Fusion	Cold Fusion	inwo/limited-edition/Inwo-LimitedEdition-ColdFusion.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Combined_Disasters	Combined Disasters	inwo/limited-edition/Inwo-LimitedEdition-CombinedDisasters.jpg	master	Plot	Master						U	Requires that both Disasters must be eligible to strike the target Place.		Limited Edition	Limited	playerNPlotDeck
Limited_Commitment	Commitment	inwo/limited-edition/Inwo-LimitedEdition-Commitment.jpg	master	Plot	Master						U			Limited Edition	Limited	playerNPlotDeck
Limited_Computer_Security	Computer Security	inwo/limited-edition/Inwo-LimitedEdition-ComputerSecurity.jpg	master	Plot	Master		Requires Network or Computer Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Computer_Virus	Computer Virus	inwo/limited-edition/Inwo-LimitedEdition-ComputerVirus.jpg	master	Plot	Master		Requires Science, Space, or Computer Action				U			Limited Edition	Limited	playerNPlotDeck
Limited_Corruption	Corruption	inwo/limited-edition/Inwo-LimitedEdition-Corruption.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Counter-Revolution	Counter-Revolution	inwo/limited-edition/Inwo-LimitedEdition-CounterRevolution.jpg	master	Plot	Master		Requires Government or Illuminati Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Counterspell	Counterspell	inwo/limited-edition/Inwo-LimitedEdition-Counterspell.jpg	master	Plot	Master		Requires Magic or Illuminati Action				U			Limited Edition	Limited	playerNPlotDeck
Limited_Cover_of_Darkness	Cover of Darkness	inwo/limited-edition/Inwo-LimitedEdition-CoverOfDarkness.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Cover-Up	Cover-Up	inwo/limited-edition/Inwo-LimitedEdition-CoverUp.jpg	master	Plot	Master		May Require Secret or Illuminati Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Crop_Circles	Crop Circles	inwo/limited-edition/Inwo-LimitedEdition-CropCircles.jpg	master	Plot	Master		Requires Magic Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Currency_Speculation	Currency Speculation	inwo/limited-edition/Inwo-LimitedEdition-CurrencySpeculation.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Deasil_Engine	Deasil Engine	inwo/limited-edition/Inwo-LimitedEdition-DeasilEngine.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Deep_Agent	Deep Agent	inwo/limited-edition/Inwo-LimitedEdition-DeepAgent.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Dictatorship	Dictatorship	inwo/limited-edition/Inwo-LimitedEdition-Dictatorship.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Dollars_for_Decency	Dollars for Decency	inwo/limited-edition/Inwo-LimitedEdition-DollarsForDecency.jpg	master	Plot	Master						U	Now require an Illuminati action and reload only 5 Power's worth of tokens, or any one Group of any Power. The rules now make it explicit that you cannot "reload" a group on the turn it is captured.		Limited Edition	Limited	playerNPlotDeck
Limited_Double-Cross	Double-Cross	inwo/limited-edition/Inwo-LimitedEdition-DoubleCross.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Early_Warning	Early Warning	inwo/limited-edition/Inwo-LimitedEdition-EarlyWarning.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Earth_Magic	Earth Magic	inwo/limited-edition/Inwo-LimitedEdition-EarthMagic.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Eat_The_Rich	Eat The Rich!	inwo/limited-edition/Inwo-LimitedEdition-EatTheRich.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Embezzlement	Embezzlement	inwo/limited-edition/Inwo-LimitedEdition-Embezzlement.jpg	master	Plot	Master		Reqires Plot Discard				R			Limited Edition	Limited	playerNPlotDeck
Limited_Emergency_Powers	Emergency Powers	inwo/limited-edition/Inwo-LimitedEdition-EmergencyPowers.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Exposed	Exposed!	inwo/limited-edition/Inwo-LimitedEdition-Exposed.jpg	master	Plot	Master		Requires Media Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Faction_Fight	Faction Fight	inwo/limited-edition/Inwo-LimitedEdition-FactionFight.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Flower_Power	Flower Power	inwo/limited-edition/Inwo-LimitedEdition-FlowerPower.jpg	master	Plot	Master						U	Now require an Illuminati action and reload only 5 Power's worth of tokens, or any one Group of any Power. The rules now make it explicit that you cannot "reload" a group on the turn it is captured.		Limited Edition	Limited	playerNPlotDeck
Limited_Fnord	Fnord!	inwo/limited-edition/Inwo-LimitedEdition-Fnord.jpg	master	Plot	Master		Requires Discard				C			Limited Edition	Limited	playerNPlotDeck
Limited_Foiled	Foiled!	inwo/limited-edition/Inwo-LimitedEdition-Foiled.jpg	master	Plot	Master		Requires Media Action				U			Limited Edition	Limited	playerNPlotDeck
Limited_Forgery	Forgery	inwo/limited-edition/Inwo-LimitedEdition-Forgery.jpg	master	Plot	Master						U			Limited Edition	Limited	playerNPlotDeck
Limited_Freaking_The_Mundanes	Freaking The Mundanes	inwo/limited-edition/Inwo-LimitedEdition-FreakingTheMundanes.jpg	master	Plot	Master						U	Now require an Illuminati action and reload only 5 Power's worth of tokens, or any one Group of any Power. The rules now make it explicit that you cannot "reload" a group on the turn it is captured.		Limited Edition	Limited	playerNPlotDeck
Limited_Full_Moon	Full Moon	inwo/limited-edition/Inwo-LimitedEdition-FullMoon.jpg	master	Plot	Master						U	Now require an Illuminati action. The rules now make it explicit that you cannot "reload" a group on the turn it is captured.		Limited Edition	Limited	playerNPlotDeck
Limited_Fundie_Money	Fundie Money	inwo/limited-edition/Inwo-LimitedEdition-FundieMoney.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Gang_War	Gang War	inwo/limited-edition/Inwo-LimitedEdition-GangWar.jpg	master	Plot	Master						U	Now require an Illuminati action and reload only 5 Power's worth of tokens, or any one Group of any Power. The rules now make it explicit that you cannot "reload" a group on the turn it is captured.		Limited Edition	Limited	playerNPlotDeck
Limited_George_the_Janitor	George the Janitor	inwo/limited-edition/Inwo-LimitedEdition-GeorgeTheJanitor.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Good_Polls	Good Polls	inwo/limited-edition/Inwo-LimitedEdition-GoodPolls.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Grassroots_Support	Grassroots Support	inwo/limited-edition/Inwo-LimitedEdition-GrassrootsSupport.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Gremlins	Gremlins	inwo/limited-edition/Inwo-LimitedEdition-Gremlins.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Harmonica_Virgins	Harmonica Virgins	inwo/limited-edition/Inwo-LimitedEdition-HarmonicaVirgins.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Hat_Trick	Hat Trick	inwo/limited-edition/Inwo-LimitedEdition-HatTrick.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Head_In_A_Jar	Head In A Jar	inwo/limited-edition/Inwo-LimitedEdition-HeadInAJar.jpg	master	Plot	Master						U			Limited Edition	Limited	playerNPlotDeck
Limited_Hex	Hex	inwo/limited-edition/Inwo-LimitedEdition-Hex.jpg	master	Plot	Master		Requires Magic or Illuminati Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Hidden_Influence	Hidden Influence	inwo/limited-edition/Inwo-LimitedEdition-HiddenInfluence.jpg	master	Plot	Master		Requires_Illuminati Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Hoax	Hoax!	inwo/limited-edition/Inwo-LimitedEdition-Hoax.jpg	master	Plot	Master		Requires Action and Discard				U			Limited Edition	Limited	playerNPlotDeck
Limited_I_Lied	I Lied	inwo/limited-edition/Inwo-LimitedEdition-ILied.jpg	master	Plot	Master						U			Limited Edition	Limited	playerNPlotDeck
Limited_Impostor	Impostor	inwo/limited-edition/Inwo-LimitedEdition-Impostor.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Infobahn	Infobahn	inwo/limited-edition/Inwo-LimitedEdition-Infobahn.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Interference	Interference	inwo/limited-edition/Inwo-LimitedEdition-Interference.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Jake_Day	Jake Day	inwo/limited-edition/Inwo-LimitedEdition-JakeDay.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Jihad	Jihad	inwo/limited-edition/Inwo-LimitedEdition-Jihad.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Just_Say_No	Just Say No	inwo/limited-edition/Inwo-LimitedEdition-JustSayNo.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Ketchup_Is_A_Vegetable	Ketchup Is A Vegetable	inwo/limited-edition/Inwo-LimitedEdition-KetchupIsAVegetable.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Kinder_and_Gentler	Kinder and Gentler	inwo/limited-edition/Inwo-LimitedEdition-KinderAndGentler.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Lets_Get_Organized	Let's Get Organized	inwo/limited-edition/Inwo-LimitedEdition-LetsGetOrganized.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Lets_Get_REALLY_Organized	Let's Get REALLY Organized	inwo/limited-edition/Inwo-LimitedEdition-LetsGetREALLYOrganized.jpg	master	Plot	Master		Requires Action				U			Limited Edition	Limited	playerNPlotDeck
Limited_Lets_You_and_Him_Fight	Let's You and Him Fight	inwo/limited-edition/Inwo-LimitedEdition-LetsYouAndHimFight.jpg	master	Plot	Master		Requires_Illuminati Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Liberal_Agenda	Liberal Agenda	inwo/limited-edition/Inwo-LimitedEdition-LiberalAgenda.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Logic_Bomb	Logic Bomb	inwo/limited-edition/Inwo-LimitedEdition-LogicBomb.jpg	master	Plot	Master		Requires Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_March_On_Washington	March On Washington	inwo/limited-edition/Inwo-LimitedEdition-MarchOnWashington.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Market_Manipulation	Market Manipulation	inwo/limited-edition/Inwo-LimitedEdition-MarketManipulation.jpg	master	Plot	Master						U			Limited Edition	Limited	playerNPlotDeck
