databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	cost	keywords	text	health	affiliation	rarity	episode	number
4e7a301c-51c6-4220-9af1-918bef5fddfb	Fighter Interceptor	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-FighterInterceptor.jpg	default	Event	07 - Gen Con	07 - Gen Con	playerNDeck	4 RP	Event|Negate	Negates an Alien Adversary.			Demo	E.B.E.	XF96-0040 GCon
4e86665d-33ff-4870-9de7-735260bd8ec8	Frohike	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-Frohike.jpg	default	Event	07 - Gen Con	07 - Gen Con	playerNDeck	4 RP	Event|Negate	This card will negate one Event card played on your Team.			Demo	Blood	XF96-0041 GCon
4a23378a-7e28-4f08-8bb6-a7371435580f	Frozen Submarine, Alaska.	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-FrozenSubmarineAlaska.jpg	default	Site	07 - Gen Con	07 - Gen Con	playerNDeck	1 RP	Site|Multi|Affiliation|Result|Alien Investigation|Evidence Collection				Demo	End Game	XF96-0007 GCon
4f54f2d3-df64-4233-a727-d1c2dbe4da0c	Geiger Counter	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-GeigerCounter.jpg	default	Equipment	07 - Gen Con	07 - Gen Con	playerNDeck	2 RP	Equipment|Electrical|Special	Adds +1 to the Agent's Alien Investigation skill.			Demo	E.B.E.	XF96-0049 GCon
4a5bba75-64fe-41f7-80c8-76446065a1ad	Genetics Clinic, Marin County CA	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-GeneticsClinicMarinCountyCA.jpg	default	Site	07 - Gen Con	07 - Gen Con	playerNDeck	2 RP	Site|Mono|Affiliation|Medical				Demo	Eve	XF96-0008 GCon
4a5d8530-22ae-49a0-8641-7344d938a5c8	Gibsonton, FL	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-GibsontonFL.jpg	default	Site	07 - Gen Con	07 - Gen Con	playerNDeck	2 RP	Site|Mono|Method|Medical				Demo	Humbug	XF96-0009 GCon
4ea65a84-1554-412c-829d-45ee8ce99263	Grid Pattern Search	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-GridPatternSearch.jpg	default	Event	07 - Gen Con	07 - Gen Con	playerNDeck	2 RP	Event|Evidence Collection	Select one card from your Discard Pile and place it in your hand.			Demo	Lazarus	XF96-0042 GCon
4adf7a89-334b-4d0a-94d6-69dcd41e6b38	Henry Trondheim	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-HenryTrondheim.jpg	default	Bluff	07 - Gen Con	07 - Gen Con	playerNDeck	2 CP	Bluff	Force the Team investigating a Site to discard one Equipment card of your choice.			Demo	Død Kalm	XF96-0016 GCon
4f6aacf7-bbc4-4c71-baec-3d00173bff66	High Resolution Camera	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-HighResolutionCamera.jpg	default	Equipment	07 - Gen Con	07 - Gen Con	playerNDeck	2 RP	Equipment|Mechanical|Special	Adds +1 to the Agent's Occult Investigation skill.			Demo	Clyde Bruckman's Final Repose	XF96-0050 GCon
4bf58aba-4d8a-480b-b1bc-b9f7c77ae77b	Jersey Devil	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-JerseyDevil.jpg	default	X-File	07 - Gen Con	07 - Gen Con	playerNXFile					Primordial	Demo	Jersey Devil	XF96-0023 GCon
4a5f4c32-acda-47ee-b4fa-d196ca39640c	Lake Okobogee, Campsite #53, Sioux City, IA	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-LakeOkobogeeCampsite53SiouxCityIA.jpg	default	Site	07 - Gen Con	07 - Gen Con	playerNDeck	2 RP	Site|Mono|Motive|Alien Investigation				Demo	Conduit	XF96-0010 GCon
4b130d56-aa44-46c3-ade1-548ddb442f77	Laser Barrier	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-LaserBarrier.jpg	default	Bluff	07 - Gen Con	07 - Gen Con	playerNDeck	2 CP	Bluff|Phenomena	Play to prevent one Agent assigned to a Site from contributing the Agent's skills to the one skill check (your choice) that the Team makes this turn.			Demo	Fallen Angel	XF96-0017 GCon
4a69915e-6c13-4312-833b-20aa07c90812	Los Angeles, CA	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-LosAngelesCA.jpg	default	Site	07 - Gen Con	07 - Gen Con	playerNDeck	1 RP	Site|Multi|Affiliation|Method|Occult Investigation|Evidence Collection				Demo	3	XF96-0011 GCon
4f890c79-3411-4775-ba08-dafd15989d8f	Nokia 121 Cellular Phone	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-Nokia121CellularPhone.jpg	default	Equipment	07 - Gen Con	07 - Gen Con	playerNDeck	4 RP	Equipment|Special	The Agent may add his skills to a skill check that is occuring in another Section of the table. The Agent's skill is reduced by 1 (i.e., Skill: 3 becomes Skill: 2). LRC and CRC may not be added.			Demo	Blood	XF96-0051 GCon
4a767852-7d80-4fcc-b57e-96ea26736f4a	Oregon Coast	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-OregonCoast.jpg	default	Site	07 - Gen Con	07 - Gen Con	playerNDeck	2 RP	Site|Mono|Affiliation|Alien Investigation				Demo	Pilot	XF96-0012 GCon
4ed4558f-1ba6-4068-bee3-eb7d2a16da10	Paper Shackles	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-PaperShackles.jpg	default	Event	07 - Gen Con	07 - Gen Con	playerNDeck	4 CP	Event|Criminal Investigation	Force an opponent Team to make a Criminal Investigation 5+ skill check or they will be unable to add their skills to a Site skill check this turn.			Demo	Conduit	XF96-0043 GCon
504b26ad-9ac6-4d40-8de5-65ea6f9982a5	Poltergeist Attack	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-PoltergeistAttack.jpg	default	Adversary	07 - Gen Con	07 - Gen Con	playerNDeck	3 CP	Adversary|Occult|Creature|Phenomena	The Poltergeist is unaffected by Combat attacks. It will attack for only one Long Range and one Close Range Combat round and then leave.	2		Demo	Shadows	XF96-0056 GCon
5088aae1-7e3a-4724-966a-85f1f61b8b07	Pvt. McAlpin, Zombie	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-PvtMcAlpinZombie.jpg	default	Adversary	07 - Gen Con	07 - Gen Con	playerNDeck	6 CP	Adversary|Occult|Creature|Pawn	Long Range Combat attacks cause only half damage (round up) to the Zombie.	6		Demo	Fresh Bones	XF96-0057 GCon
4a86839d-dabf-4975-a771-72e42840c47b	Scully's Dream, Georgetown, MD	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-ScullysDreamGeorgetownMD.jpg	default	Site	07 - Gen Con	07 - Gen Con	playerNDeck	2 RP	Site|Mono|Method|Medical				Demo	One Breath	XF96-0013 GCon
4b4edf69-fada-42fc-8b74-cba948a0981d	Sleep Deprivation	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-SleepDeprivation.jpg	default	Bluff	07 - Gen Con	07 - Gen Con	playerNDeck	2 CP	Bluff|Phenomena	Decrease all of the skill levels on one Agent (your choice) by one for this turn only.			Demo	E.B.E.	XF96-0018 GCon
50b946c6-4609-4074-8d21-ab3d6e76bd02	Slithers In The Night	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-SlithersInTheNight.jpg	default	Adversary	07 - Gen Con	07 - Gen Con	playerNDeck	4 CP	Adversary|Occult|Creature|Pawn	Pick one Agent in the Team. That Agent is placed 10 cards down, face up, in the owning player's Bureau Deck. Any equipment the Agent had is discarded. When the Agent's card reaches the top of the deck, the Agent is immediately moved to the Hospital (undamaged). This card does not initiate Combat.	6		Demo	Die Hand Die Verletzt	XF96-0058 GCon
4ccc5593-f0da-4d52-8f6f-a73f5cbf863c	Special Agent Karen Kossoff, Counselor	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-SpecialAgentKarenKossoffCounselor.jpg	default	Agent	07 - Gen Con	07 - Gen Con	playerNStarting	3 RP	Agent|FBI|Believer		3		Demo	Calusari	XF96-0030 GCon
4ee525fe-c73d-4b4a-8921-35963dcbf679	Street Contacts	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-StreetContacts.jpg	default	Event	07 - Gen Con	07 - Gen Con	playerNDeck	1 RP	Event|Criminal Investigation	Search through your Bureau Deck and place any one Witness card in your hand. Show the Witness to your opponents. Shuffle the Bureau Deck.			Demo	One Breath	XF96-0044 GCon
50b9a284-cb67-4cdc-9b05-268c10573322	Suppressed Fury	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-SuppressedFury.jpg	default	Adversary	07 - Gen Con	07 - Gen Con	playerNDeck	5 CP	Adversary|Primordial|Creature	Regardless of how much damage is done to this creature in the Long Range Combat round, it will attack in the Close Range Combat round. If its Health has been exceeded it is removed at the end of the Close Combat round.	9		Demo	Beyond the Sea	XF96-0059 GCon
4d781b02-b099-4ae7-a79b-0dfcb1f0688c	The Calusari	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-TheCalusari.jpg	default	Witness	07 - Gen Con	07 - Gen Con	playerNDeck	2 RP	Witness|Negate|Occult	Negates one Occult Creature.			Demo	The Calusari	XF96-0034 GCon
4c4af8fc-b016-46b5-8802-4e2945fd5bb2	The Cigarette-Smoking Man	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-TheCigaretteSmokingMan.jpg	default	X-File	07 - Gen Con	07 - Gen Con	playerNXFile					Government	Demo	Anasazi	XF96-0024 GCon
4c6bb3d5-e596-4b62-8edd-b3c57b85da9e	The Manitou	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-TheManitou.jpg	default	X-File	07 - Gen Con	07 - Gen Con	playerNXFile					Occult	Demo	Shapes	XF96-0025 GCon
50d461c1-88ee-4c06-92e0-45174b33b51c	The Mechanic	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-TheMechanic.jpg	default	Adversary	07 - Gen Con	07 - Gen Con	playerNDeck	7 CP	Adversary|Government|Pawn|Creature	The Mechanic may use Martial Arts and Subterfuge Combat cards.	5		Demo	Erlenmeyer Flask	XF96-0060 GCon
4ef66235-cb5c-4632-9751-1a08e4237940	The Smoking Man Strikes!	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-TheSmokingManStrikes.jpg	default	Event	07 - Gen Con	07 - Gen Con	playerNDeck	5 CP	Event	Change any Keyword to any other Keyword on a card played by your opponent. This effect lasts until the end of the turn.			Demo	Anasazi	XF96-0045 GCon
4f0a3f84-3b51-44ee-a14b-0496ed0121aa	Travel Arrangements	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-TravelArrangements.jpg	default	Event	07 - Gen Con	07 - Gen Con	playerNDeck	2 RP	Event|Move	You may move one of your Agents to any Section immediately. This card may not be played once an Adversary has forced combat until after the combat is resolved. The Agent may join any Team that occupies the new Section.			Demo	Deep Throat	XF96-0046 GCon
4f28f432-83f0-4090-a919-3268c1313a6b	True Grit	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-TrueGrit.jpg	default	Event	07 - Gen Con	07 - Gen Con	playerNDeck	1 RP	Event|Behavioral	Play when an Agent is forced to go to the Hospital. He must still go to the Hospital by the end of this turn but he may add his skills to one skill check before going.			Demo	Fallen Angel	XF96-0047 GCon
4aa3e691-5c67-48f0-b1e7-cb2e2f6a15ec	U.F.O. Wreckage, Townsend, WI	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-UFOWreckageTownsendWI.jpg	default	Site	07 - Gen Con	07 - Gen Con	playerNDeck	1 RP	Site|Multi|Motive|Result|Alien Investigation|Bureaucracy				Demo	Fallen Angel	XF96-0014 GCon
4f9a1782-3914-434a-a0b6-ee1cdb95d563	Wire-Tap	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-WireTap.jpg	default	Equipment	07 - Gen Con	07 - Gen Con	playerNDeck	2 RP	Equipment|Electrical|Special	Adds +1 to the Agent's Subterfuge skill.			Demo	Little Green Men	XF96-0052 GCon
4f435d16-e362-4666-9c24-8615a5183e0c	X	x-files-ccg/07-gen-con/XFilesCcg-07GenCon-X.jpg	default	Event	07 - Gen Con	07 - Gen Con	playerNDeck	3 RP	Event|Negate	Negate any one Keyword Adversary card.			Demo	Sleepless	XF96-0048 GCon
003beb86-a920-4c63-bd90-0dec778cadae	2Shy	x-files-ccg/03-101361/XFilesCcg-03101361-2Shy.jpg	default	Adversary	03 - 101361	03 - 101361	playerNDeck	4 CP	Adversary|Evolutionary|Creature	This card may be played in its normal way or on any Team that includes at least one female Agent, ignoring Activator requirements.	4		Common	2Shy	XF97-0385x1
088a5d0e-d00a-4d8a-bade-251102fa70c6	A Near Death Experience	x-files-ccg/03-101361/XFilesCcg-03101361-ANearDeathExperience.jpg	default	Event	03 - 101361	03 - 101361	playerNDeck	4 RP	Event|Occult|Resource	Play when Agent Fox Mulder is in combat. Assign all damage to Mulder first. After the combat, move Mulder to the Hospital with HEALTH zero. When Mulder leaves that Hospital, permanently add the following: +1 OCCULT INVESTIGATION, +1 ALIEN INVESTIGATION, +1 SCIENCES, +1 LONG RANGE COMBAT. Once per game you may ask an X-Files' identity without incurring a penalty question. Only one of this card may be in play.			Ultra-Rare	The Blessing Way	XF97-0451x1
0159940f-047f-48cf-b0af-58f51d9002fa	Agent Bill Patterson	x-files-ccg/03-101361/XFilesCcg-03101361-AgentBillPatterson.jpg	default	Agent	03 - 101361	03 - 101361	playerNStarting	6 RP	Agent|FBI|Law|Neutral|Believer		5		Rare	Grotesque	XF97-0396x1
0c327906-f625-4b0b-914a-73703f081627	Agent Dan Kazanjian	x-files-ccg/03-101361/XFilesCcg-03101361-AgentDanKazanjian.jpg	default	Witness	03 - 101361	03 - 101361	playerNDeck	3 RP	Witness|Computer	Adds 3 to one Team's COMPUTER skill check.			Rare	2Shy	XF97-0477x1
017f0cf6-ba1f-4fe3-81c9-53f51213e0e1	Agent Danny Pendrell	x-files-ccg/03-101361/XFilesCcg-03101361-AgentDannyPendrell.jpg	default	Agent	03 - 101361	03 - 101361	playerNStarting	6 RP	Agent|FBI|Law|Believer		4		Rare	731	XF97-0397x1
01bc8621-7b2d-43dc-8acf-71ba4f079524	Agent Fred Nemhauser	x-files-ccg/03-101361/XFilesCcg-03101361-AgentFredNemhauser.jpg	default	Agent	03 - 101361	03 - 101361	playerNStarting	2 RP	Agent|FBI|Law		4		Common	Grotesque	XF97-0398x1
01cda8d3-0759-4fa4-81dc-4a9d1976b028	Agent Kreski	x-files-ccg/03-101361/XFilesCcg-03101361-AgentKreski.jpg	default	Agent	03 - 101361	03 - 101361	playerNStarting	1 RP	Agent|FBI|Law		4		Common	Oubliette	XF97-0399x1
04496f9f-c4b0-4dd1-843a-1b277b6bd566	Alien Autopsy Video	x-files-ccg/03-101361/XFilesCcg-03101361-AlienAutopsyVideo.jpg	default	Equipment	03 - 101361	03 - 101361	playerNDeck	4 RP	Equipment|Government|Electrical	Discard this card to add three to the Agent's ALIEN INVESTIGATION skill.			Uncommon	Nisei	XF97-0424x1
06a5e8f6-ecc2-4918-b413-9c1c7f60d760	Alien Stiletto	x-files-ccg/03-101361/XFilesCcg-03101361-AlienStiletto.jpg	default	Equipment	03 - 101361	03 - 101361	playerNDeck	5 RP	Alien|Artifact|Equipment	Attach this Equipment to any Agent in the Field. Any ALIEN Adversary damaged by this weapon in CLOSE RANGE COMBAT is discarded prior to dealing damage in the Combat Round. The Alien Stiletto may be voluntarily discarded in the controlling player's Briefing Phase. Add 10 to your [RP] Pool and remove the Alien Stiletto from the game.			Ultra-Rare	Talitha Cumi	XF97-0441x1
076e609d-ff44-4496-b8fb-b780df47679c	Amaru Urn	x-files-ccg/03-101361/XFilesCcg-03101361-AmaruUrn.jpg	default	Event	03 - 101361	03 - 101361	playerNDeck	3 CP	Occult|Artifact|Event	Place in an opponent's Field. An OCCULT Adversary may now be played as a Bluff (it is treated as a Bluff for all purposes). When revealed the Adversary may ignore Site Activator restrictions. Discard when a Keyword OCCULT INVESTIGATION Site is directed at you and investigated successfully.			Rare	Teso dos Bichos	XF97-0445x1
045d4810-6287-40f1-bd75-559bbf837762	Ambulance	x-files-ccg/03-101361/XFilesCcg-03101361-Ambulance.jpg	default	Equipment	03 - 101361	03 - 101361	playerNDeck	4 RP	Equipment|Mechanical|Standard	Discard this card to add three to the Agent's MEDICAL skill.			Uncommon	Apocrypha	XF97-0425x1
022d357d-2908-4eae-afc3-11592c945a1d	Angry Townspeople	x-files-ccg/03-101361/XFilesCcg-03101361-AngryTownspeople.jpg	default	Bluff	03 - 101361	03 - 101361	playerNDeck	2 CP	Bluff	Play this card to increase the cost of all [RP] cards played at this Site by 1.			Common	Syzygy	XF97-0403x1
079058d2-dfe3-4894-9d55-acd64b5f6e03	Avatar	x-files-ccg/03-101361/XFilesCcg-03101361-Avatar.jpg	default	Event	03 - 101361	03 - 101361	playerNDeck	3 RP	Event|Phenomena	Play this card when Assistant Director Skinner would be forced to go to the Hospital. Skinner may stay where he is with full HEALTH. Any unwanted game effect tokens are removed.			Rare	Avatar	XF97-0446x1
026c8e64-44f8-4344-afc1-275058283e66	Big Blue	x-files-ccg/03-101361/XFilesCcg-03101361-BigBlue.jpg	default	Bluff	03 - 101361	03 - 101361	playerNDeck	3 CP	Bluff	Play this card to add X [CP] to your [CP] pool. X = the number of [RP] spent at this Site by the Investigating Player.			Common	Quagmire	XF97-0404x1
0b0b62fb-a030-4785-a051-2db0202a50a5	Braddock Heights, Maryland	x-files-ccg/03-101361/XFilesCcg-03101361-BraddockHeightsMaryland.jpg	default	Site	03 - 101361	03 - 101361	playerNDeck	2 RP	Site|Mono|Motive|Bureaucracy				Common	Wetwired	XF97-0468x1
0796c84f-5d47-4526-bb6f-420e0c590eec	Captive Hybrid	x-files-ccg/03-101361/XFilesCcg-03101361-CaptiveHybrid.jpg	default	Event	03 - 101361	03 - 101361	playerNDeck	6 CP	Government|Artifact|Event|Resource	Place this card in one of your opponents Fields. Your opponent must subtract 2 from the [RP] he generates each turn while this card is in his Field. Your opponent may pay 7 [RP] to force you to discard this card.			Common	731	XF97-0447x1
0c39f47d-bad1-4da8-af3b-ef1360a5a93a	Carina Maywald	x-files-ccg/03-101361/XFilesCcg-03101361-CarinaMaywald.jpg	default	Witness	03 - 101361	03 - 101361	playerNDeck	3 RP	Witness|Behavioral	Adds 3 to one Team's BEHAVIORAL skill check.			Rare	Revelations	XF97-0478x1
0969bc2b-0cf5-496b-8c4d-22b427ad5eb5	Ceremony	x-files-ccg/03-101361/XFilesCcg-03101361-Ceremony.jpg	default	Event	03 - 101361	03 - 101361	playerNDeck	5 RP	Occult|Artifact|Event|Resource|Healing|Believer	Play this card in the Field and place 2 tokens on it. Any BELIEVER Agent forced to go to the Hospital may be placed under this card instead. During the Healing phase, the owning player may remove a token to heal all damage done to the Agent.			Rare	The Blessing Way	XF97-0456x1
