databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	rank	suit	cost	upkeep	production	bullets	drawType	influence	control	outfit	keywords	text	dtdbCode
6b01cb98-4ae3-4b6e-b7d1-29fe035c9e2d	Angela Payne	doomtown-reloaded/election-day-slaughter/DoomtownReloaded-ElectionDaySlaughter-AngelaPayne.jpg	default	Dude	Election Day Slaughter	Election Day Slaughter	playerNDeck	10	Spades	7	0		1	Stud	1		Drifter		Noon, Boot: If Angela is at a deed you do not own, gain 2 ghost rock.	04011
90568a28-333b-4836-b55c-8ebbef266ad1	The Mayor's Office	doomtown-reloaded/election-day-slaughter/DoomtownReloaded-ElectionDaySlaughter-TheMayorsOffice.jpg	default	Deed	Election Day Slaughter	Election Day Slaughter	playerNDeck	A	Diamonds	4	0	2				2	Neutral	Private-Government	Controller Noon, Boot: Raise or lower the influence of a dude at this or an adjacent location by 1.	04012
1f6dc79e-65ad-4727-bf8e-1c42eee98fe1	Hunter Protections	doomtown-reloaded/election-day-slaughter/DoomtownReloaded-ElectionDaySlaughter-HunterProtections.jpg	default	Deed	Election Day Slaughter	Election Day Slaughter	playerNDeck	7	Diamonds	4	0	1					Neutral	Private	Controller Noon, Boot: Boot your dude without a control point at this location. Raise their bounty by 2. They permanently get 1 control point.	04013
9687ab08-0ae9-4a15-8304-6e9797edc87e	The Evidence	doomtown-reloaded/election-day-slaughter/DoomtownReloaded-ElectionDaySlaughter-TheEvidence.jpg	default	Goods	Election Day Slaughter	Election Day Slaughter	playerNDeck	8	Hearts	1							Neutral		Noon: Reduce a wanted dude's bounty to 0. Discard this card.  Noon, Pay 1 Ghost Rock: Raise the bounty on a dude by 2. Ace this card.	04014
28d66d3e-bc96-4c2c-9ebb-38dfabceb440	Teleportation Device	doomtown-reloaded/election-day-slaughter/DoomtownReloaded-ElectionDaySlaughter-TeleportationDevice.jpg	default	Goods	Election Day Slaughter	Election Day Slaughter	playerNDeck	10	Hearts	1							Neutral	Experimental-Improvement-Gadget-Difficulty 6	After this gadget is invented, attach it to a deed that you control.  Repeat Noon, Pay 1 Ghost Rock: Choose your dude at this location and pull. If the pull is a club, discard the dude. Otherwise, move your dude to another location (without booting).	04015
68310bec-735a-46bc-be6c-949e26bc5758	Mayfair Family Deck	doomtown-reloaded/election-day-slaughter/DoomtownReloaded-ElectionDaySlaughter-MayfairFamilyDeck.jpg	default	Goods	Election Day Slaughter	Election Day Slaughter	playerNDeck	K	Hearts	1							Neutral	Mystical	This dude has Huckster: 0. If this card leaves this dude, discard all Hexes from this dude.	04016
146c6a48-ffb5-4201-b07e-74e5560da771	Puppet	doomtown-reloaded/election-day-slaughter/DoomtownReloaded-ElectionDaySlaughter-Puppet.jpg	default	Spell	Election Day Slaughter	Election Day Slaughter	playerNDeck	4	Hearts	2							Neutral	Hex	Noon Hex X, Boot: X is the grit of a dude at this location. Take control of the dude until after the Sundown phase.	04017
791de7a5-3292-43cd-b907-40f737dc8600	Summoning	doomtown-reloaded/election-day-slaughter/DoomtownReloaded-ElectionDaySlaughter-Summoning.jpg	default	Spell	Election Day Slaughter	Election Day Slaughter	playerNDeck	6	Hearts	2							Neutral	Hex	Noon Hex 5: If successful, mark the town square for a job. If the job succeeds, immediately play an Abomination from your hand reducing its cost by 6 ghost rock (paying all other costs). The Abomination permanently gains 1 control point.	04018
cd378a50-f1c7-4a1f-a99d-80436806feea	Ridden Down	doomtown-reloaded/election-day-slaughter/DoomtownReloaded-ElectionDaySlaughter-RiddenDown.jpg	default	Action	Election Day Slaughter	Election Day Slaughter	playerNDeck	8	Clubs	0							Neutral		Noon: Boot your Horse to send a dude without a Horse at this location home booted.	04019
ff26cca7-830f-440a-90cd-08e32c629d7e	Tail Between Yer Legs	doomtown-reloaded/election-day-slaughter/DoomtownReloaded-ElectionDaySlaughter-TailBetweenYerLegs.jpg	default	Action	Election Day Slaughter	Election Day Slaughter	playerNDeck	9	Clubs	0							Neutral		React: After your call-out is accepted, the mark must form their posse before you form yours. The mark has -2 bullets.	04020
25787651-53b5-456e-bb42-8f38fd7b3caf	Election Day Slaughter	doomtown-reloaded/election-day-slaughter/DoomtownReloaded-ElectionDaySlaughter-ElectionDaySlaughter.jpg	default	Action	Election Day Slaughter	Election Day Slaughter	playerNDeck	K	Clubs	1							Neutral		Noon Job, Boot: Mark the town square. Each other player may unboot a dude in town. If successful, each other player must ace one of their dudes in town.	04021
F92310E9-2EF0-E0F5-F6BD-8AB6FF120396	Yasmin Tian	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-YasminTian.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	4	Spades	3	0		1	Draw	1		108 Righteous Bandits	Grifter-Blessed 0-Kung Fu 0	React, Boot: At the start of the game, you may discard a card to draw a card.	23001
165D10F2-BC2A-4F22-EC82-00E85C2BB283	Dynamite Jacc	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-DynamiteJacc.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	7	Spades	4	1		1	Stud	1		108 Righteous Bandits		Resolution, Boot: Ace Jacc to make the opposing posse suffer 2 extra casualties.	23002
7917E2E5-6155-16A3-10F3-67A9B5566FDB	Bai Yang Chen (Exp.1)	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-BaiYangChenExp1.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	8	Spades	4	2		5	Stud	1		108 Righteous Bandits	Experienced 1-Kung Fu 2	Bai Yang Chen cannot have attachments.  While Bai Yang Chen is in a posse, after each shootout play (including passing), remove any modifiers to his bullet rating, set it to 5, and then reduce it by 1 for each card in your hand.  Noon: If you have no ghost rock in your stash, draw a card.	23003
ACD35B70-FEF5-F8EF-DAFC-1C50933CB85D	Huang Li	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-HuangLi.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	K	Spades	6	2		2	Stud	2		108 Righteous Bandits		After using Huang Li's Shootout ability: • if you booted a Blessed dude, unboot another dude in the shootout. • if you booted an Abomination, Huang Li gets +2 bullets. • if you booted a Kung Fu dude, boot an opposing dude.  Shootout: Boot your dude (in this shootout) to discard a card and draw a card.	23004
ACE5F009-2377-6E35-3F48-E8A7F87F72AF	Arthur Dingler	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-ArthurDingler.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	A	Spades	3	0		1	Draw	1		Morgan Cattle Co.	Grifter-Mad Scientist 0	React, Boot: At the start of the game, look at the top 5 cards of your deck. You may discard them, shuffle them into your deck, or return them to your deck in the same order. Take 1 ghost rock from the bank and add it to the pot for the Gamblin' phase.	23005
23893F82-0BF3-E093-95CD-91DC43121179	Deadwood Dick	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-DeadwoodDick.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	6	Spades	6	0		1	Stud	2		Morgan Cattle Co.		Cheatin' Resolution: Boot Dick or his Horse to send any number of your dudes with Horses home booted. If your hand is legal, those dudes do not boot.	23006
1DF76E4D-4178-02E1-CAEB-A76C06E0B34E	Al Swearengen	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-AlSwearengen.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	10	Spades	4	0		1	Draw	1		Morgan Cattle Co.		Noon, Pay 4 Ghost Rock: Al permanently has +1 bullets, +1 influence, is a stud, and loses this ability.	23007
cd76cc0e-0390-4fca-fc93-1d5b3ba65048	Aunt Lou Marchbanks	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-AuntLouMarchbanks.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	J	Spades	4	0		2	Draw	1		Morgan Cattle Co.		While at a location you own, Aunt Lou is a stud.	23008
70479907-69CD-DE1A-BE32-86B2B48DC6FE	Lew Esquilin	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-LewEsquilin.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	2	Spades	3	0		1	Draw	1		The Fourth Ring	Grifter-Huckster 0	React, Boot At the start of the game, look at the top 6 cards of your deck. You may discard a card from your hand to reveal an Abomination or non-Unique Mystical goods and add it to your play hand. Return the other cards in your deck in the same order.	23009
377CCEBD-2C23-05F9-498A-8F3B1A02CBB6	Mourning Mist	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-MourningMist.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	3	Spades	2	0		1	Draw	0		The Fourth Ring	Abomination	Noon, Boot: Ace Mourning Mist to boot a dude at this or an adjacent location.	23010
9BF10098-29D7-40BA-2F51-4461062E822E	Victor Nines de Boré	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-VictorNinesDeBor.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	5	Spades	4	1		1	Stud	1		The Fourth Ring	Huckster 0	Victor has a bonus to his Huckster skill equal to the number of Abominations at his location. This bonus cannot exceed +4.	23011
0FBD307A-D4A2-05E6-4D29-C8B665683066	The Angler	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-TheAngler.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	7	Spades	3	1		0	Stud	1		The Fourth Ring	Abomination	Noon: The Angler calls out a dude at his location who has the same value.  Noon: Discard a card to change The Angler's value to that card's value.	23012
A1FC8CE3-4E29-ACF6-9390-80CA1679AE12	Sifting Squirrel	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-SiftingSquirrel.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	2	Spades	3	0		0	Draw	1		Eagle Wardens	Grifter-Shaman 0	React, Boot: At the start of the game, you may draw a card and then discard a card. If you discard a Spirit or Technique, draw a card.	23013
193BD6A0-D120-CB58-D562-DE5707C9E982	Lewis Grizzly Evans	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-LewisGrizzlyEvans.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	6	Spades	4	1		2	Draw	1		Eagle Wardens	Kung Fu 1	While there are no Weapons in the opposing posse, Lewis is a stud.  While there is another dude in your posse, Lewis has \Shootout, Boot:\ Choose and boot an opposing dude with a lower value. Neither dude contributes to draw hands unless they are the only dude in their posse.\	23014
AC4EA292-CBF6-C502-0F1D-B677636BDE47	Professor Duncan (Exp.1)	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-ProfessorDuncanExp1.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	7	Spades	6	1		1	Draw	2		Eagle Wardens	Experienced 1-Shaman 3	While at a location with a Totem, Duncan is a stud.  React: After you play a Totem at Duncan's location, draw a card if it is the only Totem with that name at that location.	23015
F3C039D3-EBF4-0D99-4541-7B5DA89262C6	Yiska	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-Yiska.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	10	Spades	5	0		0	Stud	1		Eagle Wardens	Shaman 0	While Yiska has a Sidekick, he has +2 bullets.	23016
F87A0195-7757-9AA2-2875-0AE73F4EC6B8	Dr. JT Goodenough	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-DrJTGoodenough.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	5	Spades	3	0		0	Draw	1		Law Dogs	Grifter-Mad Scientist 0	React, Boot: At the start of the game, search your deck for two different non-Unique Gadget Weapons and reveal them. Your opponent chooses one to discard. Attach the other to one of your dudes, paying its ghost rock cost (without inventing). Discard a card.	23017
F1FD3556-4D53-2941-E3A2-69851ECF7FDE	Seth Bullock	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-SethBullock.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	7	Spades	5	0		2	Stud	1		Law Dogs	Deputy	While your draw hand is cheatin', Seth lowers your hand rank by his bullet rating if he is in your posse.  React: After you use a Cheatin' Resolution ability on an action card, unboot Seth.	23018
AAD95A53-2961-ED18-535D-494554E06425	Clint Ramsey	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-ClintRamsey.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	10	Spades	6	1		2	Stud	2		Law Dogs	Experienced 1-Deputy	Repeat React: After your opponent reveals a cheatin' hand, unboot Clint.	23019
4C0B90C2-A605-AB0B-A449-46F823BFA1BC	Mimi The Nun O'Brien	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-MimiTheNunOBrien.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	J	Spades	5	1		1	Draw	2		Law Dogs	Blessed 1	React Before you take casualties, if Mimi is in your posse you may discard a Miracle from your hand to suffer 1 fewer casualties this round. If your hand is legal, you suffer 2 fewer casualties instead.	23020
E4CD7B8F-066B-476B-EA81-D0F582A15F68	Sam Bass	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-SamBass.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	A	Spades	2	1		1	Draw	1		The Sloane Gang		While Sam is in your posse, Cheatin' Resolution abilities on action cards cost +1 ghost rock.	23021
DACF7490-BFF1-34B6-6C37-BD25C823E4CB	Rosaleen Byrne	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-RosaleenByrne.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	4	Spades	3	0		0	Draw	1		The Sloane Gang	Grifter-Huckster 0	React, Boot: At the start of the game, discard 2 cards from your hand to draw 2 cards.	23022
ED1B1A7D-CAD1-5E36-92EF-113B8F6B6E5A	Jack McCall	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-JackMcCall.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	5	Spades	2	0		1	Draw	0		The Sloane Gang		Shootout: If there are more dudes in your posse than in the opposing posse, give Jack 1 bounty to make him a stud.	23023
2FC8AC10-3918-2213-B9FB-9AD0D4BC83F9	Reggie Mallard	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-ReggieMallard.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	9	Spades	5	1		1	Stud	1		The Sloane Gang		Reggie has a bullet bonus equal to the number of Hucksters in his posse. This bonus cannot exceed +4.	23024
D1814157-4464-C071-CBA9-D53B565A3C80	Alferd Packer	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-AlferdPacker.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	3	Spades	2	2		3	Stud	1		Drifter	Harrowed	While Alferd is in your posse, your opponent gains \Repeat Shootout, Pay 3 Ghost Rock: Alferd joins your posse, under y0our control.\	23025
C1023D9F-B2EC-0DBA-CCED-F28E480D7914	John Aces Radcliffe (Exp.1)	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-JohnAcesRadcliffeExp1.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	5	Spades	4	1		2	Draw	1		Drifter	Experienced 1-Agent	While John has a Gadget Weapon, he is a stud. John cannot trade away his goods.  React: After John enters play, attach a Gadget Weapon from your hand or discard pile to him, paying its ghost rock cost (without inventing). If the Gadget comes from your hand, reduce its cost to 0.	23026
E1917BC9-2145-3C06-0535-2414D542F995	Willa Mae MacGowan (Exp.1)	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-WillaMaeMacGowanExp1.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	7	Spades	3	0		1	Draw	1		Drifter	Experienced-Ranger	Resolution: Discard Willa Mae to send a dude in your posse home. If your opponent's hand is cheatin', unboot that dude.	23027
1A882871-8071-A72E-7215-7C11639CFF43	New Varney Nosferatu	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-NewVarneyNosferatu.jpg	default	Dude	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	9	Spades	4	1		3	Stud	1		Drifter	Abomination	If the New Varney Nosferatu is in a Public location at the beginning of High Noon, send it home booted.	23028
3EF8B7AF-D65A-6468-8DFD-B4ABF43E8B75	Carmichael's Livery	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-CarmichaelsLivery.jpg	default	Deed	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	A	Diamonds	3		2				1	Neutral	Public-Ranch	This deed has +1 production and +1 control points if there is a Horse at this deed.	23029
4C98FC02-ACBF-C049-9034-48ADFEA74251	Land Purchase	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-LandPurchase.jpg	default	Deed	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	3	Diamonds	1		0				0	Neutral	Public	Controller Noon Job, Boot: Mark this deed. If successful, discard this deed to choose a deed in your discard pile and play it, reducing its cost by 3.	23030
1F754146-A202-FA7C-9806-0EFDA83C2B5F	Heath's Curiosity Shoppe	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-HeathsCuriosityShoppe.jpg	default	Deed	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	4	Diamonds	3		1				1	Neutral	Private	Controller Noon, Boot: Discard 2 cards. Choose a non-Unique card in your discard pile that matches the suit of one of the discarded cards and the value of the other discarded card, and put it into your hand.	23031
764C8995-7425-4D62-6DC4-EAD649A52C10	The Gem Theater	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-TheGemTheater.jpg	default	Deed	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	5	Diamonds	2		1				1	Neutral	Public-Casino	Controller Shootout, Boot: If the shootout is at this deed, each dude in the shootout becomes a draw.	23032
90059DCE-A180-A807-A370-B2D498669C7A	Baird's Debt Collections	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-BairdsDebtCollections.jpg	default	Deed	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	6	Diamonds	3		0				1	Neutral	Private-Government	Each time a deed is played, gain 1 ghost rock.  Controller Noon, Boot: Discard a card from your hand to boot a deed.	23033
7F0F107B-72C4-09AD-1FC2-1C3C9D527EA3	Cheyenne Club	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-CheyenneClub.jpg	default	Deed	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	7	Diamonds	2		1				1	Neutral	Private	Controller Noon, Boot: Choose a dude at this or an adjacent location. That dude has +1 to each of their skill ratings (the skills are Mad Scientist, Blessed, Huckster, and Shaman).	23034
267714DC-8B1C-0DA2-1888-3F4BA1DA90A4	Nuttal & Mann's No. 10 Saloon	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-NuttalMannsNo10Saloon.jpg	default	Deed	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	J	Diamonds	3		1				1	Neutral	Public-Saloon	Controller Noon/Shootout, Boot, Pay 1 ghost rock: Boot or unboot a dude at this deed.	23035
CBBCBCB0-DFFF-4F0C-D519-401B4451AC74	Winner's Circle Auction House	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-WinnersCircleAuctionHouse.jpg	default	Deed	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	Q	Diamonds	3		2				1	Neutral	Public	This deed has +1 control points for each player with a dude at this deed.	23036
97503D43-A3B3-8D2D-8AE6-EB90A79737FE	Feathered Friend	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-FeatheredFriend.jpg	default	Goods	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	A	Hearts	2							Neutral	Sidekick	Noon, Boot: Choose a dude at this location. Look at a random card in their controller's hand.  Shootout, Boot: Look at a random card in your opponent's hand.	23037
A3F5074F-F214-F8FA-4762-CEB5E24C25BF	Bulletproof Vest	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-BulletproofVest.jpg	default	Goods	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	3	Hearts	2							Neutral	Gadget 4-Attire	This dude may not boot to join a posse at an adjacent location.  Resolution, Boot: Discard a card from your hand to have your posse suffer 1 fewer casualties this round.	23038
389C1CAB-AF96-F57E-870C-ABF5DE083C32	Pale Horse	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-PaleHorse.jpg	default	Goods	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	9	Hearts	2							Neutral	Horse	Cheatin' Resolution, Boot: You may send an opposing dude without a Horse home booted. If your hand is legal, you suffer X fewer casualties this round, where X is this dude's bullet rating.	23039
077072DB-C333-E4DE-62C5-9C1547A137C7	Kinetic Accretion Actualizer	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-KineticAccretionActualizer.jpg	default	Goods	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	K	Hearts	1			1	Bonus			Neutral	Gadget 7-Weapon	Repeat Shootout: Kinetic Accretion Actualizer has an additional +1 bullets until Sundown. You may use this ability once per shootout round.	23040
446B56B5-5E3D-DA1B-28AF-7948A194C1E5	Missed Me!	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-MissedMe.jpg	default	Spell	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	5	Hearts	0							Neutral	Hex	Cheatin' Resolution Hex 5, Boot: Reduce your opponent's hand rank by the total number of Sidekicks and dudes in their posse, to a maximum of 4.	23041
25FB9EC5-3A7B-5A36-BE52-F8D063F9090E	Mark of War	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-MarkOfWar.jpg	default	Spell	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	7	Hearts	0							Neutral	Hex	Noon Hex 7, Boot: This dude's call outs cannot be refused. Discard this Hex.	23042
8DB59195-8D4B-636D-EC75-485C0C4C81EE	We Stand Amazed	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-WeStandAmazed.jpg	default	Spell	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	2	Hearts	1							Neutral	Miracle-Hymn	React Miracle X, Boot: When a dude in this shootout is being discarded as a casualty, send that dude home booted instead. X is that dude's grit.	23043
22F9EACA-E043-D07C-8679-BF17A1C990C2	Benediction	doomtown-reloaded/welcome-to-deadwood/DoomtownReloaded-WelcomeToDeadwood-Benediction.jpg	default	Spell	Welcome to Deadwood	Welcome to Deadwood	playerNDeck	8	Hearts	0							Neutral	Miracle	Noon Miracle 6: Choose another dude at this or an adjacent location. That dude has +2 to each of their skill ratings (the skills are Huckster, Blessed, Shaman, and Mad Scientist). If they do not have a skill, this dude has +1 bullets.	23044
